n,|M(A)|,D_ktA,|M(A)A|
12,88,174,0
12,10,173,0
12,4,177,0
12,100,213,0
12,200,206,0
12,48,152,0
12,7,187,0
12,69,172,0
12,6,160,0
12,60,185,0
12,40,168,0
12,20,204,0
12,77,193,0
12,5,167,0
12,294,196,0
12,390,171,0
