n,|A|,|B|,|M(A)|,D_ktA,|M(A)A|,|M(B)|,D_ktB,|M(B)B|,|M(AUB)|,D_ktaub,|M(AUB)A|,|M(AUB)B|,|M(AUB)(M(A)UM(B))|
11,3,2,5,41,0,10728,27,2,2,91,0,0,0
11,3,2,6,40,0,4503,25,2,13,87,0,0,0
11,3,2,1,47,0,1830,20,2,2,79,0,0,0
11,3,2,1,35,0,6696,26,2,1,91,0,0,0
11,3,2,1,48,0,1836,22,2,8,93,0,0,0
11,3,2,9,51,0,2100,23,2,1,103,0,0,0
11,3,2,1,34,0,16046,31,2,1,94,0,0,0
11,3,2,6,46,0,2708,23,2,2,88,0,0,0
11,3,2,2,51,0,8866,29,2,1,89,0,0,0
11,3,2,1,56,0,65034,34,2,1,104,0,0,0
11,3,2,9,32,0,6160,32,2,5,70,0,0,1
11,3,2,3,47,0,352,19,2,1,96,0,0,0
11,3,2,1,47,0,5040,24,2,4,90,0,0,0
11,3,2,2,36,0,2648,21,2,1,63,0,0,0
11,3,2,9,46,0,18192,30,2,3,101,0,0,0
11,3,2,6,40,0,5040,21,2,3,87,0,0,0
11,3,2,1,42,0,18920,32,2,5,96,0,0,0
11,3,2,1,31,0,4686,26,2,9,78,0,0,0
11,3,2,2,52,0,2949,25,2,2,85,0,0,2
11,3,2,6,55,0,6840,26,2,3,97,0,0,0
11,3,2,13,40,0,62568,38,2,3,86,0,0,0
11,3,2,3,42,0,8052,27,2,3,77,0,0,0
11,3,2,1,41,0,1266,21,2,1,87,0,0,0
11,3,2,15,51,0,722700,45,2,1,100,0,0,0
11,3,2,1,31,0,12705,33,2,4,83,0,0,0
11,3,2,1,35,0,3482,25,2,1,72,0,0,0
11,3,2,1,48,0,3524,24,2,3,83,0,0,0
11,3,2,1,37,0,210,15,2,2,66,0,0,2
11,3,2,3,50,0,18576,32,2,1,93,0,0,1
11,3,2,3,37,0,1145,23,2,5,81,0,0,0
11,3,2,4,52,0,4583,29,2,6,97,0,0,0
11,3,2,1,47,0,867,19,2,1,99,0,0,0
11,3,2,1,39,0,6930,28,2,2,83,0,0,0
11,3,2,8,55,0,6378,28,2,8,109,0,0,0
11,3,2,1,38,0,732,18,2,1,101,0,0,0
