n,|A|,|B|,|M(A)|,D_ktA,|M(A)A|,|M(B)|,D_ktB,|M(B)B|,|M(AUB)|,D_ktaub,|M(AUB)A|,|M(AUB)B|,|M(AUB)(M(A)UM(B))|
11,3,2,1,54,0,10220,32,2,4,98,0,0,0
11,3,2,5,46,0,4680,25,2,1,91,0,0,0
11,3,2,1,38,0,3017,24,2,9,85,0,0,0
11,3,2,1,48,0,23760,28,2,1,94,0,0,0
11,3,2,1,34,0,19734,35,2,3,80,0,0,2
11,3,2,1,37,0,5112,23,2,3,72,0,0,0
11,3,2,17,47,0,10360,29,2,4,85,0,0,0
11,3,2,1,50,0,7080,25,2,15,97,0,0,0
11,3,2,5,49,0,33000,33,2,8,102,0,0,0
11,3,2,7,45,0,46840,35,2,1,88,0,0,0
11,3,2,1,55,0,45320,35,2,1,106,0,0,1
11,3,2,4,48,0,5982,30,2,1,85,0,0,0
11,3,2,1,37,0,3960,28,2,1,69,0,0,1
11,3,2,3,43,0,1688,20,2,1,80,0,0,0
11,3,2,15,35,0,3168,23,2,1,72,0,0,0
11,3,2,3,44,0,38390,38,2,3,87,0,0,0
11,3,2,2,46,0,25641,32,2,3,98,0,0,0
11,3,2,1,44,0,988,21,2,1,75,0,0,0
11,3,2,1,33,0,7844,26,2,1,75,0,0,0
11,3,2,3,44,0,1760,20,2,1,85,0,0,0
11,3,2,2,45,0,3684,22,2,1,86,0,0,0
11,3,2,3,42,0,17712,27,2,5,92,0,0,0
11,3,2,3,38,0,11037,29,2,9,81,0,0,0
11,3,2,1,33,0,14544,30,2,1,85,0,0,0
11,3,2,1,51,0,28512,32,2,4,95,0,0,0
11,3,2,3,37,0,61864,36,2,3,76,0,0,0
11,3,2,8,47,0,65695,37,2,3,90,0,0,0
11,3,2,11,48,0,836,20,2,1,75,0,0,1
11,3,2,1,34,0,2880,22,2,3,77,0,0,0
11,3,2,3,33,0,3440,24,2,27,76,0,0,0
11,3,2,1,35,0,32360,31,2,2,71,0,0,2
11,3,2,4,44,0,5898,28,2,1,88,0,0,0
11,3,2,3,46,0,1580,19,2,3,78,0,0,3
11,3,2,1,33,0,8140,30,2,1,76,0,0,0
11,3,2,5,49,0,12429,31,2,5,94,0,0,0
11,3,2,2,42,0,7742,28,2,3,78,0,0,2
11,3,2,1,57,0,84480,33,2,6,102,0,0,4
11,3,2,1,34,0,252,12,2,3,54,0,0,2
11,3,2,1,35,0,2216,21,2,1,72,0,0,0
11,3,2,1,36,0,792,19,2,9,74,0,0,0
11,3,2,5,45,0,9130,29,2,1,89,0,0,0
11,3,2,3,39,0,20020,34,2,6,75,0,0,6
11,3,2,1,37,0,68366,38,2,1,83,0,0,0
11,3,2,3,45,0,18048,28,2,1,103,0,0,0
11,3,2,4,40,0,540,13,2,1,64,0,0,0
11,3,2,1,46,0,5730,27,2,1,96,0,0,0
11,3,2,5,36,0,6912,28,2,1,85,0,0,0
11,3,2,1,48,0,1224,18,2,1,86,0,0,0
11,3,2,1,38,0,3510,21,2,3,84,0,0,0
11,3,2,9,41,0,52560,35,2,18,91,0,0,0
11,3,2,3,32,0,32328,35,2,6,88,0,0,0
11,3,2,1,46,0,27266,35,2,1,98,0,0,0
11,3,2,1,49,0,13888,33,2,1,102,0,0,0
11,3,2,4,45,0,6864,27,2,14,96,0,0,0
11,3,2,1,50,0,96822,37,2,1,97,0,0,0
11,3,2,3,28,0,82,13,2,3,79,0,0,0
11,3,2,6,42,0,10868,29,2,1,86,0,0,0
11,3,2,1,39,0,13740,30,2,1,82,0,0,0
11,3,2,1,38,0,8994,29,2,3,77,0,0,0
11,3,2,1,41,0,3756,26,2,3,70,0,0,3
11,3,2,3,40,0,39240,32,2,3,79,0,0,0
11,3,2,1,45,0,1678,24,2,3,80,0,0,0
11,3,2,8,45,0,5605,25,2,1,84,0,0,0
11,3,2,1,37,0,14880,24,2,2,83,0,0,0
11,3,2,1,40,0,3651,28,2,3,88,0,0,0
