n,|A|,|B|,|M(A)|,D_ktA,|M(A)A|,|M(B)|,D_ktB,|M(B)B|,|M(AUB)|,D_ktaub,|M(AUB)A|,|M(AUB)B|,|M(AUB)(M(A)UM(B))|
11,6,1,44,89,0,1,0,1,4,120,0,0,3
11,6,1,57,100,0,1,0,1,6,122,0,0,2
11,6,1,30,95,0,1,0,1,2,120,0,0,1
11,6,1,12,114,0,1,0,1,1,140,0,0,0
11,6,1,64,107,0,1,0,1,4,124,0,0,2
11,6,1,75,122,0,1,0,1,1,144,0,0,0
11,6,1,99,124,0,1,0,1,1,151,0,0,0
11,6,1,24,97,0,1,0,1,3,134,0,0,0
11,6,1,2,126,0,1,0,1,1,150,0,0,0
11,6,1,48,105,0,1,0,1,2,132,0,0,0
11,6,1,4,125,0,1,0,1,4,151,0,0,0
11,6,1,36,98,0,1,0,1,1,123,0,0,1
11,6,1,78,122,0,1,0,1,3,153,0,0,0
11,6,1,14,114,0,1,0,1,2,132,0,0,1
11,6,1,16,112,0,1,0,1,2,129,0,0,0
11,6,1,1802,135,0,1,0,1,1,160,0,0,0
11,6,1,34,116,0,1,0,1,1,134,0,0,0
11,6,1,110,120,0,1,0,1,1,148,0,0,1
11,6,1,32,110,0,1,0,1,8,138,0,0,0
11,6,1,120,114,0,1,0,1,1,130,0,0,0
11,6,1,16,117,0,1,0,1,2,136,0,0,1
11,6,1,8,91,0,1,0,1,3,112,0,0,1
11,6,1,499,136,0,1,0,1,2,147,0,0,0
11,6,1,5,123,0,1,0,1,1,143,0,0,0
11,6,1,18,84,0,1,0,1,1,109,0,0,1
11,6,1,44,102,0,1,0,1,3,115,0,0,1
11,6,1,804,128,0,1,0,1,6,146,0,0,0
11,6,1,173,124,0,1,0,1,4,157,0,0,0
11,6,1,44,110,0,1,0,1,1,139,0,0,1
11,6,1,48,112,0,1,0,1,1,131,0,0,0
11,6,1,161,128,0,1,0,1,3,140,0,0,2
11,6,1,32,125,0,1,0,1,1,144,0,0,0
11,6,1,12,118,0,1,0,1,1,136,0,0,0
11,6,1,71,86,1,1,0,1,4,114,0,0,2
11,6,1,1,83,0,1,0,1,1,116,0,0,1
11,6,1,332,120,0,1,0,1,4,142,0,0,1
11,6,1,66,98,0,1,0,1,1,112,0,0,1
11,6,1,7190,142,1,1,0,1,1,149,0,0,0
11,6,1,26,102,0,1,0,1,1,113,0,0,1
11,6,1,14,94,0,1,0,1,3,104,0,0,2
11,6,1,199,122,0,1,0,1,6,144,0,0,0
11,6,1,414,109,0,1,0,1,3,117,0,0,2
11,6,1,298,103,0,1,0,1,1,120,0,0,1
11,6,1,50,110,0,1,0,1,2,137,0,0,0
11,6,1,788,127,0,1,0,1,2,152,0,0,1
11,6,1,8,111,0,1,0,1,5,144,0,0,0
11,6,1,141,121,0,1,0,1,5,139,0,0,1
11,6,1,4,114,0,1,0,1,2,137,0,0,0
11,6,1,35,121,0,1,0,1,1,136,0,0,1
11,6,1,52,104,0,1,0,1,2,128,0,0,1
11,6,1,50,119,0,1,0,1,1,150,0,0,0
11,6,1,645,133,0,1,0,1,4,153,0,0,1
11,6,1,6,93,0,1,0,1,1,116,0,0,1
11,6,1,1137,125,1,1,0,1,3,143,0,0,0
11,6,1,3,111,0,1,0,1,1,131,0,0,0
11,6,1,48,99,0,1,0,1,2,123,0,0,0
11,6,1,329,118,0,1,0,1,4,130,0,0,2
11,6,1,12,123,0,1,0,1,9,144,0,0,2
11,6,1,1,101,0,1,0,1,1,115,0,0,0
11,6,1,14,111,0,1,0,1,2,122,0,0,0
11,6,1,46,111,0,1,0,1,6,136,0,0,0
11,6,1,264,104,0,1,0,1,1,125,0,0,1
11,6,1,14,106,0,1,0,1,3,124,0,0,0
11,6,1,9,119,0,1,0,1,1,137,0,0,0
11,6,1,30,122,0,1,0,1,1,142,0,0,0
11,6,1,64,119,0,1,0,1,2,147,0,0,1
11,6,1,58,110,0,1,0,1,1,133,0,0,0
11,6,1,22,98,0,1,0,1,1,123,0,0,1
11,6,1,10,111,0,1,0,1,5,139,0,0,0
11,6,1,18,95,0,1,0,1,6,122,0,0,0
11,6,1,16,115,0,1,0,1,9,142,0,0,0
11,6,1,26,116,0,1,0,1,3,140,0,0,0
11,6,1,36,103,0,1,0,1,2,116,0,0,0
11,6,1,32,122,0,1,0,1,4,155,0,0,0
11,6,1,186,122,0,1,0,1,2,149,0,0,1
11,6,1,57,110,0,1,0,1,9,131,0,0,2
11,6,1,1,126,0,1,0,1,2,145,0,0,0
11,6,1,366,122,0,1,0,1,11,143,0,0,2
11,6,1,50,105,0,1,0,1,2,124,0,0,1
11,6,1,188,123,0,1,0,1,6,137,0,0,0
11,6,1,256,135,1,1,0,1,1,155,0,0,0
11,6,1,24,88,0,1,0,1,1,110,0,0,0
11,6,1,16,110,0,1,0,1,2,131,0,0,0
11,6,1,12,93,0,1,0,1,1,118,0,0,0
11,6,1,24,104,0,1,0,1,1,125,0,0,0
11,6,1,85,118,0,1,0,1,1,133,0,0,1
11,6,1,19,114,0,1,0,1,4,126,0,0,0
11,6,1,37,119,0,1,0,1,5,134,0,0,0
11,6,1,22,120,0,1,0,1,1,143,0,0,0
11,6,1,115,104,0,1,0,1,1,123,0,0,1
11,6,1,45,113,1,1,0,1,6,146,0,0,2
11,6,1,36,114,0,1,0,1,1,130,0,0,0
11,6,1,1746,115,0,1,0,1,1,138,0,0,0
11,6,1,938,126,0,1,0,1,4,148,0,0,2
11,6,1,2,124,0,1,0,1,1,152,0,0,0
11,6,1,240,99,0,1,0,1,1,119,0,0,1
11,6,1,21,111,0,1,0,1,1,132,0,0,0
11,6,1,6,99,0,1,0,1,2,126,0,0,1
11,6,1,21,115,0,1,0,1,6,126,0,0,2
11,6,1,393,124,0,1,0,1,1,144,0,0,1
