n,|A|,|B|,|M(A)|,D_ktA,|M(A)A|,|M(B)|,D_ktB,|M(B)B|,|M(AUB)|,D_ktaub,|M(AUB)A|,|M(AUB)B|,|M(AUB)(M(A)UM(B))|
10,4,3,4,43,0,2,49,0,1,107,0,0,1
10,4,3,55,53,0,1,42,0,2,132,0,0,0
10,4,3,6,34,0,1,39,0,1,93,0,0,0
10,4,3,332,58,0,1,25,0,3,94,0,0,0
10,4,3,44,52,0,1,37,0,8,115,0,0,0
10,4,3,80,60,0,8,44,0,1,108,0,0,0
10,4,3,1803,67,0,16,45,0,1,130,0,0,0
10,4,3,384,59,1,1,42,0,1,109,0,0,1
10,4,3,96,65,0,1,28,0,2,104,0,0,0
10,4,3,20,59,0,1,39,0,2,107,0,0,1
10,4,3,121,58,1,5,36,0,1,104,0,0,0
10,4,3,64,53,0,1,36,0,1,96,0,0,0
10,4,3,35,56,0,3,40,0,1,124,0,0,0
10,4,3,34,56,0,5,41,0,2,118,0,0,0
10,4,3,34,53,0,1,38,0,2,104,0,0,0
10,4,3,10,54,0,1,37,0,1,102,0,0,0
10,4,3,11,47,0,4,38,0,1,103,0,0,0
10,4,3,52,51,1,1,36,0,1,102,0,0,0
10,4,3,6,38,0,3,41,0,1,105,0,0,0
10,4,3,490,58,0,1,40,0,6,122,0,0,0
10,4,3,32,47,1,5,41,0,3,107,0,0,0
10,4,3,205,56,0,1,40,0,1,104,0,0,0
10,4,3,80,57,0,3,34,0,1,108,0,0,0
10,4,3,8,57,1,5,24,0,2,101,0,0,0
10,4,3,27,63,0,2,38,0,1,112,0,0,0
10,4,3,448,60,1,9,47,0,1,125,0,0,0
10,4,3,76,53,0,5,40,0,4,122,0,0,0
10,4,3,28,52,1,1,39,0,2,107,0,0,0
10,4,3,28,36,0,1,26,0,4,89,0,0,0
10,4,3,18,57,0,1,38,0,4,108,0,0,0
10,4,3,240,59,0,4,44,0,1,131,0,0,0
10,4,3,40,64,0,1,32,0,5,123,0,0,0
10,4,3,20,45,0,1,32,0,4,100,0,0,0
10,4,3,260,67,0,1,44,0,4,123,0,0,0
10,4,3,224,53,0,3,32,0,2,99,0,0,0
10,4,3,88,65,1,1,34,0,1,117,0,0,0
10,4,3,15,58,0,2,38,0,1,106,0,0,0
10,4,3,120,48,0,1,28,0,4,113,0,0,0
10,4,3,28,49,1,2,38,0,3,105,0,0,1
10,4,3,56,48,1,5,37,0,1,101,0,0,0
10,4,3,30,62,0,1,34,0,2,117,0,0,0
10,4,3,108,55,0,1,25,0,1,88,0,0,0
10,4,3,28,42,0,3,32,0,1,96,0,0,0
10,4,3,4,48,0,6,45,0,2,118,0,0,0
10,4,3,44,46,1,5,34,0,1,87,0,0,0
10,4,3,360,38,0,3,34,0,3,106,0,0,2
10,4,3,6,57,0,1,36,0,3,101,0,0,0
10,4,3,78,51,0,5,27,0,9,90,0,0,0
10,4,3,131,51,1,1,28,0,6,119,0,0,0
10,4,3,144,44,0,7,43,0,1,99,1,0,0
10,4,3,63,45,0,1,24,0,3,80,0,0,0
10,4,3,24,51,0,1,33,0,1,111,0,0,0
10,4,3,53,41,0,3,37,0,1,98,0,0,0
10,4,3,46,50,0,3,28,0,3,112,0,0,0
10,4,3,224,58,0,5,38,0,5,123,0,0,0
10,4,3,168,55,0,1,46,0,6,111,0,0,0
10,4,3,16,51,1,5,41,0,2,112,0,0,0
10,4,3,840,69,1,5,42,0,2,124,0,0,0
10,4,3,180,54,0,1,38,0,1,106,0,0,0
10,4,3,146,52,0,1,38,0,1,104,0,0,0
10,4,3,193,55,0,1,46,0,3,117,0,0,2
10,4,3,35,58,0,1,41,0,1,117,0,0,0
10,4,3,140,49,1,1,36,0,6,102,0,0,1
10,4,3,229,59,1,3,35,0,1,114,0,0,0
10,4,3,10,43,0,1,39,0,1,113,0,0,0
10,4,3,14,45,0,1,36,0,3,103,0,0,0
10,4,3,822,61,0,1,30,0,4,98,0,0,0
10,4,3,305,52,0,3,43,0,7,106,0,0,2
10,4,3,252,55,0,3,26,0,1,94,0,0,0
10,4,3,120,51,0,1,34,0,2,103,0,0,0
10,4,3,816,55,0,2,27,0,1,107,0,0,0
10,4,3,35,70,0,3,25,0,2,113,0,0,0
10,4,3,135,61,1,4,45,0,1,122,0,0,0
10,4,3,44,51,0,4,44,0,3,108,0,0,0
10,4,3,20,43,0,2,35,0,3,95,0,0,0
10,4,3,26,47,0,9,30,0,6,97,0,0,0
10,4,3,1264,54,0,1,34,0,3,100,0,0,0
10,4,3,9,58,0,2,38,0,3,126,0,0,0
10,4,3,69,65,0,7,43,0,1,124,0,0,0
10,4,3,130,60,0,8,41,0,5,120,0,0,0
10,4,3,1224,73,0,3,34,0,1,112,0,0,0
10,4,3,3,64,0,1,38,0,1,119,0,0,0
10,4,3,314,52,0,1,32,1,2,103,0,0,0
10,4,3,228,53,1,1,43,0,12,119,0,0,0
10,4,3,164,53,0,1,49,0,2,116,0,0,1
10,4,3,76,57,0,3,31,0,1,107,0,0,0
10,4,3,8,47,0,1,40,0,4,104,0,0,0
10,4,3,378,68,0,4,36,0,2,124,0,0,0
10,4,3,4,48,1,2,32,0,1,94,0,0,0
10,4,3,23,62,0,2,38,1,5,123,0,0,0
10,4,3,4400,71,0,3,35,0,3,120,0,0,0
10,4,3,1200,60,1,9,40,0,3,108,0,0,0
10,4,3,114,55,0,1,39,0,1,110,0,0,0
10,4,3,36,53,0,1,36,0,1,117,0,0,0
10,4,3,568,64,0,2,44,0,1,112,0,0,1
10,4,3,153,57,1,3,37,0,1,122,0,0,0
10,4,3,64,56,0,1,36,0,3,123,0,0,0
10,4,3,40,44,0,5,30,0,2,87,0,0,0
10,4,3,705,47,0,1,43,0,1,113,0,0,1
10,4,3,267,55,1,1,38,1,3,114,0,0,0
