n,|A|,|B|,|M(A)|,D_ktA,|M(A)A|,|M(B)|,D_ktB,|M(B)B|,|M(AUB)|,D_ktaub,|M(AUB)A|,|M(AUB)B|,|M(AUB)(M(A)UM(B))|
10,5,2,3,73,0,1488,20,2,1,118,0,0,0
10,5,2,1,73,0,816,21,2,3,100,0,0,1
10,5,2,1,77,0,1705,22,2,2,114,0,0,0
10,5,2,5,86,0,2718,23,2,4,116,0,0,1
10,5,2,1,78,0,33600,34,2,1,117,0,0,0
10,5,2,2,66,0,3656,25,2,2,107,0,0,0
10,5,2,3,67,0,4530,26,2,2,111,0,0,1
10,5,2,2,69,0,4670,25,2,4,101,0,0,0
10,5,2,2,77,0,9840,29,2,3,118,0,0,0
10,5,2,1,76,0,193,15,2,1,105,0,0,0
10,5,2,3,64,0,309,15,2,1,103,0,0,0
10,5,2,3,67,0,448,19,2,1,118,0,0,0
10,5,2,1,74,0,1080,19,2,3,101,0,0,1
10,5,2,1,80,0,3300,22,2,6,124,0,0,0
10,5,2,2,81,0,1584,20,2,2,117,0,0,0
10,5,2,1,70,0,2815,22,2,1,102,0,0,0
10,5,2,2,70,0,4200,24,2,1,96,0,0,1
10,5,2,2,79,0,580,17,2,4,127,0,0,0
10,5,2,1,71,0,10800,29,2,1,107,0,0,0
10,5,2,1,72,0,3579,25,2,1,100,0,0,1
10,5,2,1,80,0,2392,20,2,2,118,0,0,0
10,5,2,3,62,0,6840,28,2,1,95,0,0,0
10,5,2,3,69,0,225,16,2,3,101,0,0,0
10,5,2,1,70,0,2040,22,2,3,118,0,0,0
10,5,2,1,59,0,1308,19,2,6,103,0,0,0
10,5,2,1,67,0,5205,27,2,6,109,0,0,0
10,5,2,4,82,0,2460,23,2,1,120,0,0,0
10,5,2,2,63,0,2952,26,2,1,102,0,0,0
10,5,2,2,66,0,760,20,2,1,93,0,0,0
10,5,2,1,75,0,96,10,2,2,101,0,0,0
10,5,2,1,75,0,6800,27,2,8,126,0,0,0
10,5,2,1,65,0,480,17,2,1,107,0,0,0
10,5,2,2,83,0,1769,22,2,1,115,0,0,0
10,5,2,6,64,0,3530,23,2,4,100,0,0,0
10,5,2,1,70,0,9016,28,2,3,112,0,0,0
10,5,2,3,67,0,1080,21,2,15,121,0,0,0
10,5,2,3,55,0,1372,22,2,3,99,0,0,0
10,5,2,1,65,0,256,17,2,3,93,0,0,0
10,5,2,2,77,0,10200,27,2,1,117,0,0,0
10,5,2,1,63,0,2952,23,2,3,104,0,0,0
10,5,2,4,69,0,3480,20,2,4,118,0,0,0
10,5,2,8,62,0,12150,31,2,1,100,0,0,0
10,5,2,12,73,0,686,21,2,2,110,0,0,1
10,5,2,3,52,0,396,16,2,1,95,0,0,0
10,5,2,5,76,0,113400,36,2,5,116,0,0,4
10,5,2,9,78,0,13260,30,2,1,126,0,0,0
10,5,2,1,65,0,6240,25,2,1,110,0,0,0
10,5,2,1,82,0,4800,26,2,2,134,0,0,0
10,5,2,1,72,0,936,19,2,1,119,0,0,0
10,5,2,1,69,0,556,17,2,3,108,0,0,0
10,5,2,1,81,0,10512,26,2,1,131,0,0,0
10,5,2,12,60,0,1180,22,2,4,94,0,0,4
10,5,2,2,79,0,2996,26,2,1,123,0,0,0
10,5,2,9,69,0,2682,23,2,5,106,0,0,0
10,5,2,5,89,0,24780,33,2,4,131,0,0,0
10,5,2,3,70,0,132,10,2,1,84,0,0,1
10,5,2,1,64,0,654,16,2,2,91,0,0,2
10,5,2,1,60,0,672,16,2,2,96,0,0,0
10,5,2,3,92,0,5100,27,2,3,125,0,0,2
10,5,2,3,70,0,2004,19,2,1,113,0,0,0
10,5,2,1,72,0,210,15,2,2,106,0,0,0
10,5,2,1,70,0,18520,30,2,4,117,0,0,0
10,5,2,8,70,0,15380,30,2,1,123,0,0,0
10,5,2,3,75,0,2040,22,2,4,109,0,0,0
10,5,2,8,80,0,5496,24,2,5,113,0,0,0
10,5,2,5,80,0,4112,24,2,6,109,0,0,3
10,5,2,3,87,0,1680,21,2,3,125,0,0,0
10,5,2,1,58,0,888,21,2,3,94,0,0,0
10,5,2,1,71,0,6760,26,2,1,98,0,0,1
10,5,2,1,64,0,3800,27,2,4,109,0,0,0
10,5,2,1,65,0,21240,33,2,4,116,0,0,1
10,5,2,3,77,0,3960,25,2,7,115,0,0,0
10,5,2,5,65,0,2669,27,2,1,105,0,0,0
10,5,2,1,90,0,9720,29,2,3,128,0,0,0
10,5,2,1,73,0,2246,22,2,1,104,0,0,0
10,5,2,4,76,0,3900,26,2,3,109,0,0,1
10,5,2,1,75,0,458,16,2,1,104,0,0,0
10,5,2,2,71,0,13181,32,2,6,113,0,0,0
10,5,2,3,83,0,3020,22,2,6,117,0,0,0
10,5,2,1,62,0,574,21,2,1,109,0,0,0
10,5,2,3,72,0,624,21,2,2,109,0,0,0
10,5,2,4,81,0,930,19,2,1,120,0,0,0
10,5,2,1,70,0,3336,25,2,1,112,0,0,0
10,5,2,1,62,0,2673,24,2,2,111,0,0,0
10,5,2,1,67,0,2914,23,2,1,104,0,0,0
10,5,2,1,64,0,1080,20,2,8,109,0,0,0
10,5,2,3,63,0,1470,19,2,4,122,0,0,0
10,5,2,2,58,0,492,19,2,1,91,0,0,0
10,5,2,1,71,0,1920,20,2,1,117,0,0,0
10,5,2,3,75,0,6900,25,2,4,108,0,0,0
10,5,2,3,78,0,21480,30,2,3,118,0,0,0
10,5,2,3,72,0,5628,26,2,1,117,0,0,0
10,5,2,1,75,0,8856,29,2,1,120,0,0,0
10,5,2,6,81,0,865,23,2,1,112,0,0,0
10,5,2,3,70,0,3260,23,2,4,101,0,0,0
10,5,2,4,63,0,21000,32,2,10,113,0,0,0
10,5,2,9,76,0,336,15,2,1,105,0,0,0
10,5,2,3,79,0,4340,27,2,12,114,0,0,0
10,5,2,14,65,0,300,17,2,3,91,0,0,0
10,5,2,2,86,0,288,13,2,1,108,0,0,0
