n,|A|,|B|,|M(A)|,D_ktA,|M(A)A|,|M(B)|,D_ktB,|M(B)B|,|M(AUB)|,D_ktaub,|M(AUB)A|,|M(AUB)B|,|M(AUB)(M(A)UM(B))|
11,4,1,6,55,0,1,0,1,3,62,0,0,0
11,4,1,660,68,0,1,0,1,6,93,0,0,1
11,4,1,105,55,0,1,0,1,1,75,0,0,0
11,4,1,2,63,0,1,0,1,1,74,0,0,0
11,4,1,126,67,0,1,0,1,1,80,0,0,1
11,4,1,615,75,0,1,0,1,27,100,0,0,0
11,4,1,448,65,1,1,0,1,4,85,0,0,1
11,4,1,150,70,0,1,0,1,2,99,0,0,0
11,4,1,40,73,0,1,0,1,6,92,0,0,2
11,4,1,282,63,0,1,0,1,1,74,0,0,0
11,4,1,237,79,0,1,0,1,1,98,0,0,0
11,4,1,36,51,0,1,0,1,5,73,0,0,1
11,4,1,616,66,1,1,0,1,2,87,0,0,1
11,4,1,284,74,0,1,0,1,1,100,0,0,0
11,4,1,12,56,0,1,0,1,3,69,0,0,1
11,4,1,16,54,0,1,0,1,1,90,0,0,1
11,4,1,260,79,0,1,0,1,1,107,0,0,0
11,4,1,482,66,0,1,0,1,1,92,0,0,1
11,4,1,111,62,0,1,0,1,2,91,0,0,0
11,4,1,510,82,0,1,0,1,1,105,0,0,0
11,4,1,142,54,0,1,0,1,2,85,0,0,1
11,4,1,32,65,1,1,0,1,2,96,0,0,0
11,4,1,975,73,0,1,0,1,3,86,0,0,0
11,4,1,96,54,0,1,0,1,1,74,0,0,0
11,4,1,84,56,0,1,0,1,3,71,0,0,2
11,4,1,253,66,0,1,0,1,6,87,0,0,2
11,4,1,236,56,0,1,0,1,6,81,0,0,2
11,4,1,25,43,0,1,0,1,1,65,0,0,1
11,4,1,63,62,0,1,0,1,1,80,0,0,0
11,4,1,430,67,0,1,0,1,3,92,0,0,1
11,4,1,54,53,0,1,0,1,3,78,0,0,1
11,4,1,756,72,0,1,0,1,16,101,0,0,0
11,4,1,166,61,0,1,0,1,3,89,0,0,0
11,4,1,2366,82,0,1,0,1,13,107,0,0,0
11,4,1,1190,80,0,1,0,1,1,88,0,0,1
11,4,1,226,84,0,1,0,1,1,100,0,0,0
11,4,1,834,65,0,1,0,1,1,81,0,0,0
11,4,1,2268,78,0,1,0,1,1,94,0,0,0
11,4,1,318,59,1,1,0,1,8,79,0,0,1
11,4,1,144,52,1,1,0,1,4,73,0,0,2
11,4,1,1738,72,0,1,0,1,1,92,0,0,0
11,4,1,1136,61,0,1,0,1,4,77,0,0,2
11,4,1,184,65,0,1,0,1,2,86,0,0,1
11,4,1,28,55,0,1,0,1,1,77,0,0,1
11,4,1,1440,79,0,1,0,1,1,104,0,0,0
11,4,1,50,69,0,1,0,1,4,85,0,0,1
11,4,1,184,66,0,1,0,1,1,87,0,0,1
11,4,1,1201,69,0,1,0,1,1,78,0,0,0
11,4,1,1440,65,0,1,0,1,1,84,0,0,1
11,4,1,183,73,0,1,0,1,1,94,0,0,0
11,4,1,693,63,0,1,0,1,1,80,0,0,1
11,4,1,87,72,0,1,0,1,2,88,0,0,0
11,4,1,2340,76,0,1,0,1,3,94,0,0,2
11,4,1,48,50,0,1,0,1,2,76,0,0,0
11,4,1,552,65,0,1,0,1,4,73,0,0,1
11,4,1,20,62,0,1,0,1,2,75,0,0,0
11,4,1,63,60,0,1,0,1,7,79,0,0,0
11,4,1,64,67,0,1,0,1,4,92,0,0,0
11,4,1,204,61,0,1,0,1,3,79,0,0,2
11,4,1,80,70,0,1,0,1,4,85,0,0,0
11,4,1,1047,85,0,1,0,1,1,93,0,0,1
11,4,1,198,65,0,1,0,1,2,89,0,0,0
11,4,1,340,63,0,1,0,1,2,82,0,0,2
11,4,1,2232,78,0,1,0,1,1,94,0,0,1
11,4,1,79,65,0,1,0,1,1,90,0,0,0
11,4,1,160,65,0,1,0,1,1,78,0,0,1
11,4,1,306,80,0,1,0,1,4,93,0,0,0
11,4,1,330,69,0,1,0,1,1,84,0,0,1
11,4,1,848,66,0,1,0,1,3,78,0,0,2
11,4,1,5670,66,0,1,0,1,2,83,0,0,0
11,4,1,6,62,0,1,0,1,1,90,0,0,0
11,4,1,20,57,0,1,0,1,3,73,0,0,0
11,4,1,28,67,0,1,0,1,3,88,0,0,0
11,4,1,24,52,0,1,0,1,2,77,0,0,0
11,4,1,16,54,0,1,0,1,3,76,0,0,1
11,4,1,5,69,0,1,0,1,1,89,0,0,1
11,4,1,34,61,0,1,0,1,6,90,0,0,0
11,4,1,160,63,0,1,0,1,15,83,0,0,0
11,4,1,10,67,0,1,0,1,9,83,0,0,0
11,4,1,174,67,1,1,0,1,1,81,0,0,1
11,4,1,316,64,0,1,0,1,2,92,0,0,2
11,4,1,2,62,0,1,0,1,2,78,0,0,0
11,4,1,1105,84,0,1,0,1,1,96,0,0,0
11,4,1,300,69,0,1,0,1,5,95,0,0,0
11,4,1,264,73,1,1,0,1,7,102,0,0,1
11,4,1,81,75,0,1,0,1,1,82,0,0,1
11,4,1,3888,74,0,1,0,1,1,86,0,0,1
11,4,1,551,73,0,1,0,1,4,91,0,0,0
11,4,1,23,65,0,1,0,1,10,93,0,0,1
11,4,1,336,48,0,1,0,1,1,67,0,0,1
11,4,1,504,56,0,1,0,1,1,77,0,0,0
11,4,1,116,72,0,1,0,1,2,101,0,0,1
11,4,1,65,73,0,1,0,1,1,89,0,0,0
11,4,1,474,72,0,1,0,1,3,96,0,0,1
11,4,1,268,68,0,1,0,1,3,84,0,0,1
11,4,1,135,61,0,1,0,1,1,92,0,0,1
11,4,1,234,68,0,1,0,1,5,84,0,0,1
11,4,1,26,57,0,1,0,1,1,73,0,0,1
11,4,1,65,79,0,1,0,1,3,101,0,0,0
11,4,1,523,59,0,1,0,1,1,75,0,0,1
