n,|M(A)|,D_ktA,|M(A)A|,|M(B)|,D_ktB,|M(B)B|,|M(AUB)|,|M(AUB)A|,|M(AUB)B|,|M(AUB)(M(A)UM(B))|
14,201,56,0,201,75,0,201,0,0,0
14,280,73,0,280,56,0,280,0,0,0
14,144,63,0,144,25,0,144,0,0,0
14,48,47,0,48,48,0,48,0,0,0
