n,|M(A)|,|M(A)A|,|M(B)|,|M(B)B|,|M(AUB)|,|M(AUB)A|,|M(AUB)B|,|M(AUB)(M(A)UM(B))
11,20,0,20,0,20,0,0,0
11,16,0,16,0,16,0,0,0
11,1,0,1,0,1,0,0,0
11,6,0,6,0,6,0,0,0
11,8,0,8,0,8,0,1,2
11,9,0,9,0,9,0,0,0
11,12,0,12,0,12,0,0,1
11,5,0,5,0,5,0,0,0
11,24,0,24,0,24,0,0,0
11,3,0,3,0,3,0,0,0
11,9,0,9,0,9,0,0,0
11,2,0,2,0,2,0,0,0
11,55,0,55,0,55,0,0,2
11,6,0,6,1,6,0,1,1
11,12,0,12,0,12,0,0,0
11,4,0,4,0,4,0,0,0
11,2,0,2,0,2,0,0,0
11,10,0,10,0,10,0,0,0
11,12,0,12,0,12,0,0,0
11,4,0,4,1,4,1,0,0
11,12,0,12,0,12,0,0,0
11,2,0,2,0,2,0,0,0
11,1,0,1,0,1,0,0,0
11,5,0,5,0,5,0,0,0
11,40,0,40,0,40,0,0,0
11,20,0,20,0,20,0,0,0
11,36,0,36,0,36,1,0,0
11,3,0,3,0,3,0,0,0
11,27,0,27,1,27,0,0,0
11,36,0,36,0,36,0,0,0
11,2,0,2,0,2,0,0,1
11,8,0,8,0,8,1,0,0
11,1,0,1,1,1,0,0,0
11,6,0,6,0,6,0,0,1
11,26,0,26,0,26,0,0,0
11,2,0,2,0,2,0,1,0
11,13,0,13,0,13,0,0,1
11,9,0,9,1,9,0,0,0
11,10,0,10,0,10,0,1,0
11,60,0,60,0,60,0,0,0
11,32,0,32,1,32,0,1,1
11,4,0,4,0,4,0,0,0
11,3,0,3,0,3,0,0,0
11,18,0,18,0,18,0,0,2
11,12,0,12,0,12,0,0,1
11,8,0,8,0,8,0,0,0
11,1,0,1,1,1,0,0,0
11,18,0,18,0,18,0,0,0
11,36,0,36,0,36,0,0,0
11,16,0,16,0,16,0,0,0
