n,|M(A)|,|M(A)A|,|M(B)|,|M(B)B|,|M(AUB)|,|M(AUB)A|,|M(AUB)B|,|M(AUB)(M(A)UM(B))
15,12,0,12,0,12,0,0,0
15,4,0,4,0,4,1,0,0
15,18,0,18,0,18,0,0,1
15,2,0,2,0,2,0,0,0
15,16,0,16,0,16,0,1,1
15,4,0,4,0,4,1,0,0
15,4,0,4,0,4,0,0,0
15,12,0,12,0,12,1,0,0
15,96,0,96,0,96,0,0,0
15,5,0,5,0,5,0,0,0
15,144,0,144,0,144,0,0,0
15,8,0,8,0,8,0,0,0
15,2,0,2,0,2,0,0,0
15,32,0,32,0,32,0,0,0
15,32,0,32,0,32,0,0,1
15,1,0,1,0,1,0,0,0
15,12,0,12,0,12,0,0,0
15,30,0,30,0,30,0,0,0
15,54,0,54,0,54,0,0,2
15,18,0,18,0,18,1,0,0
15,24,0,24,0,24,0,0,0
15,1,0,1,0,1,0,0,0
15,6,0,6,0,6,0,0,0
15,16,0,16,0,16,0,0,1
15,2,0,2,0,2,0,0,0
15,288,0,288,0,288,0,0,1
15,6,0,6,0,6,0,0,0
15,2,0,2,0,2,0,1,0
15,4,0,4,0,4,0,0,0
15,3,0,3,0,3,0,0,0
15,6,0,6,0,6,0,0,0
15,1,0,1,0,1,0,0,0
15,12,0,12,0,12,0,0,1
15,48,0,48,0,48,0,0,0
15,2,0,2,0,2,1,1,0
15,108,0,108,0,108,0,0,0
15,8,0,8,0,8,0,0,0
15,2,0,2,0,2,0,0,0
15,4,0,4,0,4,0,0,0
15,12,0,12,0,12,0,0,0
15,36,0,36,0,36,0,0,0
15,8,0,8,0,8,0,0,0
15,21,0,21,0,21,0,0,0
15,18,0,18,0,18,0,0,0
15,8,0,8,0,8,0,0,0
15,5,0,5,0,5,0,0,0
15,12,0,12,0,12,0,0,0
15,5,0,5,0,5,0,0,0
15,96,0,96,0,96,0,0,0
15,8,0,8,0,8,0,0,0
