n,|M(A)|,|M(A)A|,|M(B)|,|M(B)B|,|M(AUB)|,|M(AUB)A|,|M(AUB)B|,|M(AUB)(M(A)UM(B))|
13,12,0,12,0,12,0,0,1,
13,12,0,12,0,12,0,1,1,
13,9,0,9,1,9,0,0,0,
13,24,0,24,0,24,0,0,1,
13,6,0,6,0,6,0,0,0,
13,6,0,6,0,6,0,0,0,
13,2,0,2,1,2,0,0,0,
13,2,0,2,0,2,0,0,0,
13,36,0,36,0,36,0,1,1,
13,96,0,96,0,96,0,0,1,
13,8,0,8,0,8,0,0,0,
13,2,0,2,0,2,0,0,0,
13,8,0,8,0,8,0,0,1,
13,192,0,192,0,192,1,0,0,
13,6,0,6,0,6,0,0,0,
13,2,0,2,0,2,0,0,0,
13,4,0,4,0,4,0,0,0,
13,12,0,12,0,12,0,0,0,
13,2,0,2,0,2,0,0,0,
13,6,0,6,0,6,1,0,0,
13,12,0,12,0,12,0,0,1,
13,32,0,32,0,32,0,0,0,
13,2,0,2,0,2,0,0,1,
13,15,0,15,0,15,0,0,0,
13,36,0,36,0,36,0,0,0,
13,16,0,16,0,16,0,0,1,
13,24,0,24,0,24,0,0,0,
13,10,0,10,0,10,0,0,0,
13,6,0,6,0,6,1,0,0,
13,18,0,18,0,18,0,0,0,
13,40,0,40,0,40,0,0,0,
13,288,0,288,0,288,1,0,0,
13,4,0,4,0,4,1,0,0,
13,12,0,12,0,12,0,0,0,
13,6,0,6,0,6,0,0,1,
13,8,0,8,0,8,1,1,1,
13,16,0,16,0,16,0,0,0,
13,8,0,8,0,8,0,0,0,
13,24,0,24,0,24,0,0,0,
13,156,0,156,0,156,1,0,0,
13,48,0,48,0,48,0,0,0,
13,13,0,13,0,13,0,0,0,
13,18,0,18,0,18,0,0,0,
13,168,0,168,0,168,0,0,0,
13,6,0,6,0,6,0,0,0,
13,3,0,3,1,3,0,0,0,
13,8,0,8,0,8,0,0,0,
13,3,0,3,0,3,0,0,1,
13,16,0,16,0,16,1,0,0,
13,6,0,6,0,6,0,0,0,
