n,|M(A)|,|M(A)A|,|M(B)|,|M(B)B|,|M(AUB)|,|M(AUB)A|,|M(AUB)B|,|M(AUB)(M(A)UM(B))
13,4,0,4,0,4,0,0,1
13,16,0,16,0,16,0,0,4
13,48,0,48,0,48,0,1,0
13,1,0,1,0,1,0,0,0
13,1,0,1,0,1,0,0,0
13,8,0,8,1,8,0,1,1
13,2,0,2,0,2,0,0,1
13,2,0,2,0,2,0,0,1
13,6,0,6,0,6,0,0,1
13,2,0,2,0,2,0,0,2
13,4,0,4,0,4,0,0,0
13,22,0,22,0,22,0,0,4
13,2,0,2,1,2,0,1,2
13,6,0,6,1,6,0,1,4
13,8,0,8,0,8,0,0,8
13,3,0,3,1,3,0,1,3
13,3,0,3,0,3,0,0,0
13,3,0,3,0,3,0,0,0
13,8,0,8,0,8,0,0,2
13,6,0,6,0,6,1,0,4
13,2,0,2,0,2,0,0,2
13,16,0,16,0,16,0,0,0
13,96,0,96,0,96,0,0,2
13,4,0,4,0,4,0,0,2
13,4,0,4,1,4,0,0,4
13,6,0,6,0,6,0,0,2
13,6,0,6,0,6,0,0,0
13,2,0,2,2,2,0,1,2
13,1,0,1,0,1,0,0,0
13,1,0,1,0,1,0,0,1
13,2,0,2,0,2,0,0,0
13,18,0,18,1,18,0,0,3
13,2,0,2,1,2,1,0,0
13,18,0,18,0,18,0,0,6
13,3,0,3,0,3,0,0,0
13,10,0,10,0,10,0,0,2
13,9,0,9,0,9,0,0,3
13,8,0,8,1,8,1,1,2
13,8,0,8,1,8,0,1,4
13,4,0,4,0,4,0,0,2
13,1,1,1,1,1,0,0,1
13,9,0,9,0,9,0,0,0
13,3,0,3,0,3,0,0,3
13,12,0,12,0,12,0,0,4
13,6,0,6,0,6,1,0,2
13,80,0,80,1,80,0,0,0
13,4,0,4,0,4,0,0,0
13,1,0,1,1,1,0,0,0
13,18,0,18,1,18,0,1,6
13,8,0,8,0,8,0,0,0
