n,|M(A)|,|M(A)A|,|M(B)|,|M(B)B|,|M(AUB)|,|M(AUB)A|,|M(AUB)B|,|M(AUB)(M(A)UM(B))|
13,16,0,16,0,16,0,0,0,
13,84,0,84,0,84,0,0,0,
13,6,0,6,0,6,0,0,0,
13,18,0,18,0,18,0,0,1,
13,1,1,1,1,1,0,0,0,
13,2,0,2,0,2,0,0,0,
13,36,0,36,0,36,0,0,0,
13,2,0,2,0,2,0,0,1,
13,1,0,1,0,1,0,0,0,
13,24,0,24,1,24,0,1,1,
13,48,0,48,0,48,0,0,0,
13,4,0,4,0,4,0,0,0,
13,1,0,1,0,1,0,0,0,
13,2,0,2,0,2,0,0,0,
13,21,0,21,0,21,0,0,0,
13,20,0,20,0,20,0,0,0,
13,6,0,6,0,6,0,0,0,
13,15,0,15,0,15,0,0,0,
13,12,0,12,0,12,0,0,1,
13,36,0,36,0,36,0,0,0,
13,1,0,1,0,1,0,0,0,
13,72,0,72,0,72,0,0,1,
13,48,0,48,0,48,0,0,0,
13,12,0,12,0,12,0,0,0,
13,8,0,8,0,8,0,0,0,
13,4,0,4,0,4,0,0,0,
13,2,0,2,0,2,0,0,0,
13,6,0,6,0,6,0,0,0,
13,6,0,6,0,6,0,0,0,
13,12,0,12,0,12,0,0,0,
13,6,0,6,0,6,0,0,0,
13,3,0,3,0,3,0,0,0,
13,3,0,3,0,3,0,0,0,
13,12,0,12,0,12,0,1,1,
13,8,0,8,0,8,1,1,1,
13,2,0,2,0,2,0,0,0,
13,120,0,120,0,120,0,0,0,
13,32,0,32,0,32,0,0,0,
13,6,0,6,0,6,0,0,0,
13,6,0,6,0,6,0,0,0,
13,9,0,9,1,9,0,0,0,
13,40,0,40,0,40,0,0,0,
13,3,0,3,0,3,0,0,0,
13,300,0,300,0,300,0,0,2,
13,12,0,12,0,12,0,0,0,
13,24,0,24,0,24,0,0,1,
13,16,0,16,0,16,0,0,0,
13,12,0,12,0,12,0,0,1,
13,7,0,7,0,7,0,0,0,
13,9,0,9,0,9,0,0,1,
