n,|M(A)|,|M(A)A|,|M(B)|,|M(B)B|,|M(AUB)|,|M(AUB)A|,|M(AUB)B|,|M(AUB)(M(A)UM(B))
13,6,0,6,0,6,1,0,0
13,60,0,60,0,60,0,0,0
13,20,0,20,0,20,1,0,0
13,8,0,8,0,8,0,0,0
13,72,0,72,0,72,0,0,0
13,18,0,18,0,18,0,0,1
13,36,0,36,0,36,0,0,0
13,54,0,54,0,54,0,0,0
13,12,0,12,0,12,0,0,1
13,10,0,10,0,10,0,0,0
13,14,0,14,0,14,1,0,0
13,12,0,12,0,12,0,0,1
13,9,0,9,1,9,1,0,0
13,60,0,60,0,60,0,0,0
13,4,0,4,0,4,0,0,1
13,6,0,6,0,6,0,0,0
13,6,0,6,0,6,0,0,0
13,32,0,32,0,32,0,0,0
13,16,0,16,0,16,0,0,0
13,9,0,9,0,9,0,0,0
13,6,0,6,0,6,0,0,0
13,60,0,60,0,60,1,0,0
13,2,0,2,0,2,0,0,0
13,8,0,8,0,8,0,0,0
13,8,0,8,0,8,0,0,0
13,5,0,5,0,5,0,0,0
13,300,0,300,0,300,0,0,1
13,18,0,18,0,18,0,0,0
13,8,0,8,0,8,0,0,0
13,8,0,8,0,8,0,0,0
13,12,0,12,0,12,0,0,0
13,6,0,6,0,6,0,0,0
13,2,0,2,0,2,0,0,0
13,2,0,2,0,2,1,0,0
13,6,0,6,0,6,0,0,0
13,4,0,4,0,4,0,0,1
13,12,0,12,0,12,0,0,1
13,4,0,4,1,4,1,0,0
13,24,0,24,1,24,0,0,0
13,8,0,8,0,8,0,0,0
13,64,0,64,0,64,0,0,0
13,10,0,10,0,10,1,0,0
13,3,0,3,1,3,0,1,1
13,6,0,6,0,6,0,0,0
13,1,0,1,0,1,0,0,0
13,7,0,7,0,7,0,0,0
13,10,0,10,1,10,0,0,0
13,6,0,6,0,6,0,0,0
13,42,0,42,1,42,0,1,1
13,80,0,80,0,80,0,0,1
