n,|M(A)|,|M(A)A|,|M(B)|,|M(B)B|,|M(AUB)|,|M(AUB)A|,|M(AUB)B|,|M(AUB)(M(A)UM(B))
15,8,0,8,0,8,0,0,4
15,2,0,2,0,2,0,0,0
15,1,0,1,1,1,0,1,1
15,4,0,4,0,4,0,0,1
15,1,0,1,2,1,0,0,1
15,2,0,2,0,2,0,0,0
15,4,0,4,0,4,0,0,2
15,1,0,1,1,1,0,0,0
15,4,0,4,0,4,0,0,0
15,2,0,2,0,2,0,1,0
15,6,0,6,1,6,0,0,0
15,12,0,12,0,12,0,0,1
15,6,0,6,0,6,1,0,4
15,12,0,12,0,12,0,0,1
15,8,0,8,1,8,0,0,4
15,4,0,4,0,4,0,0,0
15,4,0,4,0,4,0,0,0
15,2,0,2,0,2,0,0,0
15,12,0,12,0,12,0,0,1
15,4,0,4,0,4,0,0,0
15,2,0,2,0,2,0,0,0
15,2,0,2,0,2,0,0,0
15,2,0,2,1,2,1,0,1
15,8,0,8,0,8,0,0,2
15,4,0,4,0,4,0,1,2
15,2,0,2,0,2,0,0,1
15,8,0,8,0,8,0,0,0
15,2,0,2,0,2,0,0,0
15,1,0,1,0,1,0,0,0
15,20,0,20,0,20,0,0,2
15,8,0,8,0,8,0,0,0
15,1,0,1,0,1,0,0,0
15,2,0,2,1,2,0,1,2
15,2,0,2,0,2,1,0,0
15,4,0,4,0,4,0,0,1
15,6,0,6,0,6,0,0,1
15,2,0,2,0,2,0,0,0
15,16,0,16,0,16,0,0,0
15,4,0,4,0,4,0,0,0
15,4,0,4,0,4,0,0,0
15,12,0,12,0,12,0,0,3
15,4,0,4,1,4,0,1,4
15,16,0,16,0,16,0,0,0
15,1,0,1,0,1,0,0,0
15,2,0,2,1,2,0,1,2
15,1,0,1,0,1,0,0,1
15,6,0,6,0,6,0,0,4
15,12,0,12,0,12,0,0,2
15,2,0,2,1,2,0,1,1
15,8,0,8,0,8,0,0,0
