n,|M(A)|,|M(A)A|,|M(B)|,|M(B)B|,|M(AUB)|,|M(AUB)A|,|M(AUB)B|,|M(AUB)(M(A)UM(B))
10,24,0,24,0,24,0,0,1
10,3,0,3,0,3,0,0,0
10,2,0,2,0,2,0,0,0
10,10,0,10,0,10,1,0,0
10,5,0,5,1,5,0,0,0
10,8,0,8,0,8,0,0,1
10,3,0,3,0,3,0,0,0
10,8,0,8,0,8,0,0,0
10,2,0,2,0,2,0,1,1
10,1,0,1,0,1,0,0,1
10,48,0,48,0,48,0,0,0
10,18,0,18,0,18,0,1,2
10,4,0,4,0,4,0,0,0
10,42,0,42,0,42,0,1,0
10,16,0,16,0,16,0,0,0
10,8,0,8,0,8,1,0,0
10,8,0,8,0,8,0,0,0
10,3,0,3,0,3,0,0,0
10,4,0,4,0,4,0,0,1
10,70,0,70,0,70,0,0,0
10,24,0,24,1,24,0,0,0
10,3,0,3,0,3,1,0,0
10,2,0,2,1,2,0,0,0
10,38,0,38,0,38,0,0,0
10,6,0,6,0,6,0,0,0
10,3,0,3,1,3,0,0,0
10,8,0,8,0,8,0,0,1
10,2,0,2,1,2,0,1,1
10,4,0,4,0,4,0,0,0
10,16,0,16,0,16,0,0,0
10,2,0,2,0,2,0,0,0
10,6,0,6,0,6,1,0,0
10,16,0,16,0,16,1,0,0
10,12,0,12,0,12,0,1,1
10,12,0,12,0,12,0,0,0
10,24,0,24,0,24,1,0,0
10,1,0,1,0,1,1,0,0
10,16,0,16,0,16,1,0,0
10,7,0,7,0,7,0,0,1
10,6,0,6,1,6,0,0,0
10,25,0,25,0,25,0,0,0
10,2,0,2,0,2,0,1,0
10,44,0,44,0,44,0,0,0
10,6,0,6,0,6,0,0,0
10,12,0,12,0,12,0,0,1
10,6,0,6,0,6,1,0,0
10,6,0,6,0,6,0,0,0
10,4,0,4,1,4,1,0,0
10,4,0,4,0,4,0,0,1
10,4,0,4,1,4,0,1,1
