n,|M(A)|,D_ktA,|M(A)A|,|M(B)|,D_ktB,|M(B)B|,|M(AUB)|,|M(AUB)A|,|M(AUB)B|,|M(AUB)(M(A)UM(B))|
8,4,68,0,4,56,0,4,0,0,0
8,19,66,0,19,67,0,19,0,0,2
8,1,52,0,1,56,0,1,0,0,1
8,3,45,0,3,58,0,3,0,0,0
8,2,53,0,2,66,0,2,0,0,0
8,4,64,0,4,59,1,4,0,0,0
8,16,58,0,16,61,1,16,0,0,2
8,12,59,0,12,59,0,12,0,1,0
8,2,59,0,2,52,1,2,0,0,0
8,6,50,0,6,65,0,6,0,0,0
8,4,58,0,4,42,0,4,0,0,0
8,2,56,0,2,46,1,2,0,0,0
8,3,47,0,3,58,0,3,0,0,0
8,3,49,0,3,40,0,3,0,0,0
8,8,57,0,8,64,0,8,0,0,0
8,1,65,0,1,49,0,1,0,0,0
8,4,60,0,4,70,0,4,0,0,0
8,2,68,0,2,57,0,2,0,0,1
8,13,61,0,13,56,0,13,0,0,0
8,12,50,0,12,60,0,12,1,0,0
8,1,62,0,1,57,0,1,0,0,0
8,2,61,0,2,56,0,2,0,0,0
8,2,67,0,2,45,0,2,0,0,1
8,2,48,0,2,62,0,2,0,0,0
8,1,57,0,1,59,0,1,0,0,1
8,16,57,0,16,59,0,16,0,1,0
8,6,52,0,6,64,0,6,0,0,0
8,57,56,0,57,53,0,57,0,0,2
8,6,59,0,6,49,0,6,0,0,6
8,20,48,0,20,63,0,20,0,0,0
8,1,52,0,1,50,0,1,0,0,0
8,7,63,0,7,56,0,7,0,0,0
8,2,61,0,2,59,0,2,0,0,1
8,2,59,0,2,58,0,2,0,0,0
8,7,60,0,7,51,0,7,0,0,0
8,7,48,0,7,62,0,7,0,0,0
8,12,44,0,12,54,0,12,0,0,0
8,1,57,0,1,58,1,1,0,0,0
8,5,59,1,5,58,0,5,1,0,2
8,8,44,0,8,61,0,8,1,0,0
8,24,49,0,24,40,0,24,0,0,0
8,8,63,0,8,62,0,8,1,0,0
8,3,60,0,3,58,0,3,0,0,0
8,3,58,0,3,42,0,3,0,0,0
8,18,61,0,18,63,0,18,0,0,0
8,7,64,0,7,68,0,7,0,0,0
8,12,59,0,12,51,2,12,0,0,1
8,1,57,0,1,50,0,1,0,0,0
8,6,62,0,6,63,0,6,0,0,1
8,28,58,0,28,62,1,28,0,0,0
8,6,54,0,6,72,1,6,0,0,0
8,1,56,0,1,46,0,1,0,0,0
8,1,59,0,1,54,0,1,0,0,0
8,3,36,0,3,67,0,3,0,0,0
8,14,64,0,14,52,0,14,0,0,2
8,24,42,0,24,57,0,24,0,0,0
8,2,60,0,2,61,1,2,0,0,0
8,13,59,0,13,48,0,13,0,0,0
8,60,63,0,60,50,0,60,0,0,0
8,1,55,0,1,61,0,1,0,0,0
8,11,52,0,11,66,0,11,0,0,0
8,1,54,0,1,65,1,1,0,0,1
8,19,57,0,19,58,0,19,0,0,0
8,1,61,0,1,56,0,1,0,0,0
8,5,52,0,5,65,1,5,0,0,0
8,10,54,0,10,50,0,10,0,0,0
8,3,58,0,3,43,1,3,0,0,0
8,5,53,0,5,54,1,5,0,0,0
8,4,53,0,4,55,0,4,0,0,0
8,4,51,0,4,56,0,4,0,0,0
8,3,52,0,3,50,0,3,0,0,0
8,3,70,0,3,59,0,3,0,0,0
8,3,57,0,3,58,0,3,0,0,0
8,4,56,0,4,59,0,4,0,0,0
8,1,71,0,1,59,0,1,0,0,1
8,18,55,0,18,58,0,18,0,0,0
8,1,64,0,1,52,0,1,0,0,0
8,3,50,0,3,69,0,3,0,0,0
8,3,70,0,3,54,0,3,0,0,0
8,5,54,0,5,66,0,5,0,0,0
8,7,57,0,7,65,1,7,0,0,0
8,4,60,0,4,51,1,4,0,0,0
8,20,71,0,20,52,0,20,0,0,0
8,4,53,0,4,58,0,4,0,0,4
8,3,53,0,3,60,0,3,0,0,0
8,22,46,0,22,60,1,22,0,0,0
8,5,54,0,5,65,1,5,0,0,0
8,8,55,0,8,48,0,8,0,0,0
8,4,58,0,4,68,1,4,0,0,0
8,3,58,0,3,52,1,3,0,0,3
8,10,46,1,10,67,1,10,0,0,0
8,9,65,0,9,56,1,9,0,0,1
8,25,67,0,25,53,0,25,0,0,0
8,4,61,0,4,67,0,4,0,0,2
8,6,60,0,6,55,0,6,0,0,1
8,2,58,0,2,43,0,2,0,0,0
8,1,51,0,1,58,0,1,0,0,0
8,1,71,0,1,64,0,1,0,0,0
8,6,64,0,6,51,0,6,0,0,0
8,10,50,0,10,43,0,10,0,0,0
