n,|M(A)|,D_ktA,|M(A)A|,|M(B)|,D_ktB,|M(B)B|,|M(AUB)|,|M(AUB)A|,|M(AUB)B|,|M(AUB)(M(A)UM(B))|
9,6,52,0,6,65,0,6,0,0,0
9,63,49,0,63,59,0,63,0,0,0
9,20,63,0,20,55,0,20,0,0,0
9,5,61,0,5,54,0,5,0,0,0
9,75,59,0,75,59,0,75,0,1,0
9,16,67,0,16,67,0,16,0,0,0
9,8,49,0,8,44,0,8,0,0,0
9,18,64,0,18,63,0,18,0,0,0
9,17,48,0,17,60,0,17,0,0,0
9,4,48,0,4,71,0,4,0,0,0
9,17,57,0,17,52,0,17,0,0,0
9,11,64,0,11,61,0,11,0,0,0
9,40,70,0,40,60,0,40,0,0,1
9,4,52,0,4,65,0,4,0,0,0
9,6,50,0,6,65,0,6,0,0,0
9,60,64,0,60,52,0,60,0,0,0
9,5,58,0,5,65,0,5,0,0,0
9,16,66,0,16,69,0,16,0,0,0
9,8,60,0,8,44,0,8,0,0,0
9,36,53,0,36,60,0,36,0,0,0
9,18,54,0,18,54,0,18,0,0,0
9,12,54,0,12,55,0,12,0,0,0
9,27,64,0,27,72,0,27,0,0,0
9,6,68,0,6,61,0,6,0,0,0
9,7,71,0,7,60,0,7,0,0,0
9,36,55,0,36,63,0,36,0,0,0
9,33,69,0,33,60,0,33,0,0,1
9,30,64,0,30,62,0,30,0,0,0
9,4,65,0,4,67,0,4,0,0,0
9,5,47,0,5,54,0,5,0,0,0
9,10,60,0,10,62,0,10,0,0,0
9,3,53,0,3,55,0,3,0,0,0
9,55,59,0,55,71,0,55,1,0,0
9,5,64,0,5,55,0,5,0,0,0
9,18,61,0,18,55,0,18,0,0,0
9,3,56,0,3,65,0,3,0,0,0
9,9,50,0,9,56,0,9,0,0,0
9,3,65,0,3,66,0,3,0,0,0
9,18,69,0,18,60,0,18,0,0,0
9,3,52,0,3,61,0,3,0,0,0
9,33,56,0,33,61,0,33,0,0,0
9,18,55,0,18,59,1,18,0,0,0
9,16,60,0,16,60,0,16,0,0,0
9,19,58,0,19,46,0,19,0,0,0
9,6,57,0,6,52,0,6,0,0,0
9,52,49,0,52,59,0,52,0,0,0
9,2,55,0,2,53,0,2,0,0,0
9,5,66,0,5,69,0,5,0,0,0
9,8,49,0,8,64,0,8,0,0,0
9,14,62,0,14,52,0,14,0,0,0
9,33,66,0,33,65,0,33,0,0,1
9,12,58,0,12,64,0,12,0,0,0
9,6,71,0,6,51,1,6,0,0,0
9,10,55,0,10,62,0,10,0,0,0
9,4,55,0,4,63,0,4,0,0,0
9,1,54,0,1,70,0,1,0,0,0
9,51,54,0,51,62,0,51,0,0,0
9,4,51,0,4,55,0,4,0,0,0
9,1,62,0,1,56,0,1,0,0,0
9,14,65,0,14,59,0,14,0,0,1
9,14,55,0,14,64,0,14,0,0,0
9,26,64,0,26,51,0,26,0,0,0
9,32,53,0,32,57,0,32,0,0,0
9,30,49,0,30,66,0,30,0,0,0
9,10,62,0,10,63,0,10,0,0,0
9,2,59,0,2,58,0,2,0,0,0
9,25,72,0,25,56,0,25,0,0,0
9,24,55,0,24,73,0,24,0,0,0
9,9,65,0,9,50,0,9,0,0,0
9,10,77,0,10,61,0,10,0,0,1
9,2,55,0,2,68,0,2,0,0,0
9,49,59,0,49,55,0,49,0,0,0
9,16,55,0,16,65,0,16,0,0,0
9,10,66,0,10,52,0,10,0,0,0
9,5,66,0,5,51,0,5,0,0,0
9,12,64,0,12,62,0,12,0,0,0
9,5,48,0,5,52,0,5,0,0,0
9,20,69,0,20,61,0,20,0,0,0
9,66,54,0,66,57,0,66,0,0,0
9,6,63,0,6,68,0,6,0,0,0
9,5,61,0,5,59,0,5,0,0,0
9,2,51,0,2,63,0,2,0,0,0
9,8,61,0,8,46,1,8,0,1,0
9,6,47,0,6,47,0,6,0,0,0
9,8,67,0,8,64,0,8,0,0,1
9,14,57,0,14,50,0,14,0,0,0
9,4,58,0,4,48,0,4,0,0,0
9,5,63,0,5,68,0,5,0,0,0
9,4,65,0,4,61,0,4,0,0,0
9,6,60,0,6,44,0,6,0,0,0
9,3,56,0,3,57,0,3,0,0,0
9,30,47,0,30,53,0,30,0,0,0
9,77,66,0,77,59,0,77,0,0,0
9,9,64,0,9,60,0,9,0,0,0
9,12,65,0,12,50,0,12,0,0,0
9,10,66,0,10,58,0,10,0,0,1
9,45,59,0,45,54,0,45,0,0,0
9,5,57,0,5,51,0,5,0,0,0
9,115,57,0,115,74,0,115,0,0,0
9,3,49,0,3,72,1,3,0,0,0
