n,|M(A)|,D_ktA,|M(A)A|,|M(B)|,D_ktB,|M(B)B|,|M(AUB)|,|M(AUB)A|,|M(AUB)B|,|M(AUB)(M(A)UM(B))|
5,4,10,0,4,8,0,4,0,1,0
5,3,7,0,3,6,1,3,0,1,0
5,6,9,0,6,10,2,6,1,1,1
5,2,10,0,2,8,1,2,0,1,1
5,3,8,0,3,6,1,3,1,1,1
5,1,7,0,1,5,2,1,0,1,0
5,3,9,0,3,3,1,3,0,2,1
5,8,8,0,8,9,0,8,0,0,0
5,1,8,1,1,8,2,1,1,0,0
5,2,9,0,2,6,1,2,0,1,1
5,5,4,0,5,8,1,5,1,0,0
5,3,5,0,3,8,1,3,0,0,0
5,20,11,0,20,11,1,20,2,1,3
5,3,8,0,3,9,1,3,0,0,0
5,2,7,0,2,11,0,2,0,0,0
5,14,5,0,14,5,0,14,1,1,0
5,3,5,0,3,9,1,3,1,0,0
5,6,8,0,6,8,1,6,1,1,1
5,2,10,0,2,11,1,2,0,1,1
5,5,7,0,5,9,0,5,0,0,2
5,3,6,0,3,4,1,3,0,2,1
5,24,9,0,24,10,0,24,2,1,1
5,2,6,0,2,8,0,2,1,0,0
5,2,8,0,2,6,1,2,0,1,1
5,5,9,0,5,9,0,5,1,0,0
5,2,6,0,2,10,1,2,1,0,0
5,1,9,0,1,7,1,1,0,1,0
5,7,9,0,7,10,0,7,1,1,0
5,1,7,0,1,8,1,1,0,1,0
5,5,6,0,5,6,0,5,0,0,0
5,6,12,0,6,6,0,6,0,0,1
5,2,6,0,2,8,1,2,2,0,0
5,12,6,0,12,5,1,12,1,1,1
5,10,5,0,10,10,0,10,3,0,0
5,15,6,0,15,8,0,15,1,0,0
5,16,9,0,16,9,0,16,1,1,0
5,8,8,0,8,7,1,8,1,2,2
5,4,10,0,4,9,1,4,0,1,0
5,1,7,0,1,9,1,1,0,0,0
5,2,9,0,2,8,1,2,0,1,1
5,6,5,0,6,9,0,6,2,0,0
5,20,12,0,20,10,0,20,1,1,1
5,1,6,1,1,12,2,1,0,0,0
5,30,11,0,30,11,0,30,2,2,1
5,15,10,0,15,7,1,15,0,1,0
5,24,5,0,24,7,0,24,1,1,0
5,4,4,0,4,9,2,4,1,0,1
5,1,9,1,1,12,1,1,1,0,0
5,5,5,0,5,10,1,5,1,0,0
5,12,8,0,12,11,0,12,1,1,1
5,1,6,0,1,7,0,1,0,0,0
5,1,2,0,1,7,1,1,1,0,0
5,3,2,0,3,7,0,3,1,0,0
5,2,9,0,2,9,1,2,1,1,0
5,4,7,0,4,5,1,4,0,1,0
5,18,10,0,18,11,1,18,1,1,1
5,8,10,0,8,6,0,8,0,1,0
5,4,10,0,4,5,0,4,1,0,0
5,1,6,0,1,12,2,1,0,0,0
5,2,6,1,2,6,0,2,1,1,1
5,1,8,0,1,7,2,1,0,0,0
5,1,8,0,1,9,0,1,0,0,0
5,5,11,0,5,6,1,5,0,1,1
5,5,7,0,5,8,0,5,1,0,0
5,8,5,0,8,10,0,8,2,0,1
5,6,10,0,6,11,0,6,0,1,0
5,3,7,0,3,9,1,3,1,0,0
5,2,8,0,2,10,1,2,0,0,0
5,3,7,0,3,9,1,3,0,1,1
5,1,3,0,1,8,1,1,0,0,0
5,4,8,0,4,8,0,4,0,0,0
5,3,7,0,3,4,1,3,0,1,0
5,2,10,0,2,6,0,2,0,0,1
5,1,8,0,1,4,1,1,0,1,1
5,3,7,0,3,8,1,3,1,1,1
5,7,11,0,7,10,0,7,1,0,1
5,4,8,0,4,8,0,4,1,0,0
5,3,11,0,3,5,1,3,0,1,1
5,1,7,0,1,9,1,1,0,1,1
5,1,5,0,1,8,0,1,1,0,0
5,12,11,0,12,8,0,12,0,1,1
5,60,8,0,60,9,1,60,2,2,0
5,1,6,0,1,3,1,1,1,1,0
5,4,6,0,4,9,0,4,1,0,0
5,7,7,0,7,7,1,7,1,1,0
5,8,4,0,8,6,1,8,1,0,0
5,4,10,0,4,6,1,4,0,1,1
5,8,8,0,8,12,1,8,1,0,0
5,4,8,0,4,6,0,4,1,1,1
5,2,6,0,2,8,1,2,0,1,0
5,1,8,0,1,10,0,1,0,0,0
5,9,11,0,9,9,0,9,0,1,1
5,3,8,0,3,6,1,3,1,0,0
5,4,12,0,4,6,0,4,0,1,1
5,2,8,0,2,7,1,2,1,0,0
5,2,6,0,2,7,1,2,0,0,0
5,1,5,0,1,9,0,1,0,0,1
5,5,9,0,5,9,0,5,1,0,2
5,4,8,0,4,9,1,4,0,1,1
5,6,11,0,6,8,1,6,1,1,1
