n,|M(A)|,D_ktA,|M(A)A|,|M(B)|,D_ktB,|M(B)B|,|M(AUB)|,|M(AUB)A|,|M(AUB)B|,|M(AUB)(M(A)UM(B))|
7,1,37,0,1,43,1,1,0,0,0
7,3,49,0,3,44,0,3,0,0,1
7,6,44,0,6,47,0,6,0,0,0
7,4,40,0,4,44,0,4,0,0,0
7,4,43,0,4,48,0,4,0,0,0
7,12,46,0,12,43,0,12,0,0,0
7,12,43,0,12,42,0,12,0,0,0
7,4,43,0,4,49,1,4,0,0,0
7,13,49,0,13,46,0,13,0,0,4
7,9,40,0,9,38,1,9,1,1,2
7,10,42,0,10,50,0,10,0,1,0
7,2,35,0,2,41,0,2,0,0,0
7,1,50,0,1,46,1,1,0,0,0
7,7,46,0,7,43,2,7,0,0,0
7,10,45,0,10,50,0,10,0,0,4
7,16,45,0,16,49,0,16,0,0,0
7,8,32,0,8,44,1,8,2,0,0
7,15,46,0,15,46,0,15,1,0,0
7,16,41,0,16,45,1,16,0,0,0
7,3,34,0,3,33,1,3,0,0,0
7,2,35,0,2,36,0,2,0,0,0
7,8,35,0,8,41,0,8,1,0,0
7,1,39,0,1,37,1,1,0,0,0
7,2,39,0,2,38,1,2,0,0,0
7,9,46,0,9,50,0,9,0,0,0
7,3,39,0,3,49,2,3,0,0,3
7,3,49,0,3,40,1,3,0,0,2
7,10,45,0,10,41,1,10,0,0,10
7,3,51,0,3,41,0,3,0,0,0
7,2,45,0,2,45,0,2,1,0,0
7,4,46,0,4,34,1,4,0,0,0
7,4,38,0,4,49,0,4,0,0,0
7,3,43,0,3,47,0,3,0,0,0
7,2,47,0,2,47,0,2,0,0,0
7,5,46,0,5,38,0,5,0,0,0
7,2,50,0,2,46,0,2,0,0,2
7,6,44,0,6,47,1,6,0,0,0
7,2,44,0,2,36,0,2,0,0,2
7,18,36,0,18,34,0,18,1,0,0
7,8,48,0,8,43,2,8,0,0,2
7,2,43,0,2,40,0,2,0,0,0
7,6,50,0,6,47,0,6,0,0,3
7,9,29,0,9,54,1,9,0,1,1
7,15,48,0,15,43,1,15,0,0,0
7,3,39,0,3,45,0,3,0,0,0
7,3,39,0,3,42,1,3,0,0,0
7,6,33,0,6,40,0,6,0,0,2
7,1,49,0,1,46,0,1,0,0,0
7,3,38,0,3,45,0,3,0,0,0
7,5,48,0,5,39,0,5,0,0,1
7,4,39,0,4,47,0,4,0,0,2
7,6,39,0,6,48,1,6,0,0,0
7,1,53,0,1,39,0,1,0,0,1
7,11,43,0,11,36,1,11,0,1,0
7,4,37,0,4,43,0,4,0,0,0
7,14,41,0,14,47,0,14,0,0,0
7,6,38,0,6,43,1,6,0,0,0
7,9,36,0,9,47,0,9,0,0,0
7,8,37,0,8,41,0,8,0,0,0
7,1,44,0,1,51,0,1,0,0,1
7,8,43,0,8,39,0,8,0,0,2
7,2,46,0,2,44,0,2,0,0,0
7,2,50,0,2,38,0,2,0,0,1
7,1,45,0,1,44,0,1,0,0,0
7,6,40,0,6,34,0,6,0,0,4
7,6,35,0,6,46,0,6,0,0,0
7,12,39,0,12,45,0,12,0,0,1
7,1,47,0,1,48,0,1,0,0,1
7,2,47,0,2,42,0,2,0,0,2
7,2,52,0,2,47,0,2,0,0,1
7,1,37,0,1,53,0,1,0,0,1
7,1,33,0,1,39,1,1,0,0,0
7,60,42,0,60,44,0,60,1,1,0
7,1,39,1,1,53,1,1,0,0,0
7,2,32,0,2,29,1,2,0,0,0
7,18,39,0,18,38,0,18,0,0,0
7,2,38,0,2,44,0,2,0,0,1
7,4,38,0,4,39,0,4,0,0,0
7,2,51,0,2,38,1,2,0,0,1
7,3,41,0,3,38,1,3,0,0,2
7,1,41,0,1,42,0,1,0,0,0
7,7,52,0,7,49,2,7,0,0,4
7,6,48,0,6,47,0,6,0,0,0
7,32,43,0,32,45,0,32,0,0,1
7,2,52,0,2,39,0,2,0,0,0
7,1,37,0,1,46,0,1,0,0,0
7,3,38,0,3,32,0,3,0,0,1
7,15,41,0,15,45,0,15,1,0,0
7,4,44,0,4,46,1,4,0,0,2
7,4,45,0,4,45,1,4,0,0,0
7,1,46,0,1,46,2,1,0,0,1
7,1,47,0,1,36,0,1,0,0,0
7,1,47,0,1,41,0,1,0,0,0
7,36,48,0,36,43,1,36,0,0,6
7,13,44,0,13,43,0,13,0,0,2
7,9,49,0,9,43,0,9,0,0,1
7,2,48,0,2,35,0,2,0,0,2
7,2,44,0,2,49,0,2,0,1,0
7,3,40,0,3,45,1,3,0,0,0
7,14,40,0,14,45,0,14,0,0,0
