n,|M(A)|,D_ktA,|M(A)A|,|M(B)|,D_ktB,|M(B)B|,|M(AUB)|,|M(AUB)A|,|M(AUB)B|,|M(AUB)(M(A)UM(B))|
6,14,13,0,14,14,0,14,0,0,0
6,10,15,0,10,13,0,10,0,0,1
6,8,14,0,8,11,1,8,1,1,0
6,8,12,0,8,11,1,8,1,0,0
6,4,13,0,4,13,0,4,0,0,0
6,2,9,0,2,9,1,2,0,1,1
6,16,11,0,16,17,1,16,0,0,0
6,36,15,0,36,16,0,36,1,1,2
6,6,13,0,6,14,0,6,1,1,0
6,6,6,0,6,12,0,6,1,0,0
6,7,12,0,7,14,0,7,1,0,1
6,6,6,0,6,14,0,6,1,0,0
6,2,10,0,2,5,0,2,0,1,1
6,2,15,0,2,14,1,2,0,0,0
6,3,11,0,3,10,0,3,0,0,0
6,5,12,0,5,14,0,5,1,0,0
6,3,9,0,3,14,1,3,0,0,0
6,4,9,0,4,12,0,4,0,0,0
6,10,14,0,10,16,1,10,1,0,0
6,40,17,0,40,10,0,40,0,1,1
6,20,11,0,20,12,0,20,0,0,0
6,7,13,0,7,8,0,7,0,0,1
6,12,12,0,12,11,1,12,1,0,0
6,3,15,0,3,14,0,3,0,0,0
6,2,6,0,2,10,0,2,0,1,0
6,12,14,0,12,7,0,12,0,1,1
6,7,16,0,7,13,0,7,1,1,1
6,54,11,0,54,16,0,54,2,0,0
6,2,11,0,2,15,0,2,0,1,0
6,3,8,0,3,9,1,3,0,0,0
6,14,7,0,14,12,0,14,0,0,0
6,3,10,0,3,15,1,3,0,0,1
6,5,10,0,5,14,0,5,0,1,0
6,45,12,0,45,13,0,45,1,0,0
6,19,13,0,19,12,1,19,0,0,0
6,6,6,0,6,13,1,6,1,0,0
6,4,6,0,4,7,0,4,1,0,0
6,22,7,0,22,12,1,22,0,1,0
6,10,11,0,10,12,0,10,1,0,0
6,3,11,0,3,3,1,3,0,1,1
6,3,11,0,3,13,1,3,0,0,0
6,2,6,0,2,12,0,2,1,0,0
6,18,12,0,18,16,1,18,1,0,0
6,4,10,0,4,13,1,4,1,0,1
6,12,15,0,12,16,0,12,0,0,0
6,6,8,0,6,8,1,6,1,0,0
6,2,10,0,2,12,1,2,0,0,0
6,4,10,0,4,10,0,4,0,0,0
6,5,14,0,5,13,0,5,0,1,1
6,40,14,0,40,14,0,40,1,1,0
6,4,12,0,4,14,1,4,0,1,0
6,4,15,0,4,11,0,4,0,0,2
6,1,13,0,1,7,1,1,0,0,0
6,5,8,0,5,9,0,5,1,0,0
6,12,13,0,12,15,0,12,0,0,0
6,33,16,0,33,12,0,33,0,1,1
6,7,11,0,7,14,1,7,1,1,0
6,2,10,0,2,10,1,2,0,1,0
6,10,8,0,10,11,1,10,1,0,0
6,7,11,0,7,10,0,7,0,0,0
6,2,16,0,2,13,0,2,0,0,1
6,9,17,0,9,12,0,9,0,1,1
6,9,16,0,9,12,0,9,0,1,1
6,2,11,0,2,12,2,2,0,0,0
6,3,14,0,3,11,0,3,0,1,0
6,8,13,0,8,17,0,8,0,0,1
6,2,13,0,2,9,0,2,0,1,1
6,3,13,0,3,12,0,3,0,0,0
6,16,14,0,16,12,0,16,0,0,0
6,6,7,0,6,6,0,6,0,0,0
6,3,11,0,3,11,0,3,0,1,0
6,10,13,0,10,13,0,10,0,1,0
6,1,7,0,1,9,1,1,0,0,0
6,4,12,0,4,12,0,4,0,0,0
6,3,12,0,3,13,1,3,0,0,1
6,9,5,0,9,6,0,9,1,0,0
6,36,16,0,36,15,0,36,0,0,1
6,15,12,0,15,13,0,15,0,0,0
6,2,12,0,2,12,0,2,0,0,1
6,1,16,0,1,10,0,1,0,0,0
6,4,15,0,4,13,0,4,0,0,0
6,14,14,0,14,17,0,14,1,0,0
6,3,10,0,3,9,1,3,1,0,0
6,37,9,0,37,14,0,37,1,0,0
6,12,10,0,12,10,1,12,1,1,1
6,12,10,0,12,9,1,12,0,0,0
6,14,7,0,14,10,0,14,0,0,0
6,2,11,0,2,11,0,2,0,1,0
6,4,12,0,4,14,0,4,0,0,0
6,2,10,0,2,12,0,2,0,0,0
6,7,6,0,7,7,1,7,1,1,0
6,14,12,0,14,12,1,14,0,0,0
6,5,11,0,5,12,0,5,2,0,0
6,9,11,0,9,9,0,9,0,0,0
6,5,13,0,5,10,0,5,0,0,0
6,10,11,0,10,11,0,10,1,0,0
6,2,8,0,2,12,0,2,0,0,0
6,9,9,0,9,9,1,9,0,0,0
6,7,9,0,7,13,0,7,0,1,1
6,15,14,0,15,11,1,15,0,1,1
