n,|M(A)|,D_ktA,|M(A)A|,|M(B)|,D_ktB,|M(B)B|,|M(AUB)|,|M(AUB)A|,|M(AUB)B|,|M(AUB)(M(A)UM(B))|
8,5,106,0,5,108,0,5,0,0,0
8,2,108,0,2,97,0,2,0,0,0
8,4,108,0,4,103,0,4,0,0,0
8,2,108,0,2,95,0,2,0,0,0
8,1,107,0,1,112,0,1,0,0,0
8,1,108,0,1,99,1,1,0,0,0
8,16,106,0,16,108,0,16,0,0,1
8,1,110,0,1,105,0,1,0,0,0
8,1,102,0,1,89,0,1,0,0,0
8,1,110,0,1,111,0,1,0,0,1
8,2,109,0,2,110,0,2,0,0,0
8,1,100,0,1,106,1,1,0,0,0
8,3,87,0,3,104,1,3,0,0,0
8,8,115,0,8,102,0,8,0,0,2
8,3,103,0,3,104,1,3,0,0,2
8,2,113,0,2,106,0,2,0,0,0
8,2,108,0,2,113,0,2,0,0,2
8,4,107,0,4,109,0,4,0,0,0
8,4,109,0,4,106,0,4,0,0,0
8,2,111,0,2,102,0,2,0,0,0
8,24,116,0,24,98,0,24,0,0,0
8,1,90,0,1,96,0,1,0,0,0
8,1,113,0,1,113,0,1,0,0,0
8,2,95,0,2,106,0,2,0,0,0
8,4,95,0,4,88,0,4,0,0,0
8,7,112,0,7,99,1,7,0,0,0
8,4,110,0,4,110,0,4,0,0,0
8,1,96,0,1,109,0,1,0,0,0
8,10,101,0,10,112,0,10,0,0,0
8,1,95,0,1,94,1,1,0,0,0
8,4,100,0,4,118,0,4,0,0,0
8,6,89,0,6,102,1,6,0,0,0
8,1,80,0,1,102,0,1,0,0,0
8,4,98,0,4,95,0,4,0,0,0
8,2,105,0,2,113,0,2,0,0,0
8,6,95,0,6,112,0,6,0,0,0
8,2,97,0,2,100,0,2,0,0,0
8,1,93,0,1,111,0,1,0,0,0
8,3,110,0,3,92,0,3,0,0,0
8,24,106,0,24,98,0,24,0,0,0
8,1,108,0,1,95,0,1,0,0,0
8,5,104,0,5,108,0,5,0,0,0
8,2,109,0,2,114,0,2,0,0,0
8,2,106,0,2,113,0,2,0,0,0
8,7,108,0,7,105,0,7,0,0,4
8,11,111,0,11,108,0,11,0,0,0
8,1,86,0,1,100,0,1,0,0,0
8,3,110,0,3,108,0,3,0,0,1
8,3,91,0,3,110,0,3,0,0,0
8,4,92,0,4,109,0,4,0,0,0
8,3,108,0,3,96,0,3,0,0,0
8,23,109,0,23,111,0,23,0,0,2
8,2,109,0,2,106,0,2,0,0,0
8,5,124,0,5,108,0,5,0,0,0
8,15,112,0,15,113,0,15,0,0,0
8,1,102,0,1,103,1,1,0,0,0
8,4,119,0,4,119,0,4,0,0,3
8,8,112,0,8,101,0,8,0,0,0
8,4,111,0,4,94,0,4,0,0,2
8,4,123,0,4,101,0,4,0,0,0
8,4,109,0,4,89,0,4,0,0,1
8,2,120,0,2,104,0,2,0,0,0
8,2,111,0,2,100,0,2,0,0,1
8,8,110,0,8,102,0,8,0,0,0
8,2,110,0,2,91,0,2,0,0,0
8,2,100,0,2,106,0,2,0,0,0
8,2,104,0,2,108,0,2,0,0,2
8,6,90,0,6,109,0,6,0,0,0
8,1,119,0,1,111,0,1,0,0,0
8,4,114,0,4,105,0,4,0,0,0
8,14,98,0,14,110,0,14,0,0,0
8,27,101,0,27,110,0,27,0,0,0
8,1,88,0,1,111,0,1,1,0,0
8,3,90,0,3,124,0,3,0,0,0
8,8,98,0,8,115,0,8,1,0,0
8,18,119,0,18,103,0,18,0,0,0
8,16,101,0,16,110,0,16,0,0,0
8,2,109,0,2,110,0,2,0,0,0
8,3,118,0,3,112,0,3,0,0,0
8,3,111,0,3,100,0,3,0,0,0
8,1,117,0,1,106,0,1,0,0,0
8,4,99,0,4,120,0,4,0,0,0
8,5,99,0,5,110,0,5,0,0,0
8,6,106,0,6,119,0,6,0,0,0
8,3,114,0,3,119,0,3,0,0,0
8,6,103,0,6,108,0,6,0,0,0
8,2,103,0,2,107,0,2,0,0,0
8,32,118,0,32,106,0,32,0,0,0
8,1,105,0,1,92,0,1,0,0,0
8,1,103,0,1,105,1,1,0,0,0
8,9,102,0,9,101,0,9,0,0,0
8,4,99,0,4,111,0,4,0,0,0
8,7,108,0,7,97,0,7,0,0,0
8,2,98,0,2,95,0,2,0,0,0
8,6,104,0,6,110,0,6,0,0,2
8,5,108,0,5,119,0,5,0,0,0
8,31,109,0,31,123,0,31,0,0,0
8,6,119,0,6,116,0,6,0,0,1
8,4,106,0,4,101,1,4,0,0,0
8,3,104,0,3,113,0,3,0,0,0
