n,|M(A)|,D_ktA,|M(A)A|,|M(B)|,D_ktB,|M(B)B|,|M(AUB)|,|M(AUB)A|,|M(AUB)B|,|M(AUB)(M(A)UM(B))|
8,10,42,0,10,35,1,10,0,0,0
8,90,39,0,90,31,0,90,0,0,0
8,66,34,0,66,35,1,66,0,0,4
8,26,39,0,26,30,0,26,0,0,4
8,24,33,0,24,35,1,24,0,0,8
8,10,38,0,10,33,1,10,0,0,0
8,7,37,0,7,39,0,7,0,0,3
8,22,45,0,22,29,0,22,0,0,10
8,6,24,0,6,38,0,6,0,0,0
8,4,31,0,4,34,0,4,0,0,0
8,44,31,0,44,30,0,44,0,0,1
8,48,38,0,48,36,0,48,0,0,24
8,4,32,0,4,25,0,4,0,0,0
8,2,32,0,2,31,0,2,0,0,0
8,28,36,0,28,29,0,28,0,0,1
8,2,32,0,2,36,0,2,0,0,0
8,26,31,0,26,32,0,26,0,0,0
8,8,33,0,8,40,1,8,0,0,1
8,70,35,0,70,34,1,70,0,0,0
8,2,34,0,2,23,1,2,0,0,1
8,15,31,0,15,34,1,15,0,0,0
8,50,35,0,50,33,0,50,0,1,2
8,36,41,0,36,37,1,36,0,0,4
8,2,29,0,2,28,0,2,0,0,0
8,8,36,0,8,33,0,8,0,0,0
8,5,33,0,5,26,0,5,0,0,0
8,14,41,0,14,34,0,14,0,0,8
8,15,36,0,15,39,0,15,0,0,0
8,1,35,0,1,23,1,1,0,0,0
8,4,41,0,4,29,0,4,0,0,0
8,8,24,0,8,43,1,8,0,0,0
8,4,32,0,4,32,1,4,0,0,0
8,5,36,0,5,36,1,5,0,0,2
8,36,36,0,36,37,0,36,0,0,8
8,3,29,0,3,29,0,3,0,0,0
8,44,39,0,44,45,1,44,1,0,8
8,28,40,0,28,36,1,28,0,0,14
8,21,29,0,21,29,1,21,1,0,0
8,34,38,0,34,29,1,34,0,1,9
8,8,30,0,8,34,1,8,1,0,1
8,2,33,0,2,33,0,2,0,0,0
8,18,44,0,18,42,1,18,0,0,18
8,16,35,0,16,42,0,16,0,0,0
8,5,37,0,5,31,1,5,0,0,0
8,29,37,0,29,35,0,29,0,0,0
8,12,44,0,12,39,1,12,0,1,8
8,34,38,0,34,33,0,34,0,0,9
8,2,34,0,2,28,1,2,0,0,0
8,4,37,0,4,40,0,4,0,0,0
8,33,32,0,33,30,1,33,0,0,0
8,6,31,0,6,34,1,6,0,0,0
8,9,35,0,9,44,0,9,0,0,3
8,33,35,0,33,40,1,33,0,0,0
8,7,44,0,7,33,0,7,0,0,2
8,6,22,0,6,36,0,6,0,0,0
8,10,31,0,10,31,1,10,0,0,0
8,4,29,0,4,25,0,4,0,0,1
8,25,34,0,25,38,1,25,0,0,5
8,28,34,0,28,33,1,28,0,0,4
8,2,34,0,2,26,1,2,0,0,0
8,9,37,0,9,29,1,9,0,0,0
8,2,31,0,2,20,1,2,0,1,0
8,3,36,0,3,36,1,3,0,0,1
8,6,33,0,6,37,0,6,0,0,0
8,22,40,0,22,36,1,22,0,0,1
8,6,25,0,6,30,0,6,0,0,0
8,7,38,0,7,34,0,7,0,0,0
8,6,44,0,6,32,1,6,0,0,1
8,28,23,0,28,31,0,28,0,0,0
8,5,37,0,5,34,1,5,0,0,2
8,8,47,0,8,42,1,8,0,0,0
8,1,28,0,1,47,0,1,0,0,0
8,1,28,0,1,31,1,1,0,0,0
8,20,37,0,20,28,1,20,0,0,0
8,5,37,0,5,33,0,5,0,0,1
8,19,40,0,19,35,0,19,0,0,0
8,1,41,0,1,41,0,1,0,0,0
8,25,36,0,25,39,0,25,0,0,0
8,4,34,0,4,31,0,4,0,0,0
8,29,35,0,29,36,0,29,0,0,0
8,10,25,0,10,34,0,10,1,0,0
8,9,37,0,9,32,0,9,0,0,1
8,159,38,0,159,40,0,159,1,0,84
8,19,33,0,19,35,1,19,0,0,0
8,4,34,0,4,24,0,4,0,0,0
8,75,37,0,75,48,1,75,0,0,0
8,24,36,0,24,29,1,24,0,0,5
8,28,31,0,28,36,0,28,1,0,0
8,34,39,0,34,34,0,34,0,0,0
8,10,37,0,10,37,0,10,0,0,0
8,4,34,0,4,40,0,4,0,0,3
8,9,34,0,9,36,1,9,0,0,0
8,702,39,0,702,37,0,702,0,1,15
8,3,30,0,3,42,2,3,0,0,0
8,6,39,0,6,34,0,6,0,0,1
8,53,43,0,53,43,0,53,1,0,3
8,13,30,0,13,22,1,13,0,0,0
8,18,29,0,18,37,1,18,0,0,0
8,10,31,0,10,31,0,10,0,0,0
8,2,41,0,2,30,0,2,0,0,0
