n,|M(A)|,D_ktA,|M(A)A|,|M(B)|,D_ktB,|M(B)B|,|M(AUB)|,|M(AUB)A|,|M(AUB)B|,|M(AUB)(M(A)UM(B))|
6,3,26,0,3,31,0,3,0,0,0
6,14,41,1,14,39,2,14,1,0,14
6,1,24,0,1,31,1,1,0,0,0
6,7,33,0,7,31,0,7,0,0,0
6,5,34,1,5,28,0,5,0,1,0
6,1,31,0,1,28,1,1,0,0,0
6,2,34,0,2,33,1,2,0,0,1
6,1,36,0,1,16,1,1,0,1,1
6,6,25,0,6,35,1,6,1,0,1
6,2,27,0,2,40,3,2,1,0,0
6,5,29,0,5,30,1,5,0,0,0
6,1,27,0,1,33,0,1,0,0,0
6,6,33,1,6,37,1,6,0,0,0
6,1,29,0,1,29,1,1,0,0,1
6,1,30,0,1,34,1,1,0,0,0
6,3,30,0,3,21,0,3,0,0,1
6,3,34,0,3,27,1,3,0,1,0
6,1,29,0,1,35,0,1,0,0,0
6,2,34,0,2,33,1,2,0,1,2
6,2,22,0,2,31,2,2,0,0,0
6,1,36,0,1,38,0,1,0,0,0
6,2,32,0,2,29,1,2,0,0,0
6,2,28,0,2,21,0,2,0,1,1
6,4,37,1,4,28,1,4,1,0,4
6,1,34,0,1,25,0,1,0,0,0
6,10,32,0,10,27,1,10,0,1,3
6,8,33,0,8,30,0,8,1,0,1
6,1,32,0,1,26,1,1,0,0,0
6,8,30,0,8,32,0,8,1,0,0
6,2,34,1,2,31,1,2,0,1,1
6,3,36,0,3,29,0,3,0,0,0
6,7,36,0,7,33,1,7,0,0,1
6,1,22,0,1,32,0,1,0,0,0
6,1,27,0,1,32,1,1,0,0,0
6,1,29,0,1,30,1,1,0,0,1
6,5,28,0,5,28,0,5,0,1,0
6,4,33,0,4,29,1,4,0,0,4
6,3,34,0,3,30,1,3,0,1,3
6,4,29,0,4,26,0,4,0,0,0
6,4,36,0,4,32,2,4,0,1,3
6,2,34,0,2,33,1,2,0,0,1
6,10,35,1,10,29,0,10,1,1,3
6,2,32,0,2,30,1,2,0,0,2
6,6,28,0,6,28,1,6,0,1,1
6,2,32,0,2,36,0,2,0,1,0
6,2,29,0,2,29,1,2,0,0,1
6,5,33,0,5,32,1,5,0,0,0
6,4,28,0,4,24,1,4,0,1,0
6,12,31,0,12,28,1,12,0,1,2
6,6,29,0,6,22,2,6,0,0,0
6,4,31,0,4,38,2,4,1,0,0
6,2,32,0,2,26,0,2,0,0,2
6,3,34,0,3,30,1,3,0,0,0
6,4,35,0,4,34,0,4,0,1,0
6,3,34,0,3,31,1,3,0,0,1
6,4,32,0,4,23,1,4,0,0,2
6,1,36,0,1,34,0,1,0,0,0
6,5,35,0,5,31,0,5,0,1,0
6,10,35,0,10,31,1,10,0,0,2
6,27,34,0,27,28,2,27,1,2,0
6,1,32,0,1,27,2,1,0,1,1
6,3,32,0,3,28,1,3,0,0,0
6,5,29,0,5,34,0,5,1,0,0
6,4,33,1,4,31,2,4,1,0,4
6,9,33,0,9,27,0,9,0,0,0
6,5,32,0,5,25,0,5,0,0,0
6,19,35,0,19,36,1,19,2,0,3
6,2,29,0,2,32,0,2,1,0,1
6,4,32,0,4,29,0,4,0,0,0
6,3,35,0,3,30,0,3,0,0,0
6,4,27,0,4,21,2,4,0,1,2
6,1,33,0,1,28,0,1,0,0,1
6,1,29,0,1,31,0,1,0,0,0
6,5,25,0,5,33,1,5,1,1,1
6,5,31,0,5,26,0,5,1,1,0
6,2,34,0,2,34,0,2,0,1,0
6,1,26,0,1,31,0,1,0,0,0
6,16,37,0,16,36,2,16,0,2,16
6,10,33,0,10,34,0,10,1,0,1
6,7,30,0,7,26,0,7,0,0,0
6,4,31,0,4,34,0,4,0,0,1
6,4,22,0,4,33,0,4,0,0,0
6,2,25,0,2,32,0,2,1,0,0
6,3,17,0,3,29,0,3,1,0,0
6,1,33,0,1,31,1,1,0,0,0
6,2,35,0,2,32,0,2,0,0,0
6,1,23,0,1,33,1,1,0,0,0
6,10,37,0,10,24,1,10,0,1,8
6,6,36,0,6,31,1,6,0,1,1
6,2,29,0,2,30,1,2,0,0,0
6,6,23,0,6,33,0,6,2,0,0
6,3,30,0,3,29,1,3,1,0,0
6,4,34,0,4,34,0,4,0,0,4
6,4,28,0,4,34,0,4,0,0,0
6,1,24,0,1,34,0,1,1,0,0
6,15,28,0,15,31,2,15,2,0,0
6,2,31,0,2,34,0,2,0,0,0
6,27,27,0,27,31,1,27,0,1,2
6,3,34,0,3,33,1,3,1,0,0
6,2,32,0,2,21,1,2,0,0,1
