n,|M(A)|,D_ktA,|M(A)A|,|M(B)|,D_ktB,|M(B)B|,|M(AUB)|,|M(AUB)A|,|M(AUB)B|,|M(AUB)(M(A)UM(B))|
5,4,42,0,4,36,0,4,1,1,0
5,2,33,0,2,38,1,2,0,0,0
5,1,42,0,1,38,0,1,1,0,0
5,3,32,2,3,44,2,3,2,0,0
5,4,38,0,4,34,0,4,0,2,1
5,1,36,1,1,34,2,1,1,1,1
5,1,41,1,1,34,0,1,1,0,1
5,1,43,1,1,35,2,1,1,0,1
5,1,46,0,1,34,1,1,0,0,0
5,2,43,0,2,41,1,2,0,1,0
5,1,39,0,1,39,2,1,0,1,1
5,1,38,0,1,29,2,1,0,0,1
5,2,36,0,2,35,1,2,0,0,0
5,2,40,0,2,39,1,2,1,0,0
5,2,39,2,2,45,0,2,2,0,2
5,2,41,1,2,42,2,2,1,1,2
5,1,41,1,1,42,0,1,1,0,0
5,1,35,1,1,41,2,1,0,0,0
5,2,46,1,2,40,1,2,1,0,2
5,1,25,0,1,33,1,1,0,1,0
5,1,43,0,1,41,1,1,1,0,0
5,1,38,0,1,38,1,1,0,0,1
5,2,43,2,2,39,2,2,1,1,2
5,1,39,0,1,39,2,1,0,1,0
5,1,31,1,1,33,1,1,0,0,0
5,1,30,0,1,37,1,1,0,1,1
5,1,44,0,1,43,0,1,0,0,0
5,5,41,0,5,37,0,5,0,2,2
5,2,38,1,2,40,1,2,1,0,0
5,1,38,2,1,35,2,1,1,0,1
5,1,26,1,1,43,1,1,0,0,0
5,2,36,0,2,42,0,2,0,1,1
5,8,45,0,8,42,2,8,2,1,0
5,2,40,0,2,36,2,2,0,1,2
5,1,40,0,1,43,1,1,0,0,0
5,1,36,1,1,38,2,1,0,0,0
5,5,35,0,5,38,1,5,1,2,0
5,3,35,0,3,39,2,3,1,1,0
5,2,40,1,2,42,2,2,0,0,0
5,2,43,0,2,33,1,2,0,2,1
5,2,41,0,2,41,0,2,0,1,1
5,2,36,1,2,35,2,2,1,0,2
5,1,42,0,1,33,2,1,0,1,1
5,1,39,0,1,42,1,1,0,0,0
5,1,39,0,1,40,1,1,0,1,0
5,2,41,0,2,39,0,2,0,0,2
5,3,40,0,3,35,2,3,0,1,1
5,1,39,0,1,28,0,1,0,0,1
5,1,40,0,1,34,0,1,0,1,0
5,1,41,0,1,42,2,1,0,1,0
5,1,39,0,1,38,0,1,0,0,1
5,8,42,0,8,30,1,8,1,2,2
5,2,41,0,2,30,1,2,0,1,1
5,1,34,0,1,32,0,1,0,0,1
5,2,39,1,2,30,1,2,1,2,1
5,3,43,0,3,38,1,3,0,1,0
5,2,38,0,2,40,1,2,0,1,0
5,1,36,0,1,37,1,1,0,0,0
5,2,34,0,2,38,0,2,1,1,0
5,1,42,0,1,39,0,1,1,0,0
5,4,36,0,4,34,1,4,1,1,1
5,1,38,1,1,41,0,1,0,0,0
5,1,34,0,1,42,1,1,0,1,0
5,1,39,0,1,34,1,1,0,0,0
5,5,29,0,5,40,0,5,2,0,0
5,1,43,0,1,40,0,1,0,0,1
5,1,36,0,1,41,1,1,1,0,0
5,1,34,0,1,30,1,1,1,0,0
5,2,40,0,2,38,0,2,1,0,0
5,2,36,0,2,36,0,2,0,0,1
5,3,37,0,3,44,1,3,1,1,0
5,2,38,0,2,35,2,2,1,0,0
5,3,38,0,3,35,2,3,0,1,1
5,4,33,0,4,38,0,4,1,0,0
5,1,31,0,1,38,0,1,1,0,0
5,1,40,2,1,45,4,1,0,0,1
5,2,35,0,2,34,0,2,0,0,0
5,1,32,0,1,35,0,1,0,0,0
5,18,37,0,18,43,2,18,4,3,0
5,4,41,0,4,35,0,4,0,2,1
5,1,38,1,1,43,2,1,1,0,0
5,1,36,5,1,49,8,1,0,0,1
5,1,38,0,1,34,2,1,0,1,1
5,1,39,1,1,37,1,1,1,0,1
5,1,33,0,1,40,0,1,1,0,0
5,2,34,0,2,40,2,2,0,0,0
5,1,32,0,1,39,0,1,0,0,0
5,2,43,1,2,40,0,2,0,0,1
5,2,38,0,2,37,1,2,1,0,0
5,1,35,0,1,36,2,1,0,1,1
5,6,38,0,6,36,0,6,1,2,1
5,4,36,0,4,37,2,4,1,2,1
5,2,34,0,2,41,2,2,0,1,0
5,1,40,0,1,32,1,1,0,0,0
5,1,42,0,1,40,1,1,0,0,0
5,1,40,0,1,45,0,1,0,1,0
5,1,42,1,1,35,1,1,0,0,1
5,2,38,0,2,39,0,2,0,0,0
5,2,40,2,2,44,3,2,0,1,0
5,3,37,0,3,34,0,3,0,0,0
