n,|M(A)|,D_ktA,|M(A)A|,|M(B)|,D_ktB,|M(B)B|,|M(AUB)|,|M(AUB)A|,|M(AUB)B|,|M(AUB)(M(A)UM(B))|
7,8,78,0,8,55,0,8,0,0,0
7,1,73,0,1,67,0,1,0,0,0
7,12,82,0,12,77,0,12,0,0,0
7,2,72,0,2,76,0,2,0,0,0
7,6,54,0,6,71,0,6,0,0,0
7,6,75,0,6,73,0,6,0,0,0
7,1,76,0,1,69,0,1,0,0,1
7,1,59,0,1,66,0,1,0,0,0
7,5,70,0,5,71,0,5,0,0,0
7,4,74,0,4,67,0,4,0,0,1
7,3,71,0,3,72,0,3,1,0,0
7,3,80,0,3,71,0,3,0,0,0
7,6,62,0,6,68,1,6,0,0,0
7,5,66,0,5,77,1,5,1,0,0
7,1,70,0,1,64,1,1,0,1,1
7,1,75,0,1,76,0,1,0,1,0
7,1,74,0,1,67,0,1,0,0,1
7,3,71,0,3,69,0,3,0,0,0
7,3,80,0,3,72,0,3,0,0,0
7,1,56,0,1,73,0,1,0,0,0
7,4,66,0,4,81,1,4,0,0,0
7,5,65,0,5,71,0,5,0,0,0
7,2,69,0,2,66,0,2,0,0,0
7,2,78,0,2,77,0,2,0,0,0
7,5,80,0,5,73,0,5,0,0,0
7,1,71,0,1,67,0,1,0,0,0
7,4,73,0,4,64,0,4,0,0,0
7,9,73,0,9,48,0,9,0,0,0
7,3,70,0,3,74,0,3,0,0,0
7,1,71,0,1,76,0,1,0,0,0
7,6,77,0,6,60,0,6,0,0,1
7,4,75,0,4,75,0,4,0,0,0
7,1,66,0,1,59,0,1,0,0,0
7,3,64,0,3,68,0,3,0,0,0
7,1,72,0,1,62,0,1,0,0,0
7,8,64,0,8,68,0,8,0,0,0
7,5,80,0,5,58,0,5,0,1,0
7,33,67,0,33,67,0,33,0,0,0
7,2,70,0,2,70,0,2,0,0,0
7,10,71,0,10,62,0,10,0,0,0
7,7,72,0,7,67,0,7,0,0,0
7,3,82,0,3,56,0,3,0,0,1
7,1,73,0,1,73,1,1,0,0,0
7,16,63,0,16,69,0,16,0,0,1
7,6,71,0,6,59,0,6,0,1,0
7,3,77,0,3,57,0,3,0,0,0
7,8,67,0,8,71,0,8,1,0,0
7,6,74,0,6,63,0,6,0,0,0
7,1,67,0,1,59,0,1,0,0,0
7,8,69,0,8,76,0,8,0,0,0
7,1,65,0,1,68,0,1,0,0,0
7,1,67,0,1,78,0,1,0,0,0
7,8,70,0,8,74,0,8,0,0,0
7,2,61,0,2,63,0,2,0,0,0
7,1,76,0,1,80,0,1,0,0,0
7,1,71,0,1,70,0,1,0,0,0
7,2,63,0,2,75,0,2,1,0,0
7,5,67,0,5,75,0,5,0,0,0
7,9,65,0,9,64,0,9,0,0,0
7,1,64,0,1,65,0,1,0,0,0
7,2,81,0,2,77,0,2,0,0,0
7,2,69,0,2,60,0,2,0,0,0
7,2,83,0,2,84,0,2,0,0,0
7,1,74,0,1,74,0,1,0,0,0
7,6,74,0,6,57,1,6,0,0,0
7,1,76,0,1,64,0,1,0,0,0
7,2,67,0,2,74,0,2,0,0,0
7,2,65,0,2,61,0,2,0,1,0
7,2,76,0,2,63,0,2,0,0,0
7,11,65,0,11,71,0,11,0,0,0
7,4,72,0,4,74,0,4,1,0,0
7,4,74,0,4,63,0,4,0,0,0
7,6,72,0,6,75,0,6,0,0,0
7,8,69,0,8,80,0,8,0,0,0
7,8,71,0,8,73,0,8,0,0,0
7,2,73,0,2,79,0,2,0,0,0
7,2,70,0,2,67,0,2,0,0,1
7,2,68,0,2,71,0,2,0,0,1
7,4,65,0,4,67,0,4,0,0,0
7,3,74,0,3,58,0,3,0,0,0
7,1,70,0,1,69,0,1,0,0,0
7,2,72,0,2,74,0,2,0,0,0
7,2,66,0,2,73,0,2,0,0,0
7,2,82,0,2,72,0,2,0,0,0
7,1,75,0,1,68,0,1,0,0,1
7,16,71,0,16,74,0,16,0,0,0
7,6,67,0,6,67,0,6,0,0,0
7,1,63,0,1,72,0,1,0,0,0
7,6,73,0,6,80,0,6,0,0,0
7,5,57,0,5,72,0,5,0,0,0
7,2,67,0,2,72,0,2,0,0,0
7,9,76,0,9,64,0,9,0,0,0
7,1,77,0,1,68,0,1,0,0,0
7,1,67,0,1,74,0,1,0,0,0
7,2,69,0,2,70,1,2,0,0,0
7,6,75,0,6,69,0,6,0,0,0
7,9,67,0,9,62,0,9,0,0,0
7,1,73,0,1,70,0,1,0,0,0
7,2,72,0,2,68,0,2,0,0,0
7,1,83,0,1,70,0,1,0,0,0
