n,|M(A)|,D_ktA,|M(A)A|,|M(B)|,D_ktB,|M(B)B|,|M(AUB)|,|M(AUB)A|,|M(AUB)B|,|M(AUB)(M(A)UM(B))|
5,2,18,0,2,22,1,2,0,2,1
5,3,26,2,3,23,2,3,0,0,2
5,12,25,0,12,20,0,12,1,2,2
5,1,20,0,1,24,2,1,0,0,0
5,1,25,1,1,24,1,1,0,0,0
5,1,22,0,1,18,1,1,0,1,0
5,1,22,0,1,18,2,1,0,0,0
5,9,25,0,9,25,1,9,1,1,0
5,3,16,0,3,16,2,3,0,1,0
5,1,20,0,1,19,3,1,0,0,0
5,3,23,0,3,21,1,3,1,1,1
5,1,21,0,1,19,1,1,0,0,1
5,1,27,0,1,24,1,1,0,0,0
5,1,18,0,1,19,1,1,1,0,0
5,6,21,0,6,16,2,6,3,1,1
5,1,28,0,1,16,0,1,0,0,1
5,3,24,1,3,23,2,3,1,0,2
5,3,21,0,3,24,0,3,0,1,2
5,3,23,0,3,20,2,3,1,0,0
5,4,18,0,4,18,1,4,1,1,2
5,1,19,1,1,23,1,1,1,0,1
5,2,24,1,2,19,1,2,1,0,1
5,5,26,0,5,21,3,5,1,3,3
5,6,16,0,6,22,2,6,1,0,0
5,3,18,0,3,20,1,3,2,0,0
5,4,24,0,4,22,0,4,0,0,0
5,2,24,0,2,22,1,2,1,0,0
5,3,15,0,3,19,1,3,2,1,0
5,2,21,0,2,21,1,2,0,0,1
5,4,22,0,4,25,1,4,1,0,1
5,2,23,0,2,24,0,2,0,1,0
5,1,20,0,1,20,1,1,0,0,0
5,2,19,0,2,19,1,2,0,0,0
5,1,26,0,1,24,0,1,0,0,1
5,1,18,2,1,26,4,1,1,1,1
5,2,23,1,2,25,2,2,0,0,2
5,5,14,1,5,26,2,5,3,0,1
5,1,22,0,1,18,1,1,0,0,1
5,1,17,1,1,20,2,1,0,0,1
5,2,25,0,2,16,0,2,0,0,2
5,3,24,0,3,13,2,3,0,3,2
5,1,19,0,1,20,2,1,0,0,1
5,1,22,1,1,22,2,1,0,1,1
5,12,20,0,12,15,2,12,2,2,2
5,1,25,1,1,24,1,1,1,0,0
5,3,21,0,3,20,2,3,0,1,2
5,6,18,1,6,23,1,6,1,0,6
5,3,19,0,3,22,3,3,2,0,0
5,8,18,0,8,24,1,8,1,0,0
5,6,24,1,6,21,1,6,1,1,2
5,2,24,0,2,22,1,2,1,0,0
5,6,21,1,6,22,1,6,1,1,3
5,30,21,0,30,21,2,30,1,3,5
5,1,16,0,1,24,0,1,0,0,0
5,1,20,0,1,23,2,1,0,0,0
5,3,22,0,3,20,1,3,0,1,1
5,1,21,0,1,19,0,1,0,1,0
5,1,23,1,1,21,1,1,0,1,1
5,8,22,0,8,23,0,8,1,1,1
5,1,24,0,1,20,2,1,0,0,0
5,3,26,0,3,20,1,3,0,1,3
5,5,26,0,5,20,0,5,0,1,3
5,2,16,0,2,18,0,2,1,0,0
5,1,26,0,1,22,0,1,0,0,1
5,12,15,1,12,19,1,12,3,0,0
5,1,21,0,1,23,2,1,1,0,0
5,1,19,0,1,21,1,1,0,0,0
5,4,22,0,4,18,1,4,1,0,0
5,1,15,0,1,21,1,1,1,0,0
5,5,15,1,5,27,2,5,1,0,0
5,3,21,2,3,23,1,3,1,0,2
5,3,19,1,3,21,0,3,2,0,1
5,3,17,0,3,18,1,3,0,1,0
5,1,23,0,1,17,2,1,0,1,1
5,4,20,0,4,20,1,4,1,0,0
5,3,19,1,3,25,1,3,1,0,1
5,4,20,0,4,19,1,4,0,1,1
5,1,24,1,1,23,2,1,0,0,1
5,7,20,0,7,24,1,7,1,0,0
5,2,19,3,2,27,3,2,1,1,2
5,1,22,0,1,14,2,1,0,1,1
5,2,21,0,2,22,1,2,0,0,1
5,2,19,0,2,19,2,2,0,1,0
5,2,21,1,2,24,1,2,1,0,0
5,1,19,1,1,21,2,1,1,0,1
5,2,22,1,2,18,0,2,1,1,1
5,4,14,1,4,14,2,4,1,1,1
5,3,25,0,3,16,1,3,0,1,1
5,3,20,0,3,20,1,3,0,1,2
5,1,21,1,1,22,2,1,0,1,1
5,2,18,0,2,19,1,2,0,1,0
5,2,16,0,2,23,1,2,1,0,0
5,1,21,0,1,22,0,1,0,0,0
5,1,24,1,1,21,2,1,0,1,1
5,3,23,0,3,22,2,3,0,0,0
5,1,23,0,1,17,1,1,0,0,1
5,3,19,0,3,21,2,3,0,1,1
5,2,17,1,2,18,2,2,0,1,2
5,1,19,0,1,20,2,1,1,0,0
5,10,24,0,10,21,1,10,1,1,2
