n,|M(A)|,D_ktA,|M(A)A|,|M(B)|,D_ktB,|M(B)B|,|M(AUB)|,|M(AUB)A|,|M(AUB)B|,|M(AUB)(M(A)UM(B))|
8,6,90,0,6,104,0,6,0,0,0
8,16,88,0,16,87,0,16,0,0,0
8,2,91,0,2,95,0,2,0,0,0
8,10,100,0,10,100,0,10,0,0,1
8,3,92,0,3,104,0,3,0,0,0
8,1,80,0,1,82,0,1,0,0,0
8,4,96,0,4,97,0,4,0,0,0
8,3,83,0,3,78,0,3,0,0,0
8,6,84,0,6,92,0,6,0,0,0
8,6,90,0,6,90,0,6,0,0,0
8,25,87,0,25,95,0,25,1,0,0
8,12,92,0,12,103,0,12,0,0,0
8,14,98,0,14,91,0,14,0,1,0
8,7,79,0,7,87,0,7,0,0,0
8,4,89,0,4,98,0,4,0,0,0
8,9,88,0,9,98,0,9,0,0,1
8,1,81,0,1,100,0,1,0,0,0
8,2,93,0,2,75,1,2,0,0,0
8,1,90,0,1,76,0,1,0,0,0
8,5,90,0,5,79,0,5,1,0,0
8,10,90,0,10,95,0,10,0,0,0
8,9,101,0,9,72,0,9,0,0,2
8,3,99,0,3,104,0,3,0,0,0
8,48,94,0,48,79,0,48,0,0,0
8,3,95,0,3,87,0,3,0,0,0
8,6,97,0,6,82,0,6,0,0,0
8,6,100,0,6,93,0,6,0,0,0
8,35,95,0,35,86,0,35,0,0,0
8,48,89,0,48,82,0,48,0,0,0
8,1,88,0,1,93,0,1,0,0,1
8,4,101,0,4,102,1,4,0,0,0
8,6,78,0,6,96,0,6,0,0,0
8,4,94,0,4,92,0,4,0,0,0
8,7,76,0,7,91,0,7,0,0,0
8,3,99,0,3,107,0,3,0,0,0
8,24,91,0,24,94,0,24,0,0,0
8,2,100,0,2,95,0,2,0,0,2
8,22,110,0,22,95,0,22,0,1,1
8,9,87,0,9,93,0,9,0,0,0
8,2,74,0,2,97,0,2,0,0,0
8,6,84,0,6,79,1,6,0,0,0
8,3,88,0,3,95,0,3,0,0,0
8,6,81,0,6,76,0,6,0,0,0
8,10,84,0,10,104,0,10,0,0,0
8,8,86,0,8,94,0,8,0,0,0
8,4,111,0,4,103,0,4,0,0,0
8,10,86,0,10,90,0,10,0,0,0
8,4,87,0,4,80,0,4,0,0,0
8,18,100,0,18,89,0,18,0,0,0
8,9,102,0,9,104,0,9,0,0,0
8,15,93,0,15,90,0,15,0,0,1
8,2,98,0,2,92,0,2,0,0,0
8,2,101,0,2,99,0,2,0,0,0
8,5,95,0,5,75,0,5,0,0,0
8,1,92,0,1,97,0,1,0,0,0
8,2,87,0,2,88,0,2,0,0,0
8,15,82,0,15,87,0,15,0,0,0
8,2,88,0,2,74,0,2,0,0,0
8,3,98,0,3,95,0,3,0,0,0
8,3,110,0,3,93,0,3,0,0,0
8,4,95,0,4,83,0,4,0,0,0
8,5,96,0,5,97,0,5,0,0,0
8,3,105,0,3,93,0,3,0,0,0
8,2,87,0,2,99,0,2,1,0,1
8,10,94,0,10,103,0,10,0,0,0
8,2,92,0,2,93,0,2,0,0,0
8,2,111,0,2,89,0,2,0,0,0
8,3,84,0,3,88,0,3,0,0,0
8,6,98,0,6,106,0,6,0,0,0
8,2,91,0,2,98,0,2,0,0,0
8,5,94,0,5,99,0,5,0,0,0
8,8,93,0,8,95,0,8,0,0,0
8,9,99,0,9,90,0,9,0,0,0
8,2,97,0,2,92,0,2,0,0,0
8,3,91,0,3,98,0,3,0,0,0
8,2,106,0,2,96,0,2,0,0,0
8,2,82,0,2,92,0,2,0,0,0
8,16,94,0,16,105,0,16,0,0,0
8,9,88,0,9,103,0,9,0,0,0
8,2,88,0,2,93,0,2,0,0,0
8,2,89,0,2,95,0,2,0,0,0
8,3,90,0,3,94,0,3,0,0,0
8,45,95,0,45,83,1,45,0,0,0
8,6,95,0,6,91,0,6,0,0,0
8,4,94,0,4,81,0,4,0,0,0
8,1,94,0,1,87,0,1,0,0,0
8,7,90,0,7,101,0,7,0,0,0
8,2,99,0,2,101,0,2,0,0,0
8,22,86,0,22,94,0,22,0,0,0
8,21,105,0,21,97,0,21,0,0,0
8,1,81,0,1,96,0,1,0,0,0
8,7,91,0,7,99,0,7,0,0,0
8,1,93,0,1,102,0,1,0,1,0
8,4,101,0,4,89,0,4,0,0,0
8,4,86,0,4,99,0,4,0,0,0
8,6,91,0,6,87,0,6,0,0,0
8,3,88,0,3,81,0,3,0,0,0
8,1,90,0,1,97,0,1,0,0,0
8,10,87,0,10,78,0,10,1,0,0
8,5,89,0,5,97,0,5,0,0,0
