n,|M(A)|,D_ktA,|M(A)A|,|M(B)|,D_ktB,|M(B)B|,|M(AUB)|,|M(AUB)A|,|M(AUB)B|,|M(AUB)(M(A)UM(B))|
6,1,21,0,1,24,0,1,0,0,0
6,4,21,0,4,22,0,4,0,0,0
6,12,29,0,12,23,1,12,0,1,1
6,2,20,0,2,22,0,2,1,0,0
6,4,23,0,4,23,1,4,0,0,0
6,1,21,0,1,23,0,1,1,0,0
6,2,21,0,2,21,0,2,0,0,0
6,4,25,0,4,26,0,4,0,0,0
6,1,18,0,1,22,0,1,0,0,0
6,3,28,0,3,24,0,3,1,0,0
6,6,21,0,6,24,0,6,1,1,0
6,6,23,0,6,29,1,6,1,0,0
6,1,22,0,1,21,0,1,0,0,1
6,15,26,0,15,28,0,15,0,0,1
6,4,24,0,4,21,0,4,0,0,0
6,2,20,0,2,22,0,2,1,0,0
6,1,21,0,1,25,0,1,0,0,0
6,12,27,0,12,22,0,12,0,0,0
6,2,20,0,2,22,0,2,1,0,0
6,3,27,0,3,30,0,3,0,0,0
6,2,22,0,2,20,0,2,0,0,0
6,6,22,0,6,14,0,6,0,0,0
6,3,27,0,3,19,1,3,0,0,0
6,3,24,0,3,21,0,3,0,1,0
6,2,20,0,2,23,1,2,1,0,0
6,12,23,0,12,25,0,12,1,1,0
6,3,20,0,3,18,0,3,0,0,0
6,6,22,0,6,29,0,6,0,0,0
6,3,22,0,3,23,0,3,1,0,0
6,1,22,0,1,24,0,1,0,0,0
6,10,22,0,10,20,0,10,0,0,1
6,4,21,0,4,26,0,4,1,0,0
6,3,26,0,3,29,1,3,0,1,1
6,3,25,0,3,25,1,3,0,0,0
6,13,27,0,13,27,1,13,0,1,1
6,11,25,0,11,25,1,11,0,0,2
6,4,24,0,4,28,0,4,0,0,0
6,4,22,0,4,22,0,4,1,0,1
6,2,23,0,2,21,0,2,0,0,0
6,7,29,0,7,25,1,7,0,0,0
6,2,28,0,2,19,0,2,0,0,1
6,3,22,0,3,25,0,3,0,1,0
6,7,21,0,7,20,0,7,0,0,0
6,3,26,0,3,24,0,3,0,0,0
6,15,19,0,15,23,0,15,1,1,1
6,6,26,0,6,27,0,6,1,0,0
6,1,28,0,1,19,0,1,0,0,1
6,15,25,0,15,24,0,15,0,0,0
6,3,23,0,3,29,1,3,0,0,0
6,11,22,0,11,25,0,11,1,0,0
6,3,21,0,3,23,0,3,0,0,0
6,22,26,0,22,23,0,22,0,0,0
6,1,28,0,1,24,0,1,0,0,1
6,2,25,0,2,27,0,2,0,0,0
6,4,21,0,4,22,0,4,1,0,0
6,5,19,0,5,19,0,5,0,0,0
6,8,25,0,8,23,0,8,1,0,0
6,4,24,0,4,27,0,4,0,1,0
6,5,22,0,5,24,0,5,0,1,0
6,4,32,0,4,22,0,4,0,1,1
6,12,20,0,12,24,0,12,1,1,1
6,1,23,0,1,28,0,1,0,0,0
6,15,27,0,15,24,1,15,1,1,2
6,1,27,0,1,28,0,1,0,0,0
6,2,30,0,2,21,0,2,0,0,1
6,6,21,0,6,30,0,6,1,0,0
6,2,21,0,2,24,0,2,1,0,0
6,3,28,0,3,20,1,3,0,0,0
6,4,26,0,4,30,0,4,0,1,0
6,23,26,0,23,25,1,23,0,0,0
6,3,28,0,3,23,1,3,1,0,0
6,2,23,0,2,31,0,2,0,0,0
6,2,20,0,2,27,1,2,1,0,0
6,3,24,0,3,25,0,3,0,0,0
6,6,28,0,6,28,0,6,1,1,0
6,3,24,0,3,28,0,3,0,0,1
6,1,14,0,1,30,2,1,0,0,0
6,4,21,0,4,26,0,4,0,0,0
6,3,29,0,3,31,1,3,0,0,0
6,6,24,0,6,27,0,6,1,1,0
6,1,25,0,1,26,0,1,0,0,0
6,3,15,0,3,28,0,3,1,0,0
6,2,26,0,2,25,1,2,0,0,0
6,8,26,0,8,30,1,8,2,0,0
6,5,29,0,5,24,1,5,0,0,2
6,3,18,0,3,21,1,3,0,0,0
6,1,16,0,1,28,0,1,1,0,0
6,3,25,0,3,20,0,3,0,1,0
6,1,30,0,1,24,0,1,0,0,1
6,18,23,0,18,29,0,18,0,0,0
6,11,22,0,11,27,0,11,1,0,0
6,1,21,0,1,27,0,1,0,0,0
6,6,28,0,6,25,0,6,0,0,1
6,3,27,0,3,29,0,3,1,0,1
6,7,20,0,7,26,0,7,1,0,0
6,2,25,0,2,17,1,2,0,0,1
6,6,24,0,6,24,0,6,0,0,1
6,42,31,0,42,29,0,42,0,0,1
6,2,18,0,2,27,0,2,1,0,0
6,3,28,0,3,25,0,3,0,0,0
