n,|M(A)|,D_ktA,|M(A)A|,|M(B)|,D_ktB,|M(B)B|,|M(AUB)|,|M(AUB)A|,|M(AUB)B|,|M(AUB)(M(A)UM(B))|
6,3,34,0,3,42,1,3,0,1,0
6,8,40,0,8,39,1,8,0,0,0
6,2,30,0,2,31,1,2,0,0,0
6,2,36,0,2,34,0,2,0,0,0
6,3,43,0,3,30,0,3,0,0,0
6,1,27,0,1,33,1,1,0,0,0
6,4,34,0,4,41,0,4,0,0,0
6,4,44,0,4,35,1,4,0,0,0
6,11,37,0,11,32,0,11,1,1,0
6,3,32,0,3,40,0,3,0,1,1
6,12,38,0,12,40,1,12,1,0,0
6,11,37,0,11,38,0,11,0,0,0
6,2,30,0,2,42,0,2,0,0,0
6,5,38,0,5,39,0,5,1,1,0
6,1,37,0,1,30,0,1,0,0,0
6,2,38,0,2,43,0,2,0,1,0
6,16,40,0,16,40,0,16,0,0,0
6,1,36,0,1,42,0,1,0,0,0
6,1,39,0,1,32,0,1,0,0,0
6,5,42,0,5,33,0,5,0,1,3
6,2,38,0,2,38,0,2,0,0,0
6,4,31,0,4,41,0,4,0,0,0
6,18,47,0,18,41,0,18,0,0,1
6,1,37,0,1,35,1,1,0,0,0
6,5,39,0,5,41,0,5,0,0,0
6,4,40,0,4,39,0,4,0,0,1
6,5,35,0,5,42,0,5,0,0,0
6,5,35,0,5,33,0,5,0,0,1
6,1,30,0,1,37,0,1,0,0,0
6,10,32,0,10,38,0,10,0,0,0
6,10,37,0,10,35,0,10,0,1,1
6,5,35,0,5,36,0,5,0,0,0
6,3,38,0,3,47,0,3,0,0,0
6,3,37,0,3,39,0,3,0,0,0
6,3,38,0,3,42,0,3,0,0,0
6,2,34,0,2,36,1,2,0,0,0
6,9,31,0,9,38,1,9,1,0,0
6,4,40,0,4,37,0,4,0,0,1
6,18,30,0,18,32,0,18,1,0,0
6,12,32,0,12,39,0,12,2,0,1
6,4,43,0,4,42,0,4,0,0,0
6,2,45,0,2,46,1,2,0,0,0
6,2,35,0,2,39,0,2,0,0,1
6,4,41,0,4,38,0,4,0,0,0
6,3,28,0,3,36,1,3,1,0,0
6,1,40,0,1,35,0,1,0,0,0
6,1,34,0,1,37,1,1,1,0,0
6,1,32,0,1,42,1,1,0,0,0
6,2,43,0,2,35,0,2,0,0,0
6,6,29,0,6,41,0,6,0,0,0
6,9,34,0,9,40,0,9,0,0,1
6,2,40,0,2,38,0,2,0,0,0
6,2,34,0,2,39,0,2,0,0,0
6,2,33,0,2,44,0,2,0,0,0
6,4,41,0,4,28,0,4,0,0,1
6,2,35,0,2,29,0,2,1,0,0
6,5,41,0,5,40,1,5,0,1,1
6,2,37,0,2,34,1,2,1,0,1
6,3,30,0,3,32,0,3,0,0,0
6,3,40,1,3,37,0,3,1,0,1
6,9,38,0,9,33,1,9,0,1,0
6,1,41,0,1,36,0,1,0,0,0
6,2,37,0,2,41,0,2,0,0,0
6,6,43,0,6,36,1,6,0,2,1
6,3,39,0,3,36,0,3,0,0,0
6,6,44,0,6,30,0,6,0,1,1
6,2,39,0,2,28,1,2,0,0,0
6,2,39,0,2,37,0,2,0,0,0
6,4,38,0,4,44,0,4,0,0,0
6,9,45,0,9,44,0,9,1,0,1
6,2,34,0,2,32,0,2,0,0,0
6,1,36,0,1,35,0,1,0,0,1
6,2,33,0,2,37,0,2,0,1,0
6,3,35,0,3,46,0,3,1,0,0
6,22,39,0,22,36,0,22,0,1,0
6,9,33,0,9,33,0,9,0,0,0
6,2,39,0,2,30,0,2,0,0,0
6,1,29,0,1,45,0,1,1,0,0
6,2,35,0,2,35,0,2,1,0,0
6,1,42,0,1,44,2,1,1,0,0
6,4,41,0,4,36,1,4,1,0,0
6,6,26,0,6,42,1,6,0,0,0
6,3,37,0,3,35,0,3,1,0,0
6,4,33,0,4,42,0,4,0,0,0
6,4,35,0,4,32,1,4,0,0,0
6,5,36,0,5,33,0,5,0,0,0
6,2,39,0,2,34,0,2,0,0,0
6,5,36,0,5,37,1,5,0,0,0
6,8,39,0,8,41,0,8,0,0,1
6,1,30,0,1,40,0,1,0,0,0
6,2,32,0,2,35,0,2,0,0,0
6,1,32,0,1,34,0,1,0,0,0
6,12,31,1,12,37,0,12,1,2,1
6,3,30,0,3,31,1,3,1,1,1
6,4,43,0,4,37,1,4,0,1,1
6,2,41,0,2,34,0,2,0,0,0
6,8,40,0,8,33,0,8,0,1,2
6,4,35,0,4,31,0,4,1,1,0
6,6,37,0,6,38,0,6,0,0,0
6,4,39,0,4,37,0,4,0,0,0
