n,|M(A)|,D_ktA,|M(A)A|,|M(B)|,D_ktB,|M(B)B|,|M(AUB)|,|M(AUB)A|,|M(AUB)B|,|M(AUB)(M(A)UM(B))|
5,1,35,0,1,36,0,1,0,0,0
5,2,37,0,2,25,0,2,0,1,1
5,1,27,0,1,35,0,1,1,0,0
5,1,23,0,1,32,0,1,1,0,0
5,2,35,0,2,32,0,2,0,0,1
5,1,37,0,1,31,0,1,0,0,0
5,1,25,0,1,36,1,1,0,0,0
5,1,33,0,1,32,0,1,0,0,0
5,5,33,1,5,36,0,5,0,0,0
5,3,34,0,3,36,2,3,0,1,1
5,4,34,0,4,34,1,4,1,0,0
5,2,28,0,2,25,1,2,0,2,1
5,1,32,0,1,36,0,1,0,0,0
5,1,38,1,1,28,0,1,1,0,1
5,1,33,0,1,40,1,1,1,0,0
5,1,39,0,1,32,0,1,0,0,0
5,1,31,0,1,37,0,1,0,0,0
5,2,35,0,2,32,1,2,0,1,1
5,3,25,0,3,30,0,3,1,1,0
5,1,32,0,1,35,0,1,1,0,0
5,1,34,0,1,34,0,1,0,1,0
5,1,34,0,1,29,1,1,1,0,0
5,1,37,1,1,33,2,1,0,1,0
5,1,41,0,1,41,1,1,0,0,0
5,1,34,0,1,32,0,1,0,0,0
5,1,27,0,1,33,0,1,0,0,0
5,1,33,0,1,31,0,1,0,1,0
5,3,33,0,3,31,0,3,1,0,1
5,5,31,1,5,33,1,5,1,2,1
5,2,27,0,2,34,1,2,0,1,1
5,1,34,0,1,30,2,1,0,1,0
5,1,32,1,1,37,1,1,0,0,0
5,2,37,1,2,40,0,2,1,0,2
5,5,35,0,5,34,2,5,1,1,0
5,1,32,0,1,37,3,1,1,0,0
5,2,34,0,2,34,0,2,1,1,0
5,1,29,0,1,41,1,1,0,0,0
5,3,33,0,3,40,1,3,1,0,0
5,1,34,0,1,32,1,1,0,1,0
5,1,37,0,1,36,0,1,0,0,0
5,4,35,0,4,32,1,4,0,0,1
5,2,36,0,2,39,0,2,0,1,0
5,2,30,0,2,38,0,2,0,0,0
5,6,31,0,6,36,0,6,1,1,0
5,5,34,0,5,28,1,5,1,1,0
5,2,28,0,2,29,1,2,0,0,0
5,3,30,0,3,40,0,3,2,0,0
5,2,35,0,2,30,1,2,0,2,1
5,1,31,0,1,32,0,1,0,1,0
5,1,29,0,1,30,1,1,1,1,0
5,2,33,0,2,32,0,2,0,2,0
5,2,35,1,2,36,1,2,1,1,2
5,1,31,0,1,39,2,1,0,1,0
5,5,34,0,5,31,1,5,0,2,1
5,2,26,0,2,38,1,2,0,0,0
5,12,37,0,12,36,1,12,3,2,1
5,3,35,0,3,23,0,3,0,2,0
5,4,37,0,4,33,1,4,1,1,1
5,1,33,0,1,37,1,1,1,1,0
5,3,37,0,3,29,1,3,0,3,1
5,3,34,1,3,29,0,3,1,0,1
5,2,37,0,2,35,0,2,0,1,0
5,2,38,0,2,34,1,2,0,1,0
5,5,30,0,5,36,1,5,2,0,0
5,7,32,0,7,33,1,7,0,1,0
5,4,29,0,4,33,0,4,2,1,0
5,2,33,0,2,35,1,2,0,1,0
5,3,36,1,3,31,2,3,0,1,0
5,3,31,0,3,34,0,3,0,0,0
5,1,34,0,1,31,0,1,1,0,0
5,1,33,0,1,32,0,1,0,1,0
5,1,33,1,1,39,0,1,0,0,0
5,1,35,0,1,39,1,1,0,0,0
5,1,33,0,1,33,1,1,1,0,0
5,3,36,0,3,31,1,3,0,1,0
5,1,28,0,1,39,0,1,1,0,0
5,2,31,0,2,38,0,2,0,0,0
5,1,28,0,1,36,0,1,1,0,0
5,3,31,0,3,38,0,3,1,0,0
5,1,37,0,1,33,0,1,0,0,0
5,2,34,0,2,30,0,2,1,0,0
5,2,39,0,2,34,1,2,0,0,1
5,1,31,0,1,29,1,1,0,0,0
5,1,39,1,1,38,0,1,0,0,0
5,2,34,0,2,33,0,2,1,1,0
5,1,34,0,1,33,0,1,1,0,0
5,2,34,0,2,39,2,2,1,0,0
5,2,38,0,2,28,0,2,0,1,1
5,1,28,0,1,37,1,1,0,0,0
5,1,34,0,1,31,1,1,1,0,0
5,1,31,1,1,31,0,1,1,0,1
5,1,21,0,1,30,1,1,1,1,0
5,4,30,0,4,28,0,4,1,0,0
5,1,37,0,1,34,1,1,0,0,0
5,2,25,0,2,32,1,2,1,0,0
5,1,34,0,1,33,1,1,0,1,1
5,2,35,0,2,31,1,2,0,1,0
5,1,32,0,1,28,0,1,1,0,0
5,4,34,0,4,29,1,4,0,1,0
5,2,36,0,2,34,0,2,0,0,0
