n,|M(A)|,D_ktA,|M(A)A|,|M(B)|,D_ktB,|M(B)B|,|M(AUB)|,|M(AUB)A|,|M(AUB)B|,|M(AUB)(M(A)UM(B))|
7,9,53,0,9,68,1,9,0,0,0
7,9,64,0,9,61,0,9,0,0,0
7,2,60,0,2,55,0,2,0,0,0
7,12,63,0,12,61,1,12,0,0,6
7,1,54,0,1,70,0,1,0,0,0
7,3,61,0,3,65,1,3,0,0,0
7,4,61,0,4,68,0,4,0,0,0
7,3,68,0,3,65,1,3,0,0,0
7,7,59,0,7,62,0,7,0,0,1
7,5,59,0,5,63,0,5,0,0,0
7,2,53,0,2,50,0,2,0,0,0
7,2,60,0,2,67,0,2,0,0,0
7,4,65,0,4,60,0,4,0,0,1
7,5,60,0,5,63,0,5,1,0,0
7,13,69,0,13,61,0,13,0,0,0
7,8,65,0,8,51,0,8,0,1,0
7,41,62,0,41,59,2,41,0,0,0
7,1,62,0,1,66,0,1,0,0,0
7,18,51,0,18,59,0,18,1,0,0
7,4,58,0,4,58,0,4,0,0,0
7,3,68,0,3,61,0,3,0,0,0
7,4,70,0,4,63,1,4,0,1,1
7,2,62,0,2,65,0,2,0,0,0
7,2,55,0,2,63,0,2,0,0,0
7,9,56,0,9,64,0,9,0,0,0
7,2,58,0,2,60,0,2,1,0,0
7,2,39,0,2,59,0,2,0,0,0
7,2,56,0,2,69,0,2,0,0,0
7,4,63,0,4,63,0,4,0,0,0
7,2,56,0,2,54,0,2,0,0,0
7,14,63,0,14,61,0,14,0,0,0
7,2,56,0,2,61,0,2,1,0,0
7,8,58,0,8,56,0,8,0,0,0
7,2,65,0,2,57,0,2,0,0,1
7,6,59,0,6,66,0,6,1,0,0
7,2,60,0,2,70,0,2,0,0,0
7,6,65,0,6,58,0,6,0,0,0
7,8,63,0,8,60,0,8,0,0,0
7,6,62,0,6,54,0,6,0,0,0
7,9,60,0,9,63,0,9,1,1,0
7,1,61,0,1,70,1,1,0,0,1
7,6,63,0,6,54,0,6,0,0,0
7,9,66,0,9,61,0,9,0,0,4
7,4,52,2,4,63,0,4,0,0,3
7,10,62,0,10,64,0,10,0,0,0
7,4,65,0,4,53,0,4,1,0,0
7,1,66,0,1,65,0,1,0,0,0
7,4,56,0,4,63,0,4,0,1,0
7,9,64,0,9,65,0,9,0,0,0
7,2,55,0,2,58,1,2,0,0,0
7,2,54,0,2,61,0,2,0,0,0
7,1,59,0,1,60,1,1,0,0,1
7,18,71,0,18,69,0,18,0,0,0
7,1,65,0,1,58,0,1,0,0,0
7,6,60,0,6,60,0,6,1,0,0
7,1,60,0,1,70,0,1,0,0,0
7,5,68,1,5,63,0,5,0,0,0
7,44,70,0,44,66,1,44,0,0,24
7,1,66,0,1,65,0,1,0,0,0
7,2,67,0,2,65,0,2,0,0,1
7,36,63,0,36,70,0,36,0,0,0
7,8,48,0,8,59,1,8,2,1,0
7,8,60,0,8,65,1,8,0,0,0
7,2,63,0,2,65,0,2,0,0,0
7,6,62,0,6,66,0,6,0,0,2
7,2,73,0,2,65,0,2,0,0,0
7,3,64,0,3,66,1,3,0,0,0
7,2,47,0,2,64,1,2,0,0,0
7,30,66,0,30,54,0,30,0,0,0
7,3,56,0,3,67,0,3,0,0,0
7,3,73,0,3,56,0,3,0,0,2
7,3,63,0,3,62,1,3,0,1,0
7,10,65,0,10,56,0,10,0,0,0
7,3,54,0,3,69,1,3,0,0,0
7,3,50,0,3,66,1,3,0,0,0
7,3,45,0,3,63,0,3,0,0,0
7,2,55,0,2,69,0,2,0,0,0
7,12,56,0,12,69,0,12,0,0,0
7,4,63,0,4,59,1,4,0,0,1
7,3,61,0,3,63,1,3,0,0,0
7,1,58,0,1,55,0,1,1,0,0
7,9,69,0,9,66,1,9,0,0,0
7,2,67,0,2,64,0,2,0,0,0
7,1,61,0,1,70,1,1,0,0,0
7,3,59,0,3,59,0,3,0,0,0
7,9,64,0,9,73,2,9,0,1,5
7,5,61,0,5,53,0,5,0,0,0
7,3,59,0,3,71,0,3,0,0,0
7,2,63,0,2,63,0,2,0,0,0
7,3,55,0,3,56,0,3,1,0,0
7,1,56,0,1,60,0,1,0,0,0
7,9,59,0,9,55,0,9,0,0,1
7,4,68,0,4,54,1,4,0,1,1
7,5,59,0,5,60,1,5,0,0,0
7,5,54,0,5,62,2,5,0,0,0
7,1,60,0,1,54,0,1,0,0,0
7,8,58,0,8,64,0,8,0,0,0
7,4,61,0,4,61,0,4,0,0,0
7,5,51,0,5,58,0,5,0,0,0
7,1,70,0,1,64,1,1,0,0,1
