n,|M(A)|,D_ktA,|M(A)A|,|M(B)|,D_ktB,|M(B)B|,|M(AUB)|,|M(AUB)A|,|M(AUB)B|,|M(AUB)(M(A)UM(B))|
9,9,40,0,9,37,0,9,0,0,0
9,42,46,0,42,42,0,42,0,0,0
9,35,44,0,35,44,0,35,0,0,4
9,11,54,0,11,46,0,11,0,0,6
9,120,46,0,120,55,0,120,0,0,0
9,60,44,0,60,53,0,60,0,0,0
9,12,47,0,12,48,0,12,0,0,0
9,15,52,0,15,50,0,15,0,0,1
9,6,37,0,6,59,0,6,1,0,0
9,5,52,0,5,40,0,5,0,0,0
9,9,45,0,9,48,0,9,0,0,0
9,198,43,0,198,33,1,198,0,0,0
9,159,35,0,159,41,0,159,0,0,0
9,36,34,0,36,49,0,36,0,0,0
9,24,50,0,24,50,0,24,0,0,0
9,4,44,0,4,50,0,4,0,0,0
9,5,45,0,5,53,1,5,0,0,0
9,15,48,0,15,41,0,15,0,0,4
9,5,56,0,5,41,1,5,0,0,0
9,52,49,0,52,50,0,52,0,0,0
9,12,52,0,12,36,0,12,0,0,0
9,33,53,0,33,41,2,33,0,0,0
9,12,48,0,12,46,0,12,0,0,8
9,5,48,0,5,31,0,5,0,0,0
9,80,53,0,80,45,0,80,0,1,0
9,7,42,0,7,52,0,7,0,0,0
9,10,46,0,10,45,0,10,0,0,0
9,3,42,0,3,43,0,3,0,0,0
9,50,48,0,50,40,0,50,0,0,0
9,9,44,0,9,44,1,9,0,0,0
9,12,48,0,12,55,0,12,0,0,0
9,46,40,0,46,40,0,46,0,0,0
9,18,36,0,18,35,0,18,0,0,0
9,36,48,0,36,37,0,36,0,0,4
9,32,34,0,32,37,0,32,0,0,0
9,99,37,0,99,48,0,99,0,0,0
9,6,38,0,6,50,1,6,0,0,0
9,8,46,0,8,48,0,8,0,0,0
9,68,42,0,68,44,0,68,0,0,6
9,40,52,0,40,48,1,40,0,0,0
9,3,45,0,3,41,0,3,0,0,0
9,8,50,0,8,40,0,8,0,0,0
9,21,42,0,21,47,0,21,0,0,0
9,6,41,0,6,41,0,6,0,0,0
9,9,50,0,9,37,1,9,0,0,0
9,69,49,0,69,40,0,69,0,0,12
9,7,51,0,7,48,0,7,0,0,0
9,39,46,0,39,48,0,39,0,0,0
9,3,47,0,3,43,0,3,0,0,0
9,23,38,0,23,53,1,23,0,0,0
9,7,46,0,7,49,0,7,0,0,0
9,40,49,0,40,42,1,40,0,0,2
9,11,45,0,11,37,1,11,0,0,0
9,16,38,0,16,42,0,16,0,0,0
9,36,55,0,36,43,0,36,0,0,5
9,24,43,0,24,38,0,24,0,0,0
9,4,31,0,4,39,0,4,0,0,0
9,12,41,0,12,49,0,12,0,0,0
9,39,53,0,39,49,0,39,0,0,1
9,5,40,0,5,42,0,5,0,0,0
9,190,45,0,190,41,0,190,0,0,0
9,90,45,0,90,55,0,90,0,0,0
9,61,57,0,61,42,0,61,0,0,8
9,356,51,0,356,46,0,356,0,0,0
9,2,55,0,2,53,0,2,0,0,0
9,28,56,0,28,46,0,28,0,0,28
9,16,38,0,16,35,0,16,0,0,0
9,2,41,0,2,44,1,2,0,0,0
9,54,35,0,54,43,1,54,0,0,0
9,3,38,0,3,56,1,3,0,0,0
9,5,27,0,5,51,1,5,0,0,0
9,2,32,0,2,48,0,2,0,0,0
9,8,34,0,8,38,0,8,0,0,0
9,7,47,0,7,33,0,7,0,0,1
9,3,39,0,3,51,1,3,0,0,0
9,56,42,0,56,47,0,56,0,0,5
9,11,53,0,11,32,0,11,0,0,0
9,6,37,0,6,47,0,6,0,0,0
9,2,39,0,2,51,0,2,0,0,0
9,11,51,0,11,53,0,11,0,0,1
9,8,53,0,8,46,1,8,0,1,2
9,16,36,0,16,54,1,16,0,0,0
9,22,41,0,22,42,0,22,0,0,6
9,3,45,0,3,45,0,3,0,0,0
9,1,39,0,1,41,0,1,0,0,0
9,24,45,0,24,41,0,24,0,0,0
9,20,50,0,20,48,0,20,0,0,0
9,8,37,0,8,34,0,8,0,0,0
9,22,49,0,22,47,0,22,0,0,10
9,5,45,0,5,40,0,5,0,0,0
9,6,45,0,6,49,0,6,0,0,0
9,15,51,0,15,51,0,15,0,0,6
9,180,53,0,180,45,0,180,0,0,3
9,10,32,0,10,41,0,10,0,0,0
9,9,43,0,9,55,1,9,1,0,0
9,24,48,0,24,34,0,24,0,0,4
9,169,45,0,169,42,0,169,0,0,10
9,50,54,0,50,43,0,50,0,0,0
9,8,39,0,8,44,0,8,0,0,1
9,9,52,1,9,49,0,9,0,0,9
