n,|M(A)|,D_ktA,|M(A)A|,|M(B)|,D_ktB,|M(B)B|,|M(AUB)|,|M(AUB)A|,|M(AUB)B|,|M(AUB)(M(A)UM(B))|
3,2,2,1,2,2,1,2,2,2,1
3,6,2,0,6,2,1,6,3,3,1
3,2,2,1,2,2,1,2,2,2,1
3,1,2,1,1,2,1,1,1,1,1
3,2,2,1,2,2,1,2,2,2,1
3,2,2,1,2,2,1,2,2,2,1
3,2,2,1,2,2,1,2,2,2,1
3,1,2,0,1,2,1,1,1,1,0
3,3,4,3,3,4,3,3,3,3,3
3,1,4,1,1,2,1,1,1,1,1
3,3,2,2,3,4,3,3,3,2,2
3,1,2,0,1,2,1,1,1,1,0
3,1,4,1,1,2,1,1,1,1,1
3,3,4,3,3,4,3,3,3,3,3
3,1,2,1,1,2,1,1,1,1,1
3,2,2,1,2,2,1,2,2,2,1
3,3,2,2,3,4,3,3,3,2,2
3,3,2,2,3,4,3,3,3,2,2
3,1,2,1,1,4,3,1,1,1,1
3,2,2,1,2,2,1,2,2,2,1
3,2,2,1,2,2,1,2,2,2,1
3,1,2,0,1,2,1,1,1,1,0
3,2,2,1,2,2,1,2,2,2,1
3,3,2,2,3,4,3,3,3,2,2
3,1,2,0,1,2,1,1,1,1,0
3,3,2,2,3,4,3,3,3,2,2
3,1,2,0,1,2,1,1,1,1,0
3,1,2,1,1,4,3,1,1,1,1
3,6,2,0,6,2,1,6,3,3,1
3,3,4,0,3,2,1,3,2,3,1
3,1,2,1,1,2,1,1,1,1,1
3,1,2,1,1,2,1,1,1,1,1
3,6,2,0,6,2,1,6,3,3,1
3,3,4,0,3,2,1,3,2,3,1
3,1,4,1,1,2,1,1,1,1,1
3,2,2,1,2,2,1,2,2,2,1
3,3,2,2,3,4,3,3,3,2,2
3,1,2,0,1,2,1,1,1,1,0
3,1,2,1,1,4,3,1,1,1,1
3,1,2,0,1,2,1,1,1,1,0
3,3,2,2,3,4,3,3,3,2,2
3,6,2,0,6,2,1,6,3,3,1
3,2,2,1,2,2,1,2,2,2,1
3,2,2,1,2,2,1,2,2,2,1
3,6,2,0,6,2,1,6,3,3,1
3,6,4,0,6,4,3,6,3,3,3
3,6,2,0,6,2,1,6,3,3,1
3,1,2,0,1,2,1,1,1,1,0
3,3,2,2,3,4,3,3,3,2,2
3,1,4,1,1,2,1,1,1,1,1
3,2,2,1,2,2,1,2,2,2,1
3,1,2,1,1,2,1,1,1,1,1
3,1,2,0,1,2,1,1,1,1,0
3,1,2,1,1,4,3,1,1,1,1
3,1,2,0,1,2,1,1,1,1,0
3,1,2,1,1,4,3,1,1,1,1
3,1,4,1,1,2,1,1,1,1,1
3,2,2,1,2,2,1,2,2,2,1
3,1,2,0,1,2,1,1,1,1,0
3,2,2,1,2,2,1,2,2,2,1
3,2,2,1,2,2,1,2,2,2,1
3,6,4,0,6,4,3,6,3,3,3
3,6,2,0,6,2,1,6,3,3,1
3,2,2,1,2,2,1,2,2,2,1
3,6,2,0,6,2,1,6,3,3,1
3,3,2,2,3,4,3,3,3,2,2
3,3,4,0,3,2,1,3,2,3,1
3,2,2,1,2,2,1,2,2,2,1
3,1,2,0,1,2,1,1,1,1,0
3,3,2,2,3,4,3,3,3,2,2
3,1,2,0,1,2,1,1,1,1,0
3,6,2,0,6,2,1,6,3,3,1
3,3,4,3,3,4,3,3,3,3,3
3,3,4,3,3,4,3,3,3,3,3
3,3,4,3,3,4,3,3,3,3,3
3,1,4,1,1,2,1,1,1,1,1
3,1,4,1,1,2,1,1,1,1,1
3,1,2,1,1,2,1,1,1,1,1
3,6,2,0,6,2,1,6,3,3,1
3,1,2,0,1,2,1,1,1,1,0
3,1,4,1,1,2,1,1,1,1,1
3,1,2,0,1,2,1,1,1,1,0
3,1,4,1,1,2,1,1,1,1,1
3,6,2,0,6,2,1,6,3,3,1
3,1,2,1,1,2,1,1,1,1,1
3,2,2,1,2,2,1,2,2,2,1
3,2,2,1,2,2,1,2,2,2,1
3,3,2,2,3,4,3,3,3,2,2
3,1,4,1,1,2,1,1,1,1,1
3,1,2,0,1,2,1,1,1,1,0
3,1,4,1,1,2,1,1,1,1,1
3,6,4,0,6,4,3,6,3,3,3
3,1,2,0,1,2,1,1,1,1,0
3,6,2,0,6,2,1,6,3,3,1
3,1,2,0,1,2,1,1,1,1,0
3,1,4,1,1,2,1,1,1,1,1
3,1,4,1,1,2,1,1,1,1,1
3,3,4,0,3,2,1,3,2,3,1
3,6,2,0,6,2,1,6,3,3,1
3,3,2,2,3,4,3,3,3,2,2
