n,|M(A)|,D_ktA,|M(A)A|,|M(B)|,D_ktB,|M(B)B|,|M(AUB)|,|M(AUB)A|,|M(AUB)B|,|M(AUB)(M(A)UM(B))|
8,8,75,0,8,88,0,8,0,0,0
8,12,80,0,12,94,0,12,0,0,0
8,4,84,0,4,90,0,4,0,0,0
8,3,79,0,3,89,1,3,0,0,0
8,6,79,0,6,84,0,6,0,0,0
8,2,58,0,2,85,0,2,0,0,0
8,6,74,0,6,72,0,6,0,0,0
8,10,75,0,10,83,0,10,0,0,1
8,1,89,0,1,93,0,1,0,0,0
8,2,81,0,2,81,0,2,0,0,0
8,4,87,0,4,74,0,4,0,0,0
8,5,89,0,5,93,0,5,0,0,0
8,2,92,0,2,74,0,2,0,0,0
8,2,77,0,2,74,0,2,0,0,0
8,5,81,0,5,70,0,5,0,0,1
8,4,85,0,4,87,0,4,0,0,0
8,5,83,0,5,78,1,5,0,0,0
8,3,74,0,3,72,0,3,0,0,0
8,5,81,0,5,86,0,5,0,0,0
8,6,85,0,6,87,0,6,0,0,0
8,12,89,0,12,80,0,12,0,0,0
8,1,80,0,1,74,2,1,0,0,0
8,33,80,0,33,75,0,33,0,0,0
8,6,86,0,6,80,0,6,0,0,2
8,4,79,0,4,80,0,4,0,0,0
8,2,79,0,2,83,0,2,0,0,0
8,3,71,0,3,79,0,3,1,0,0
8,4,93,0,4,79,0,4,0,0,0
8,10,80,0,10,82,0,10,0,0,0
8,1,78,0,1,84,1,1,0,0,0
8,4,88,0,4,90,1,4,0,0,4
8,4,66,0,4,78,0,4,0,0,0
8,36,69,0,36,83,0,36,0,0,2
8,3,76,0,3,84,0,3,0,0,0
8,6,88,0,6,87,0,6,0,0,0
8,2,78,0,2,83,0,2,0,0,0
8,4,83,0,4,76,0,4,0,0,0
8,2,82,0,2,83,0,2,0,0,0
8,14,85,0,14,82,0,14,0,0,0
8,2,80,0,2,69,0,2,0,0,0
8,1,82,0,1,83,1,1,0,0,1
8,3,90,0,3,78,0,3,0,0,0
8,4,84,0,4,77,0,4,0,0,0
8,3,78,0,3,88,0,3,0,0,0
8,12,76,0,12,98,0,12,0,0,0
8,4,79,0,4,95,0,4,0,0,0
8,36,95,0,36,79,0,36,0,0,3
8,12,76,0,12,95,0,12,0,0,0
8,1,81,0,1,76,0,1,0,0,0
8,8,74,0,8,79,0,8,0,0,0
8,16,83,0,16,97,0,16,0,0,0
8,2,73,0,2,83,0,2,0,0,0
8,6,93,0,6,84,0,6,0,0,0
8,20,91,0,20,84,0,20,0,0,2
8,12,85,0,12,84,0,12,0,0,0
8,15,87,0,15,91,0,15,0,0,0
8,3,79,0,3,83,0,3,0,0,0
8,4,86,0,4,91,0,4,0,0,0
8,8,75,0,8,77,0,8,0,0,0
8,19,91,0,19,78,1,19,0,0,0
8,2,91,0,2,81,0,2,0,0,0
8,14,94,0,14,98,1,14,0,0,4
8,6,78,0,6,81,0,6,0,1,0
8,16,82,0,16,85,0,16,0,0,2
8,2,93,0,2,76,0,2,0,0,1
8,2,84,0,2,79,0,2,0,0,0
8,4,78,0,4,76,0,4,0,0,0
8,14,65,0,14,72,0,14,0,0,0
8,9,76,0,9,77,0,9,0,0,0
8,2,78,0,2,68,0,2,0,0,0
8,2,91,0,2,88,0,2,0,0,0
8,2,74,0,2,90,1,2,0,0,0
8,6,86,0,6,75,0,6,0,1,0
8,22,81,0,22,87,1,22,0,0,0
8,11,81,0,11,86,0,11,0,0,0
8,3,83,0,3,75,0,3,0,0,0
8,2,81,0,2,86,0,2,0,0,0
8,2,75,0,2,91,0,2,0,0,0
8,19,85,0,19,77,0,19,0,0,0
8,16,93,0,16,97,0,16,0,0,0
8,30,76,0,30,79,0,30,0,0,0
8,2,87,0,2,81,0,2,0,0,0
8,9,79,0,9,73,0,9,0,0,0
8,28,77,0,28,81,0,28,0,0,0
8,12,88,0,12,86,0,12,0,0,0
8,2,86,0,2,88,1,2,0,0,1
8,42,82,0,42,92,0,42,0,0,0
8,1,89,0,1,82,0,1,0,0,0
8,4,90,0,4,67,0,4,0,0,1
8,2,69,0,2,75,1,2,0,0,0
8,3,74,0,3,83,0,3,0,0,0
8,4,87,0,4,74,1,4,0,0,2
8,1,75,0,1,77,0,1,0,0,0
8,1,94,0,1,88,0,1,0,0,0
8,4,72,0,4,73,0,4,0,0,2
8,10,80,0,10,85,0,10,0,0,0
8,2,80,0,2,77,1,2,0,0,0
8,33,73,0,33,91,1,33,0,0,0
8,1,88,0,1,93,0,1,0,0,0
8,9,87,0,9,66,0,9,0,0,0
