n,|M(A)|,D_ktA,|M(A)A|,|M(B)|,D_ktB,|M(B)B|,|M(AUB)|,|M(AUB)A|,|M(AUB)B|,|M(AUB)(M(A)UM(B))|
4,1,20,1,1,17,1,1,1,0,0
4,1,14,0,1,19,2,1,0,1,0
4,3,16,0,3,17,1,3,1,1,0
4,2,19,0,2,17,0,2,1,1,1
4,1,17,1,1,18,1,1,0,1,0
4,12,19,1,12,19,1,12,6,6,3
4,1,15,2,1,15,2,1,1,1,1
4,1,18,0,1,17,2,1,1,0,0
4,2,20,1,2,18,3,2,0,2,1
4,12,18,0,12,20,1,12,5,4,0
4,2,21,1,2,19,1,2,1,1,2
4,1,19,0,1,16,2,1,0,1,0
4,2,17,2,2,21,3,2,1,1,1
4,1,16,2,1,18,2,1,1,1,1
4,1,19,2,1,20,2,1,0,1,0
4,1,13,1,1,16,2,1,1,0,0
4,2,18,0,2,16,1,2,1,1,1
4,1,19,0,1,15,2,1,0,1,1
4,3,16,0,3,16,2,3,1,1,1
4,1,22,0,1,15,1,1,0,0,1
4,1,19,0,1,15,1,1,0,1,1
4,1,18,1,1,13,1,1,1,1,1
4,2,13,0,2,16,1,2,1,1,0
4,12,20,0,12,20,1,12,4,5,2
4,5,23,2,5,21,2,5,2,2,2
4,8,17,1,8,19,2,8,3,4,1
4,3,20,2,3,21,4,3,1,2,0
4,1,20,0,1,15,2,1,1,0,0
4,1,16,1,1,19,2,1,1,0,0
4,5,16,0,5,19,2,5,2,2,1
4,4,21,1,4,18,4,4,0,3,3
4,3,15,1,3,17,2,3,3,2,1
4,2,18,2,2,22,3,2,2,1,1
4,2,18,0,2,18,1,2,1,1,1
4,1,16,1,1,15,1,1,1,0,0
4,1,17,0,1,20,2,1,1,0,0
4,1,16,0,1,18,2,1,1,0,0
4,1,18,1,1,21,3,1,1,0,0
4,1,21,0,1,14,1,1,0,1,1
4,1,18,2,1,20,4,1,0,1,1
4,2,16,0,2,15,2,2,1,1,1
4,1,19,1,1,16,3,1,0,1,0
4,1,19,0,1,15,1,1,0,1,1
4,5,16,1,5,16,2,5,2,3,2
4,1,14,3,1,19,3,1,1,1,1
4,2,14,1,2,17,1,2,2,1,1
4,2,19,1,2,18,1,2,1,1,2
4,3,17,0,3,16,1,3,2,2,1
4,1,17,2,1,14,3,1,1,1,1
4,1,20,1,1,17,1,1,1,1,1
4,1,12,0,1,17,1,1,1,1,0
4,1,21,2,1,21,3,1,0,1,1
4,1,17,1,1,12,1,1,1,1,1
4,1,17,3,1,19,3,1,1,1,1
4,1,18,1,1,17,3,1,1,1,1
4,2,22,1,2,18,2,2,1,2,2
4,12,23,4,12,23,5,12,4,5,12
4,3,20,0,3,18,1,3,1,2,1
4,1,19,1,1,15,2,1,0,1,1
4,1,14,3,1,20,4,1,1,0,0
4,1,17,1,1,19,3,1,1,1,0
4,1,17,2,1,19,2,1,1,0,1
4,2,18,1,2,21,1,2,1,2,0
4,4,22,1,4,20,1,4,2,3,1
4,4,18,1,4,18,2,4,2,3,2
4,1,18,0,1,17,1,1,1,0,0
4,12,15,0,12,19,3,12,6,6,2
4,1,20,1,1,15,2,1,1,0,0
4,2,13,1,2,20,2,2,2,1,1
4,2,20,1,2,15,2,2,0,1,0
4,1,17,2,1,17,1,1,1,0,1
4,1,18,0,1,16,1,1,0,1,1
4,1,16,2,1,17,1,1,1,0,1
4,1,21,1,1,18,2,1,1,1,1
4,3,13,0,3,12,1,3,1,2,0
4,1,15,1,1,19,4,1,0,1,0
4,1,18,0,1,22,3,1,1,0,0
4,1,16,1,1,17,2,1,1,1,0
4,2,19,0,2,14,1,2,1,1,1
4,2,16,0,2,20,1,2,1,1,1
4,1,16,0,1,20,3,1,0,1,0
4,1,17,0,1,14,2,1,0,1,1
4,1,15,2,1,15,1,1,0,1,0
4,3,22,0,3,15,1,3,1,2,1
4,1,16,0,1,13,2,1,0,1,0
4,1,18,1,1,15,1,1,1,1,1
4,5,15,0,5,17,2,5,4,1,0
4,1,15,0,1,19,2,1,1,0,0
4,2,18,1,2,16,1,2,1,1,0
4,3,19,2,3,14,3,3,2,3,2
4,1,16,0,1,19,1,1,1,0,0
4,3,20,0,3,15,1,3,1,3,1
4,1,18,0,1,17,1,1,1,0,0
4,1,16,0,1,17,1,1,1,0,0
4,2,14,0,2,17,1,2,2,1,0
4,1,16,2,1,16,4,1,1,1,1
4,1,21,0,1,20,2,1,0,1,1
4,1,22,0,1,14,1,1,0,1,1
4,1,17,1,1,15,1,1,1,0,1
4,1,20,1,1,14,2,1,0,1,0
