n,|M(A)|,D_ktA,|M(A)A|,|M(B)|,D_ktB,|M(B)B|,|M(AUB)|,|M(AUB)A|,|M(AUB)B|,|M(AUB)(M(A)UM(B))|
9,4,83,0,4,81,0,4,0,0,0
9,19,80,0,19,85,0,19,0,0,1
9,3,93,0,3,92,0,3,0,0,0
9,4,81,0,4,84,0,4,0,0,0
9,5,85,0,5,74,0,5,0,0,0
9,33,100,0,33,78,0,33,0,0,0
9,2,86,0,2,82,0,2,0,0,0
9,5,79,0,5,72,0,5,0,0,0
9,8,83,0,8,73,0,8,0,0,0
9,18,98,0,18,95,0,18,0,0,0
9,26,95,0,26,91,0,26,0,0,0
9,3,82,0,3,82,0,3,0,0,0
9,6,86,0,6,73,0,6,0,0,0
9,1,88,0,1,96,0,1,0,0,0
9,3,93,0,3,89,0,3,0,0,0
9,19,96,0,19,83,0,19,0,0,0
9,19,73,0,19,86,0,19,0,0,0
9,11,88,0,11,84,0,11,0,0,0
9,3,88,0,3,89,0,3,0,0,0
9,41,94,0,41,88,0,41,0,0,0
9,4,91,0,4,84,0,4,0,0,0
9,2,93,0,2,104,0,2,0,0,0
9,2,101,0,2,84,0,2,0,0,0
9,3,91,0,3,85,0,3,0,0,0
9,3,74,0,3,96,0,3,0,0,0
9,6,88,0,6,98,0,6,0,0,0
9,36,92,0,36,87,0,36,0,0,0
9,8,84,0,8,81,0,8,0,0,0
9,4,85,0,4,69,0,4,0,0,0
9,14,94,0,14,76,0,14,0,0,0
9,1,84,0,1,100,0,1,0,0,0
9,4,67,0,4,87,0,4,0,0,0
9,2,99,0,2,78,0,2,0,0,0
9,1,93,0,1,93,0,1,0,0,0
9,6,77,0,6,87,0,6,0,0,0
9,8,99,0,8,83,0,8,0,0,0
9,8,81,0,8,88,0,8,0,0,0
9,12,66,0,12,92,0,12,0,0,0
9,54,86,0,54,86,0,54,0,0,0
9,4,90,0,4,88,0,4,0,0,0
9,6,88,0,6,102,0,6,0,0,0
9,9,85,0,9,92,0,9,0,0,0
9,2,82,0,2,96,0,2,0,0,1
9,6,98,0,6,91,0,6,0,0,0
9,6,61,0,6,90,0,6,0,0,0
9,8,98,0,8,77,0,8,0,0,1
9,12,104,0,12,104,0,12,0,0,0
9,6,78,0,6,86,0,6,0,0,0
9,30,88,0,30,95,0,30,0,0,0
9,1,102,0,1,89,0,1,0,0,0
9,1,77,0,1,91,0,1,0,0,0
9,3,96,0,3,88,0,3,0,0,0
9,4,72,0,4,90,0,4,0,0,0
9,1,84,0,1,91,0,1,0,0,0
9,4,86,0,4,83,0,4,0,0,0
9,18,87,0,18,95,0,18,0,0,0
9,29,93,0,29,99,0,29,0,0,0
9,23,81,0,23,83,0,23,0,0,1
9,3,92,0,3,97,0,3,0,0,0
9,81,96,0,81,81,0,81,0,0,0
9,5,98,0,5,99,0,5,0,0,0
9,12,94,0,12,90,0,12,0,0,0
9,7,92,0,7,83,0,7,0,0,0
9,19,93,0,19,99,0,19,0,0,0
9,6,75,0,6,91,0,6,0,0,0
9,143,98,0,143,104,0,143,0,0,0
9,4,84,0,4,95,0,4,0,0,0
9,32,90,0,32,89,0,32,0,0,0
9,3,96,0,3,69,0,3,0,0,0
9,1,90,0,1,93,0,1,0,0,0
9,4,92,0,4,83,0,4,0,0,0
9,7,80,0,7,107,0,7,0,0,0
9,3,86,0,3,88,0,3,0,0,0
9,6,77,0,6,89,0,6,0,0,0
9,1,91,0,1,92,0,1,0,0,0
9,15,73,0,15,101,0,15,0,0,0
9,48,90,0,48,82,0,48,0,0,1
9,35,83,0,35,98,0,35,0,0,0
9,12,76,0,12,83,0,12,0,0,0
9,1,93,0,1,97,0,1,0,0,0
9,1,86,0,1,97,0,1,0,0,0
9,3,85,0,3,87,0,3,0,0,0
9,5,91,0,5,90,0,5,0,0,0
9,4,90,0,4,83,0,4,0,0,0
9,1,83,0,1,82,0,1,0,0,0
9,24,77,0,24,86,0,24,0,0,0
9,2,91,0,2,92,0,2,0,0,0
9,4,92,0,4,94,0,4,0,0,0
9,15,94,0,15,93,0,15,0,0,0
9,8,89,0,8,87,0,8,0,0,0
9,8,90,0,8,88,0,8,0,0,0
9,9,89,0,9,93,0,9,0,0,1
9,4,72,0,4,79,0,4,0,0,0
9,19,94,0,19,94,0,19,0,0,0
9,8,100,0,8,87,0,8,0,0,0
9,8,97,0,8,87,0,8,0,0,0
9,12,92,0,12,86,0,12,0,0,0
9,14,101,0,14,88,0,14,0,0,1
9,5,95,0,5,84,0,5,0,0,0
9,10,89,0,10,99,0,10,0,0,0
