n,|M(A)|,D_ktA,|M(A)A|,|M(B)|,D_ktB,|M(B)B|,|M(AUB)|,|M(AUB)A|,|M(AUB)B|,|M(AUB)(M(A)UM(B))|
7,6,12,0,6,18,0,6,0,0,0
7,12,11,0,12,16,0,12,2,0,0
7,30,16,0,30,17,0,30,1,0,0
7,39,19,0,39,22,0,39,0,1,0
7,8,21,0,8,14,0,8,0,0,1
7,36,14,0,36,13,0,36,0,1,0
7,22,20,0,22,14,2,22,0,0,0
7,19,17,0,19,17,0,19,0,0,0
7,8,18,0,8,12,0,8,0,0,0
7,26,12,0,26,16,0,26,0,0,0
7,21,24,0,21,23,1,21,0,0,0
7,30,12,0,30,12,1,30,0,0,0
7,3,20,0,3,14,0,3,0,0,1
7,2,11,0,2,14,0,2,0,0,0
7,8,12,0,8,12,1,8,1,0,0
7,6,11,0,6,11,0,6,0,0,0
7,8,14,0,8,15,0,8,0,0,0
7,4,16,0,4,19,1,4,1,0,0
7,24,10,0,24,8,0,24,0,0,0
7,6,10,0,6,17,0,6,0,0,0
7,11,15,0,11,15,0,11,0,0,0
7,14,14,0,14,11,0,14,1,0,0
7,9,13,0,9,22,0,9,1,0,0
7,3,11,0,3,14,0,3,0,0,0
7,42,16,0,42,20,0,42,1,1,0
7,24,21,0,24,19,1,24,0,1,0
7,3,13,0,3,14,0,3,0,1,0
7,36,21,0,36,22,0,36,0,0,0
7,2,16,0,2,15,0,2,0,0,0
7,1,11,0,1,20,0,1,0,0,0
7,66,18,0,66,18,0,66,0,0,0
7,6,19,0,6,13,0,6,0,0,0
7,8,21,0,8,16,0,8,0,0,1
7,9,17,0,9,16,0,9,0,1,0
7,8,19,0,8,22,0,8,0,0,0
7,4,16,0,4,19,0,4,1,0,0
7,25,16,0,25,14,0,25,0,0,0
7,7,15,0,7,19,1,7,0,1,1
7,23,8,0,23,15,0,23,0,0,0
7,7,18,0,7,20,0,7,0,0,1
7,84,25,0,84,21,0,84,0,0,1
7,6,10,0,6,14,1,6,0,0,0
7,4,18,0,4,20,0,4,0,0,0
7,8,11,0,8,18,0,8,0,0,0
7,30,18,0,30,16,0,30,0,0,1
7,16,17,0,16,18,0,16,0,1,0
7,6,20,0,6,15,0,6,0,1,0
7,14,19,0,14,13,1,14,0,0,0
7,8,18,0,8,18,0,8,0,0,0
7,37,17,0,37,10,0,37,0,1,0
7,21,17,0,21,18,0,21,0,1,0
7,14,15,0,14,18,0,14,0,0,0
7,3,16,0,3,20,1,3,0,0,0
7,11,19,0,11,22,0,11,1,0,0
7,14,16,0,14,16,0,14,1,0,0
7,15,14,0,15,14,0,15,0,0,0
7,24,19,0,24,19,0,24,1,0,0
7,42,16,0,42,12,0,42,1,0,0
7,48,16,0,48,17,0,48,0,1,1
7,22,17,0,22,17,0,22,1,0,1
7,4,16,0,4,19,1,4,0,1,0
7,24,14,0,24,17,0,24,0,0,0
7,19,17,0,19,13,0,19,0,0,1
7,11,14,0,11,18,0,11,0,0,0
7,23,18,0,23,21,0,23,0,0,0
7,9,16,0,9,16,0,9,0,1,0
7,3,17,0,3,13,0,3,0,0,0
7,6,13,0,6,18,0,6,1,0,0
7,21,17,0,21,15,0,21,0,1,0
7,24,15,0,24,21,0,24,1,0,0
7,16,20,0,16,16,0,16,0,0,0
7,9,15,0,9,18,0,9,0,0,0
7,5,11,0,5,21,0,5,0,0,0
7,18,12,0,18,20,0,18,0,0,0
7,4,16,0,4,20,0,4,0,0,1
7,33,18,0,33,12,0,33,0,0,1
7,30,18,0,30,17,0,30,0,0,0
7,19,20,0,19,20,0,19,0,0,0
7,5,13,0,5,20,0,5,0,0,0
7,6,24,0,6,18,0,6,1,1,0
7,1,17,0,1,18,0,1,0,0,0
7,9,19,0,9,17,0,9,0,0,0
7,9,20,0,9,15,0,9,0,0,1
7,13,20,0,13,20,0,13,0,0,0
7,12,16,0,12,19,0,12,1,0,0
7,9,21,0,9,14,0,9,0,0,0
7,31,20,0,31,14,0,31,0,0,0
7,1,19,0,1,23,1,1,1,0,0
7,174,22,0,174,24,0,174,0,1,3
7,7,13,0,7,20,0,7,0,0,0
7,28,9,0,28,13,0,28,0,0,0
7,67,19,0,67,20,0,67,0,1,1
7,10,19,0,10,18,1,10,0,0,0
7,3,12,0,3,15,0,3,0,0,0
7,3,13,0,3,22,0,3,0,0,0
7,3,18,0,3,15,0,3,0,0,1
7,22,12,0,22,16,0,22,0,1,0
7,25,19,0,25,22,0,25,0,0,1
7,1,20,0,1,17,0,1,0,0,0
7,1,11,0,1,22,0,1,1,0,0
