n,|M(A)|,D_ktA,|M(A)A|,|M(B)|,D_ktB,|M(B)B|,|M(AUB)|,|M(AUB)A|,|M(AUB)B|,|M(AUB)(M(A)UM(B))|
6,1,54,0,1,46,0,1,0,0,1
6,1,44,0,1,44,0,1,0,0,1
6,3,54,0,3,46,0,3,0,1,0
6,2,43,0,2,53,0,2,0,0,1
6,7,41,0,7,46,0,7,0,1,0
6,1,40,0,1,55,0,1,0,0,0
6,6,49,0,6,51,1,6,0,1,1
6,2,43,0,2,52,0,2,0,1,0
6,1,54,0,1,49,0,1,0,0,0
6,3,45,0,3,51,0,3,0,1,0
6,2,43,0,2,47,0,2,0,0,0
6,4,38,0,4,50,0,4,1,0,0
6,4,58,0,4,42,0,4,0,1,1
6,5,54,0,5,46,0,5,0,0,0
6,4,53,0,4,51,0,4,0,0,0
6,6,47,0,6,48,0,6,1,0,0
6,2,46,0,2,57,0,2,0,0,0
6,3,51,0,3,54,0,3,1,0,0
6,1,54,0,1,52,0,1,0,0,1
6,9,49,0,9,49,0,9,0,0,0
6,3,47,0,3,35,0,3,0,0,0
6,2,48,0,2,44,0,2,0,1,0
6,2,55,0,2,49,0,2,0,0,0
6,4,31,0,4,50,0,4,0,0,0
6,3,48,0,3,57,1,3,2,0,0
6,3,48,0,3,47,0,3,1,1,0
6,3,42,0,3,47,0,3,1,0,0
6,1,50,0,1,40,0,1,0,0,0
6,7,55,0,7,50,1,7,0,1,0
6,1,49,0,1,52,0,1,1,0,0
6,1,56,0,1,53,0,1,0,0,0
6,1,54,0,1,53,0,1,0,0,0
6,2,52,0,2,46,0,2,1,0,0
6,7,54,0,7,49,0,7,0,0,1
6,1,50,0,1,48,0,1,0,1,0
6,3,51,0,3,52,0,3,0,0,0
6,1,43,0,1,59,0,1,0,0,0
6,44,53,0,44,57,0,44,2,1,0
6,2,46,0,2,42,0,2,1,1,0
6,6,40,0,6,49,0,6,0,1,0
6,1,58,0,1,43,0,1,0,0,0
6,5,52,0,5,50,0,5,0,1,0
6,1,49,0,1,47,0,1,0,0,0
6,1,51,0,1,56,0,1,0,0,0
6,3,47,0,3,48,0,3,0,0,0
6,6,47,0,6,54,0,6,2,1,0
6,3,51,1,3,54,0,3,0,0,1
6,3,48,0,3,54,0,3,0,0,0
6,1,53,0,1,49,0,1,0,0,0
6,6,60,0,6,50,0,6,0,0,1
6,9,51,0,9,53,0,9,1,0,0
6,1,54,0,1,52,0,1,0,0,0
6,4,54,0,4,53,0,4,1,0,0
6,1,51,0,1,58,0,1,0,0,0
6,2,50,0,2,53,0,2,0,0,0
6,3,47,0,3,53,0,3,1,0,0
6,12,51,0,12,53,0,12,1,1,0
6,2,57,0,2,46,1,2,0,1,0
6,6,54,0,6,37,1,6,0,1,1
6,3,50,0,3,54,0,3,1,0,0
6,1,52,0,1,41,0,1,0,0,0
6,10,49,0,10,47,0,10,0,2,0
6,1,56,0,1,43,0,1,0,0,0
6,16,53,0,16,45,0,16,1,1,1
6,10,54,0,10,54,0,10,1,0,0
6,16,54,0,16,47,0,16,0,1,1
6,1,48,0,1,48,1,1,0,0,0
6,10,43,0,10,60,0,10,1,0,0
6,1,46,0,1,50,1,1,0,0,0
6,1,50,0,1,50,0,1,0,0,0
6,2,50,0,2,49,0,2,0,0,0
6,5,44,0,5,56,0,5,0,1,0
6,3,47,0,3,47,0,3,0,0,0
6,6,54,0,6,46,0,6,0,0,1
6,8,53,0,8,50,0,8,1,1,0
6,9,49,0,9,38,0,9,0,0,0
6,4,52,0,4,47,0,4,0,0,0
6,3,48,0,3,54,0,3,0,0,0
6,2,50,0,2,58,0,2,0,0,0
6,1,52,0,1,56,1,1,0,0,0
6,4,43,0,4,57,0,4,0,0,0
6,4,54,0,4,55,1,4,0,0,0
6,15,48,0,15,49,0,15,1,0,0
6,3,55,0,3,56,0,3,0,0,0
6,4,49,0,4,49,0,4,0,0,0
6,2,56,0,2,49,0,2,0,0,1
6,2,44,0,2,53,0,2,1,0,0
6,1,49,0,1,51,0,1,0,0,0
6,3,43,0,3,44,0,3,0,0,0
6,4,53,0,4,54,0,4,0,0,0
6,6,50,0,6,53,1,6,1,0,0
6,4,48,0,4,51,1,4,0,0,0
6,8,54,0,8,43,0,8,2,0,2
6,1,50,0,1,49,0,1,0,1,0
6,1,52,0,1,54,0,1,0,1,0
6,10,46,0,10,45,0,10,0,1,0
6,7,54,0,7,50,0,7,0,0,0
6,3,50,0,3,53,0,3,0,0,0
6,1,51,0,1,52,0,1,0,0,0
6,2,48,0,2,47,0,2,1,0,0
