n,|M(A)|,D_ktA,|M(A)A|,|M(B)|,D_ktB,|M(B)B|,|M(AUB)|,|M(AUB)A|,|M(AUB)B|,|M(AUB)(M(A)UM(B))|
8,11,57,0,11,53,0,11,0,0,0
8,9,40,0,9,45,0,9,0,0,0
8,26,48,0,26,56,0,26,0,0,0
8,1,44,0,1,42,0,1,0,0,0
8,36,47,0,36,48,0,36,1,0,0
8,24,44,0,24,40,0,24,0,0,0
8,4,44,0,4,42,0,4,0,0,0
8,11,39,0,11,44,0,11,0,1,0
8,18,44,0,18,40,0,18,0,0,0
8,17,47,0,17,49,0,17,0,0,0
8,1,45,0,1,48,0,1,0,0,0
8,3,38,0,3,52,0,3,0,0,0
8,6,41,0,6,42,0,6,0,0,0
8,11,50,0,11,38,0,11,0,0,0
8,2,38,0,2,41,0,2,0,0,0
8,2,42,0,2,49,0,2,0,0,0
8,12,30,0,12,47,0,12,0,0,0
8,16,47,0,16,36,0,16,0,0,1
8,3,44,0,3,50,0,3,0,0,0
8,40,44,0,40,45,0,40,1,0,0
8,2,51,0,2,51,0,2,0,0,0
8,20,45,0,20,53,0,20,0,0,0
8,6,55,0,6,47,0,6,0,0,1
8,1,49,0,1,50,0,1,0,0,0
8,44,51,0,44,47,0,44,0,0,0
8,4,48,0,4,43,0,4,0,0,0
8,24,45,0,24,34,0,24,0,0,0
8,4,34,0,4,42,0,4,0,0,0
8,12,37,0,12,52,0,12,0,0,0
8,4,39,0,4,51,0,4,0,0,0
8,24,49,0,24,45,0,24,0,0,0
8,3,44,0,3,53,0,3,0,0,0
8,4,45,0,4,40,0,4,0,0,3
8,1,44,0,1,47,0,1,0,0,0
8,12,53,0,12,54,0,12,0,0,1
8,14,49,0,14,46,0,14,0,0,0
8,8,41,0,8,47,0,8,0,0,0
8,24,49,0,24,41,0,24,0,0,0
8,4,36,0,4,45,0,4,0,0,0
8,18,50,0,18,53,0,18,1,0,0
8,15,53,0,15,47,0,15,0,0,1
8,2,42,0,2,45,0,2,0,0,0
8,1,44,0,1,46,0,1,0,0,0
8,27,51,0,27,44,0,27,0,0,0
8,7,54,0,7,37,0,7,0,0,0
8,3,33,0,3,52,0,3,0,0,0
8,6,38,0,6,45,0,6,0,0,0
8,28,46,0,28,44,0,28,0,0,1
8,2,44,0,2,35,0,2,0,0,0
8,33,46,0,33,44,0,33,0,0,0
8,26,59,0,26,45,0,26,0,0,3
8,8,46,0,8,40,0,8,0,0,0
8,50,47,0,50,43,1,50,0,0,0
8,9,49,0,9,48,0,9,0,0,0
8,51,51,0,51,48,0,51,0,0,0
8,3,43,0,3,45,0,3,0,0,0
8,2,43,0,2,42,1,2,0,0,0
8,2,48,0,2,38,0,2,0,0,0
8,6,44,0,6,46,0,6,0,0,0
8,11,40,0,11,50,1,11,0,0,0
8,12,42,0,12,46,0,12,0,0,0
8,8,46,0,8,43,0,8,0,0,0
8,3,47,0,3,34,0,3,0,0,0
8,33,46,0,33,49,0,33,1,0,0
8,30,53,0,30,45,0,30,0,0,0
8,21,48,0,21,37,0,21,0,0,0
8,3,32,0,3,55,0,3,0,0,0
8,15,50,0,15,52,1,15,0,0,0
8,1,45,0,1,48,0,1,0,0,0
8,3,46,0,3,51,0,3,0,0,0
8,4,28,0,4,57,0,4,0,0,0
8,3,46,0,3,59,0,3,0,0,0
8,8,41,0,8,45,0,8,0,0,0
8,42,41,0,42,42,0,42,0,0,1
8,5,46,0,5,55,0,5,0,0,0
8,4,45,0,4,35,0,4,0,0,0
8,11,45,0,11,51,0,11,0,0,0
8,14,45,0,14,52,0,14,0,0,0
8,5,44,0,5,46,0,5,0,0,0
8,7,56,0,7,45,0,7,0,0,0
8,9,50,0,9,52,1,9,0,1,1
8,32,51,0,32,56,0,32,0,0,0
8,9,46,0,9,47,0,9,0,0,0
8,1,45,0,1,45,0,1,0,0,0
8,1,41,0,1,47,0,1,0,0,0
8,11,47,0,11,38,0,11,0,0,0
8,4,53,0,4,45,0,4,0,0,0
8,8,47,0,8,42,0,8,0,0,0
8,6,48,0,6,39,0,6,0,0,0
8,41,48,0,41,44,0,41,0,0,0
8,3,53,0,3,43,0,3,0,0,2
8,25,44,0,25,53,0,25,1,0,0
8,12,40,0,12,38,0,12,0,0,0
8,3,51,0,3,47,0,3,0,0,0
8,12,47,0,12,46,0,12,0,0,0
8,12,52,0,12,40,0,12,0,1,0
8,12,49,0,12,38,0,12,0,0,1
8,4,40,0,4,47,0,4,0,0,0
8,36,38,0,36,46,0,36,0,0,0
8,30,39,0,30,40,0,30,0,1,0
