n,|M(A)|,D_ktA,|M(A)A|,|M(B)|,D_ktB,|M(B)B|,|M(AUB)|,|M(AUB)A|,|M(AUB)B|,|M(AUB)(M(A)UM(B))|
8,4,63,0,4,69,0,4,0,0,0
8,10,71,0,10,82,0,10,0,0,0
8,51,70,0,51,67,0,51,0,0,0
8,24,64,0,24,74,0,24,0,0,0
8,15,65,0,15,72,0,15,0,0,0
8,13,81,0,13,71,0,13,0,0,0
8,10,61,0,10,70,0,10,0,0,0
8,6,63,0,6,67,0,6,0,0,0
8,1,80,0,1,72,0,1,0,0,0
8,24,64,0,24,70,0,24,0,0,1
8,1,72,0,1,68,0,1,0,0,0
8,17,67,0,17,72,0,17,0,0,0
8,3,67,0,3,63,0,3,0,0,0
8,6,81,0,6,53,0,6,0,1,1
8,2,74,0,2,72,0,2,0,0,0
8,4,58,0,4,66,0,4,0,0,0
8,13,67,0,13,66,0,13,0,0,0
8,10,72,0,10,72,0,10,0,0,0
8,8,79,0,8,64,0,8,0,0,0
8,19,70,0,19,72,0,19,0,0,0
8,18,66,0,18,80,0,18,0,0,0
8,20,67,0,20,70,0,20,0,0,0
8,4,71,0,4,70,0,4,0,0,0
8,18,68,0,18,58,0,18,0,0,0
8,2,64,0,2,75,0,2,0,0,0
8,2,68,0,2,65,0,2,0,0,0
8,2,54,0,2,75,0,2,0,1,0
8,4,70,0,4,70,0,4,0,0,0
8,3,50,0,3,73,0,3,0,0,0
8,2,80,0,2,69,0,2,0,0,0
8,3,63,0,3,69,0,3,0,0,0
8,2,61,0,2,73,0,2,0,0,0
8,2,63,0,2,77,0,2,0,0,0
8,6,67,0,6,58,0,6,0,0,0
8,10,84,0,10,76,0,10,0,0,1
8,1,71,0,1,65,0,1,0,0,0
8,8,63,0,8,70,0,8,0,0,0
8,1,61,0,1,81,0,1,0,0,0
8,4,55,0,4,75,0,4,0,0,0
8,6,68,0,6,54,0,6,0,0,0
8,13,72,0,13,65,0,13,0,0,0
8,10,68,0,10,75,0,10,0,0,0
8,2,67,0,2,71,0,2,0,0,0
8,4,85,0,4,63,1,4,0,1,1
8,18,77,0,18,63,0,18,0,0,1
8,4,70,0,4,72,0,4,0,0,0
8,8,73,0,8,70,0,8,0,0,0
8,25,78,0,25,69,1,25,0,0,0
8,4,63,0,4,76,0,4,0,0,0
8,2,64,0,2,61,0,2,0,0,1
8,15,59,0,15,67,0,15,0,0,0
8,3,76,0,3,66,0,3,0,0,0
8,1,67,0,1,74,0,1,0,0,0
8,5,76,0,5,62,0,5,0,0,0
8,3,57,0,3,72,0,3,0,0,0
8,2,66,0,2,66,0,2,0,0,0
8,2,59,0,2,59,0,2,0,0,0
8,3,77,0,3,65,0,3,0,0,0
8,2,62,0,2,77,0,2,0,0,0
8,8,74,0,8,75,0,8,0,0,0
8,1,60,0,1,67,0,1,0,0,0
8,9,71,0,9,75,0,9,1,0,0
8,10,70,0,10,66,0,10,0,0,0
8,5,73,0,5,61,0,5,0,0,0
8,17,78,0,17,86,0,17,0,0,0
8,32,66,0,32,68,0,32,0,0,0
8,5,68,0,5,65,0,5,0,0,0
8,4,65,0,4,62,0,4,0,0,0
8,4,74,0,4,71,0,4,0,0,0
8,4,73,0,4,63,0,4,0,0,0
8,4,64,0,4,67,0,4,0,0,0
8,28,77,0,28,76,0,28,0,0,0
8,2,66,0,2,59,0,2,0,0,0
8,31,58,0,31,55,0,31,0,1,0
8,2,76,0,2,68,0,2,0,0,0
8,1,68,0,1,77,0,1,0,0,0
8,12,67,0,12,66,0,12,0,0,0
8,4,77,0,4,70,0,4,0,0,0
8,3,73,0,3,64,0,3,0,0,0
8,1,79,0,1,60,0,1,0,0,0
8,4,70,0,4,71,0,4,0,0,0
8,4,68,0,4,57,1,4,0,0,0
8,3,68,0,3,69,0,3,0,0,0
8,1,57,0,1,79,0,1,0,0,0
8,2,70,0,2,81,1,2,0,0,0
8,3,73,0,3,80,0,3,0,0,0
8,2,66,0,2,53,0,2,0,0,0
8,2,75,0,2,78,0,2,0,0,0
8,13,68,0,13,53,0,13,0,0,0
8,2,62,0,2,69,0,2,0,0,0
8,20,80,0,20,66,0,20,0,0,3
8,5,78,0,5,77,0,5,0,0,0
8,2,71,0,2,73,0,2,0,0,0
8,18,67,0,18,82,0,18,0,0,0
8,12,73,0,12,73,0,12,0,0,0
8,9,78,0,9,72,0,9,0,0,1
8,2,69,0,2,59,0,2,0,0,0
8,4,69,0,4,75,0,4,0,0,0
8,4,72,0,4,74,0,4,0,0,0
8,1,74,0,1,62,0,1,0,0,0
