n,|M(A)|,D_ktA,|M(A)A|,|M(B)|,D_ktB,|M(B)B|,|M(AUB)|,|M(AUB)A|,|M(AUB)B|,|M(AUB)(M(A)UM(B))|
9,2,112,0,2,125,0,2,0,0,0
9,6,112,0,6,116,0,6,0,0,0
9,3,108,0,3,119,0,3,0,0,0
9,4,125,0,4,119,0,4,0,0,0
9,12,116,0,12,122,0,12,0,0,0
9,32,96,0,32,118,0,32,0,0,0
9,1,122,0,1,110,0,1,0,0,0
9,1,107,0,1,113,0,1,0,0,0
9,5,130,0,5,116,0,5,0,0,0
9,2,109,0,2,123,0,2,0,0,0
9,13,120,0,13,126,0,13,0,0,0
9,22,111,0,22,125,0,22,0,0,0
9,6,120,0,6,131,0,6,0,0,0
9,2,127,0,2,114,0,2,0,0,0
9,1,127,0,1,110,0,1,0,0,0
9,1,120,0,1,119,0,1,0,0,0
9,1,104,0,1,132,0,1,0,0,0
9,2,126,0,2,131,0,2,0,0,0
9,1,108,0,1,126,0,1,0,0,0
9,18,132,0,18,85,0,18,0,0,0
9,2,136,0,2,94,0,2,0,0,0
9,2,122,0,2,120,0,2,0,0,0
9,3,122,0,3,129,0,3,0,0,0
9,1,128,0,1,120,0,1,0,0,0
9,3,128,0,3,119,0,3,0,0,0
9,12,128,0,12,132,0,12,0,0,0
9,4,122,0,4,124,0,4,0,0,0
9,2,112,0,2,113,0,2,0,0,0
9,7,118,0,7,132,0,7,0,0,0
9,6,108,0,6,114,0,6,0,0,0
9,1,120,0,1,113,0,1,0,0,0
9,2,121,0,2,113,0,2,0,0,0
9,3,123,0,3,114,0,3,0,0,0
9,3,101,0,3,121,0,3,0,0,0
9,56,119,0,56,117,0,56,0,0,0
9,2,108,0,2,121,0,2,0,0,0
9,16,122,0,16,125,0,16,1,0,0
9,3,114,0,3,116,0,3,0,0,0
9,9,126,0,9,123,0,9,1,0,1
9,3,112,0,3,112,0,3,0,0,0
9,6,127,0,6,115,0,6,0,0,0
9,2,113,0,2,107,0,2,0,0,1
9,29,117,0,29,118,1,29,0,0,0
9,8,132,0,8,108,0,8,0,0,0
9,3,123,0,3,123,0,3,0,0,0
9,1,118,0,1,119,0,1,0,0,0
9,4,120,0,4,121,0,4,0,0,0
9,5,117,0,5,124,0,5,0,0,0
9,9,121,0,9,115,0,9,0,0,0
9,2,128,0,2,102,0,2,0,0,0
9,6,130,0,6,122,0,6,0,0,0
9,12,114,0,12,107,0,12,0,0,0
9,8,133,0,8,114,0,8,0,0,0
9,2,125,0,2,130,0,2,0,0,0
9,2,112,0,2,123,0,2,0,0,0
9,10,129,0,10,107,0,10,0,0,0
9,22,114,0,22,106,0,22,0,0,0
9,1,127,0,1,120,0,1,0,0,0
9,23,120,0,23,137,0,23,0,0,0
9,2,108,0,2,110,0,2,0,0,0
9,3,109,0,3,116,0,3,0,0,0
9,1,102,0,1,110,0,1,0,0,0
9,10,123,0,10,114,0,10,0,0,0
9,7,110,0,7,109,0,7,0,0,0
9,12,98,0,12,116,0,12,0,0,0
9,24,113,0,24,108,0,24,0,0,0
9,27,114,0,27,129,0,27,0,0,0
9,6,136,0,6,122,0,6,0,0,0
9,2,135,0,2,121,0,2,0,0,0
9,75,125,0,75,125,0,75,0,0,0
9,2,111,0,2,105,0,2,0,0,0
9,8,99,0,8,119,0,8,0,0,0
9,4,122,0,4,114,0,4,0,0,0
9,13,104,0,13,107,0,13,0,0,0
9,8,124,0,8,103,0,8,0,0,0
9,6,128,0,6,99,0,6,0,0,0
9,4,121,0,4,107,0,4,0,0,0
9,24,119,0,24,122,0,24,0,0,0
9,9,131,0,9,113,0,9,0,0,0
9,7,133,0,7,108,0,7,0,0,0
9,3,109,0,3,104,0,3,0,0,0
9,2,122,0,2,141,0,2,0,0,0
9,2,111,0,2,122,0,2,0,0,0
9,24,128,0,24,104,0,24,0,0,1
9,9,119,0,9,130,0,9,0,0,0
9,3,131,0,3,111,0,3,0,0,0
9,1,120,0,1,126,0,1,0,0,0
9,4,112,0,4,131,0,4,0,0,0
9,3,118,0,3,110,0,3,0,0,0
9,7,121,0,7,124,0,7,0,0,0
9,4,118,0,4,121,0,4,0,0,0
9,1,117,0,1,127,0,1,0,0,0
9,3,129,0,3,107,0,3,0,0,0
9,8,98,0,8,121,0,8,0,0,0
9,3,111,0,3,118,0,3,0,0,0
9,6,112,0,6,127,0,6,0,0,0
9,6,115,0,6,129,0,6,0,0,0
9,4,116,0,4,115,0,4,0,0,0
9,6,113,0,6,125,0,6,0,0,0
9,7,136,0,7,90,0,7,0,0,2
