n,|M(A)|,D_ktA,|M(A)A|,|M(B)|,D_ktB,|M(B)B|,|M(AUB)|,|M(AUB)A|,|M(AUB)B|,|M(AUB)(M(A)UM(B))|
4,1,8,0,1,8,1,1,0,0,0
4,1,10,1,1,9,1,1,1,1,1
4,1,7,1,1,9,1,1,1,1,0
4,1,9,0,1,11,1,1,1,0,0
4,2,8,0,2,8,0,2,1,1,0
4,1,11,0,1,9,1,1,0,1,0
4,3,13,0,3,12,1,3,1,1,1
4,5,8,0,5,9,2,5,2,2,1
4,1,7,0,1,12,1,1,1,0,0
4,1,10,0,1,9,1,1,0,1,1
4,1,11,1,1,8,1,1,1,1,1
4,4,12,0,4,10,0,4,0,2,0
4,1,8,0,1,9,1,1,1,0,0
4,3,13,1,3,11,1,3,2,2,1
4,2,10,0,2,12,1,2,0,1,0
4,1,11,0,1,11,0,1,0,1,0
4,2,8,1,2,10,1,2,2,1,0
4,1,9,1,1,7,1,1,0,0,0
4,1,10,0,1,10,0,1,0,1,0
4,4,12,0,4,11,1,4,0,2,1
4,1,10,0,1,7,1,1,0,1,0
4,1,7,0,1,8,1,1,1,0,0
4,1,13,0,1,9,1,1,0,1,1
4,5,8,0,5,9,1,5,2,2,1
4,1,5,0,1,12,1,1,1,0,0
4,1,13,1,1,12,1,1,0,1,1
4,1,12,0,1,10,0,1,1,0,0
4,1,7,0,1,8,0,1,1,0,0
4,3,9,1,3,9,1,3,1,0,0
4,8,8,0,8,10,0,8,4,2,1
4,1,10,0,1,9,1,1,1,0,0
4,24,11,0,24,11,0,24,5,5,1
4,1,10,0,1,10,0,1,1,0,0
4,1,10,0,1,8,1,1,0,1,1
4,1,10,0,1,6,1,1,0,1,1
4,5,9,0,5,10,0,5,2,3,1
4,1,10,0,1,9,0,1,0,1,0
4,1,12,0,1,7,1,1,0,1,1
4,2,12,0,2,11,0,2,1,0,0
4,1,11,0,1,11,1,1,0,1,1
4,4,11,0,4,9,1,4,0,3,1
4,1,8,0,1,8,1,1,1,0,0
4,6,11,0,6,13,0,6,3,1,0
4,1,12,0,1,9,1,1,0,1,0
4,1,9,0,1,10,1,1,1,0,0
4,1,9,0,1,7,1,1,1,0,0
4,3,11,0,3,10,0,3,2,1,0
4,1,10,0,1,11,1,1,0,1,0
4,1,11,0,1,7,1,1,0,1,0
4,1,11,1,1,11,0,1,1,0,1
4,6,11,0,6,10,1,6,2,3,1
4,2,9,1,2,11,1,2,1,0,1
4,3,11,0,3,11,0,3,2,0,0
4,4,8,1,4,9,0,4,1,2,0
4,3,13,0,3,8,0,3,0,2,1
4,1,11,0,1,10,0,1,0,1,0
4,1,6,2,1,13,2,1,1,1,1
4,3,8,0,3,9,1,3,1,2,0
4,1,11,0,1,10,1,1,0,0,0
4,3,7,0,3,11,0,3,2,0,0
4,1,6,2,1,11,2,1,1,1,1
4,6,10,0,6,7,0,6,1,3,1
4,2,13,0,2,9,0,2,0,2,0
4,1,10,0,1,13,0,1,0,0,1
4,2,8,2,2,12,2,2,1,1,1
4,2,12,1,2,10,1,2,2,1,1
4,1,8,0,1,9,1,1,1,0,0
4,1,9,0,1,8,1,1,0,1,0
4,2,11,0,2,12,1,2,1,1,1
4,1,8,0,1,9,0,1,1,1,0
4,1,10,0,1,8,1,1,1,0,0
4,1,9,0,1,12,1,1,0,1,1
4,1,12,0,1,8,0,1,0,1,0
4,1,10,0,1,12,1,1,1,0,0
4,1,11,0,1,12,0,1,0,1,0
4,4,8,0,4,10,1,4,3,0,0
4,1,13,0,1,8,1,1,0,1,0
4,1,7,0,1,9,0,1,1,1,0
4,1,8,0,1,8,1,1,1,1,0
4,1,11,0,1,11,0,1,1,0,0
4,1,11,0,1,9,0,1,0,1,0
4,12,9,0,12,9,0,12,5,3,1
4,4,13,0,4,12,1,4,2,1,1
4,1,9,0,1,7,1,1,0,1,1
4,3,9,0,3,10,1,3,2,1,0
4,1,11,0,1,9,1,1,0,1,1
4,8,10,0,8,10,1,8,3,2,1
4,1,11,0,1,9,1,1,1,0,0
4,3,11,1,3,11,1,3,1,1,2
4,2,10,0,2,10,2,2,0,2,1
4,1,8,1,1,12,1,1,1,1,1
4,3,9,0,3,7,1,3,0,2,1
4,2,9,0,2,8,1,2,1,1,0
4,1,10,0,1,13,0,1,1,0,0
4,4,11,1,4,8,1,4,2,3,1
4,2,8,2,2,13,2,2,1,2,2
4,1,11,0,1,10,1,1,0,1,0
4,1,9,1,1,11,2,1,1,0,1
4,2,9,0,2,12,1,2,1,1,0
4,1,11,0,1,9,1,1,1,0,0
