n,|M(A)|,D_ktA,|M(A)A|,|M(B)|,D_ktB,|M(B)B|,|M(AUB)|,|M(AUB)A|,|M(AUB)B|,|M(AUB)(M(A)UM(B))|
7,4,75,0,4,87,0,4,0,0,0
7,1,73,0,1,80,0,1,0,0,0
7,5,80,0,5,76,0,5,0,0,0
7,1,73,0,1,78,0,1,0,0,0
7,2,72,0,2,84,0,2,0,0,1
7,1,70,0,1,80,1,1,0,0,0
7,1,78,0,1,80,0,1,0,0,0
7,3,79,0,3,68,0,3,0,0,3
7,15,87,0,15,74,0,15,0,0,0
7,2,77,0,2,88,1,2,0,0,0
7,7,73,0,7,72,0,7,0,0,2
7,3,73,0,3,81,0,3,0,0,1
7,25,80,0,25,79,0,25,0,0,0
7,1,70,0,1,73,1,1,0,0,0
7,16,77,0,16,73,1,16,0,1,0
7,8,78,0,8,76,0,8,0,0,0
7,3,85,0,3,77,0,3,0,0,0
7,7,78,0,7,98,3,7,0,0,0
7,2,77,0,2,81,0,2,0,0,0
7,1,74,0,1,80,0,1,0,0,0
7,1,84,0,1,82,0,1,0,0,0
7,2,78,0,2,85,1,2,0,0,0
7,2,88,0,2,78,0,2,0,0,0
7,10,80,0,10,83,0,10,0,0,0
7,1,78,0,1,85,1,1,0,0,0
7,6,79,0,6,71,1,6,0,0,0
7,1,85,1,1,71,0,1,0,0,0
7,3,82,0,3,92,0,3,0,0,0
7,2,85,0,2,76,0,2,0,0,0
7,2,75,0,2,80,0,2,0,0,0
7,2,78,0,2,77,1,2,0,0,0
7,10,85,0,10,81,1,10,0,0,2
7,2,71,0,2,79,1,2,0,0,0
7,5,78,0,5,70,0,5,0,0,0
7,3,76,0,3,85,0,3,0,0,0
7,2,85,0,2,80,0,2,0,0,0
7,3,85,0,3,82,0,3,0,0,0
7,3,78,0,3,86,1,3,0,0,0
7,7,95,0,7,76,0,7,0,0,7
7,3,72,0,3,77,0,3,0,0,0
7,4,79,0,4,68,0,4,0,1,0
7,7,80,0,7,90,0,7,0,0,2
7,2,73,0,2,82,0,2,0,0,0
7,2,75,0,2,77,1,2,0,0,0
7,2,84,0,2,74,0,2,0,1,0
7,8,78,0,8,84,0,8,1,0,0
7,3,77,0,3,85,0,3,0,0,0
7,1,77,0,1,76,1,1,0,0,0
7,6,88,0,6,73,0,6,1,0,1
7,2,77,0,2,76,0,2,0,1,0
7,2,76,0,2,87,0,2,0,0,0
7,6,76,0,6,75,0,6,0,2,0
7,5,78,0,5,83,1,5,1,0,0
7,1,67,0,1,77,0,1,0,0,0
7,2,82,0,2,70,0,2,0,1,0
7,4,74,0,4,79,0,4,0,0,0
7,3,86,0,3,82,0,3,0,0,0
7,6,76,0,6,78,0,6,0,0,0
7,9,81,0,9,65,0,9,0,0,1
7,1,82,0,1,86,0,1,0,0,0
7,4,78,0,4,82,1,4,0,0,0
7,1,75,0,1,80,0,1,0,0,0
7,4,83,0,4,82,0,4,0,0,0
7,10,90,0,10,81,0,10,0,0,3
7,3,66,0,3,77,0,3,0,0,0
7,2,89,0,2,79,0,2,0,0,0
7,1,74,0,1,75,1,1,0,0,1
7,1,65,0,1,79,0,1,0,0,0
7,9,83,0,9,84,0,9,1,0,0
7,3,78,0,3,80,0,3,0,0,0
7,3,65,0,3,88,0,3,0,0,0
7,4,68,0,4,88,1,4,0,0,0
7,5,91,0,5,78,1,5,0,0,0
7,4,70,0,4,81,0,4,0,0,0
7,4,83,0,4,81,0,4,0,0,0
7,2,77,0,2,88,1,2,1,0,0
7,8,91,0,8,78,0,8,0,0,0
7,42,68,0,42,75,0,42,1,0,0
7,6,84,0,6,76,0,6,0,0,0
7,22,77,0,22,87,0,22,0,0,0
7,4,75,0,4,85,0,4,0,0,0
7,1,81,0,1,72,0,1,0,0,0
7,7,78,0,7,65,0,7,0,0,1
7,1,77,0,1,72,0,1,0,0,0
7,2,80,0,2,83,1,2,0,0,0
7,6,84,0,6,80,0,6,1,0,0
7,14,75,0,14,86,0,14,2,0,0
7,3,65,0,3,85,1,3,0,0,0
7,10,77,0,10,67,0,10,0,0,0
7,11,80,0,11,82,0,11,0,0,0
7,4,79,0,4,69,0,4,0,0,1
7,6,82,0,6,86,0,6,1,0,0
7,2,85,0,2,83,0,2,0,0,1
7,2,79,0,2,63,0,2,0,0,2
7,6,74,0,6,73,0,6,0,1,0
7,22,82,0,22,88,1,22,0,1,3
7,3,76,0,3,73,0,3,0,0,0
7,10,90,0,10,87,0,10,0,1,2
7,2,81,0,2,75,0,2,0,0,0
7,3,78,0,3,81,0,3,1,0,0
