n,|M(A)|,D_ktA,|M(A)A|,|M(B)|,D_ktB,|M(B)B|,|M(AUB)|,|M(AUB)A|,|M(AUB)B|,|M(AUB)(M(A)UM(B))|
7,4,17,0,4,27,0,4,1,0,0
7,13,20,0,13,31,1,13,0,0,0
7,3,28,0,3,24,0,3,0,0,1
7,58,22,0,58,21,2,58,1,0,0
7,7,31,0,7,28,1,7,0,1,1
7,1,20,0,1,19,1,1,0,0,0
7,52,23,0,52,30,2,52,0,1,1
7,6,30,0,6,28,1,6,0,0,0
7,12,26,0,12,29,1,12,0,0,3
7,5,21,0,5,34,0,5,0,1,3
7,7,20,0,7,22,1,7,0,0,0
7,8,22,0,8,28,2,8,0,1,3
7,54,15,0,54,22,1,54,0,1,0
7,8,30,0,8,23,0,8,0,0,3
7,3,23,0,3,32,1,3,1,0,0
7,10,22,0,10,25,0,10,1,0,1
7,12,31,0,12,25,0,12,0,1,0
7,32,26,0,32,27,1,32,0,1,2
7,3,23,0,3,25,0,3,0,0,2
7,9,28,0,9,27,0,9,0,0,6
7,24,23,0,24,29,1,24,0,0,4
7,3,27,0,3,29,0,3,0,0,1
7,2,26,0,2,23,1,2,0,0,0
7,5,24,0,5,23,0,5,0,0,0
7,12,29,0,12,24,0,12,0,0,0
7,102,30,0,102,22,2,102,0,2,14
7,13,25,0,13,28,1,13,1,0,0
7,2,25,0,2,23,0,2,0,1,0
7,12,28,0,12,31,0,12,0,0,0
7,52,28,0,52,28,0,52,1,0,0
7,24,24,0,24,32,1,24,1,0,0
7,7,25,0,7,27,0,7,0,0,0
7,27,28,0,27,30,0,27,0,1,0
7,14,20,0,14,28,1,14,0,1,1
7,5,27,0,5,31,1,5,0,0,0
7,11,20,0,11,23,0,11,1,0,0
7,6,24,0,6,22,1,6,0,1,2
7,12,21,0,12,32,1,12,0,0,0
7,1,20,0,1,26,0,1,1,0,0
7,5,20,0,5,31,1,5,1,0,0
7,1,19,0,1,26,0,1,1,0,0
7,3,31,0,3,19,0,3,0,0,2
7,10,29,0,10,27,1,10,0,0,4
7,8,26,2,8,34,0,8,0,0,8
7,7,18,0,7,28,1,7,0,0,0
7,5,18,0,5,21,0,5,0,0,0
7,6,25,0,6,24,1,6,0,0,0
7,2,25,0,2,21,1,2,0,0,0
7,4,34,0,4,27,0,4,0,0,2
7,6,26,0,6,27,1,6,0,0,2
7,124,26,0,124,20,0,124,0,1,4
7,2,21,0,2,19,1,2,0,0,0
7,4,30,0,4,20,0,4,0,0,1
7,3,23,0,3,32,0,3,0,0,0
7,5,20,1,5,25,2,5,0,0,1
7,2,26,0,2,19,2,2,0,0,0
7,2,32,0,2,25,0,2,0,0,1
7,15,25,0,15,23,1,15,0,1,0
7,2,27,0,2,17,2,2,0,0,1
7,8,28,0,8,30,1,8,0,0,0
7,16,28,0,16,22,0,16,0,0,0
7,6,34,0,6,29,1,6,0,0,6
7,32,26,0,32,35,0,32,1,0,0
7,15,26,0,15,26,1,15,0,0,1
7,7,28,0,7,17,0,7,0,1,2
7,2,21,0,2,22,0,2,0,0,1
7,12,32,0,12,30,1,12,0,0,0
7,3,32,0,3,33,0,3,0,0,1
7,2,21,0,2,26,1,2,0,0,0
7,12,26,0,12,26,1,12,1,0,0
7,4,18,0,4,29,0,4,0,0,0
7,5,29,0,5,24,0,5,0,0,1
7,10,33,0,10,26,0,10,0,1,3
7,1,21,0,1,19,0,1,0,0,0
7,4,27,0,4,25,2,4,0,0,3
7,3,22,0,3,27,1,3,0,0,0
7,12,25,0,12,34,2,12,1,0,7
7,2,23,0,2,31,0,2,0,0,0
7,10,25,0,10,23,1,10,0,0,4
7,6,20,0,6,23,1,6,0,0,0
7,3,19,0,3,26,1,3,0,0,0
7,8,26,0,8,30,0,8,0,1,0
7,9,26,0,9,25,0,9,0,0,1
7,6,26,0,6,19,1,6,0,0,0
7,5,32,0,5,23,0,5,0,0,2
7,18,34,0,18,33,2,18,0,0,11
7,6,25,0,6,18,0,6,0,0,0
7,4,30,0,4,28,1,4,0,0,2
7,6,32,0,6,28,0,6,0,0,3
7,18,29,0,18,33,1,18,0,1,2
7,24,26,0,24,27,1,24,0,1,4
7,3,24,0,3,32,1,3,0,0,0
7,15,27,0,15,24,1,15,0,0,0
7,14,28,0,14,20,0,14,0,1,4
7,21,27,0,21,34,1,21,1,0,0
7,2,19,0,2,19,2,2,0,0,0
7,3,28,0,3,26,2,3,0,0,0
7,6,21,0,6,31,1,6,0,0,4
7,1,25,0,1,20,1,1,0,0,0
7,12,24,0,12,26,1,12,0,0,1
