n,|M(A)|,D_ktA,|M(A)A|,|M(B)|,D_ktB,|M(B)B|,|M(AUB)|,|M(AUB)A|,|M(AUB)B|,|M(AUB)(M(A)UM(B))|
4,1,19,0,1,17,1,1,0,1,0
4,1,15,1,1,22,1,1,1,1,1
4,1,25,0,1,17,1,1,0,1,1
4,1,17,3,1,20,1,1,1,1,1
4,2,19,0,2,24,1,2,1,1,0
4,5,24,0,5,19,1,5,2,4,1
4,3,18,0,3,21,0,3,2,2,0
4,2,20,0,2,22,1,2,1,1,0
4,1,20,0,1,22,1,1,1,0,0
4,1,21,1,1,18,0,1,0,1,0
4,3,17,0,3,15,1,3,1,2,1
4,1,21,0,1,20,1,1,1,0,0
4,5,18,1,5,20,1,5,4,3,1
4,1,22,1,1,25,1,1,0,0,0
4,1,17,1,1,21,1,1,1,1,1
4,1,23,0,1,18,1,1,0,1,0
4,2,22,1,2,18,1,2,1,2,1
4,3,18,0,3,17,1,3,1,2,0
4,1,20,1,1,22,1,1,0,1,0
4,3,19,0,3,17,0,3,2,2,0
4,1,24,1,1,19,0,1,1,0,1
4,1,17,1,1,21,0,1,1,0,0
4,5,19,0,5,21,1,5,2,2,0
4,4,23,0,4,18,0,4,1,3,1
4,2,25,1,2,16,1,2,2,2,1
4,1,20,0,1,24,1,1,1,1,0
4,1,20,1,1,24,2,1,0,1,1
4,3,23,0,3,20,1,3,1,3,1
4,3,20,0,3,24,1,3,3,2,0
4,1,19,0,1,17,1,1,1,0,0
4,3,20,0,3,21,1,3,2,2,1
4,1,21,1,1,22,1,1,1,0,0
4,2,18,0,2,21,1,2,2,2,0
4,6,15,0,6,15,1,6,4,4,1
4,6,22,0,6,21,0,6,3,3,0
4,3,22,0,3,15,1,3,2,3,1
4,1,20,0,1,17,1,1,1,1,0
4,1,24,1,1,21,1,1,1,1,1
4,1,19,0,1,21,2,1,1,0,0
4,1,18,0,1,18,1,1,1,0,0
4,1,22,0,1,20,2,1,0,1,1
4,1,20,0,1,20,1,1,1,0,0
4,1,19,0,1,16,1,1,1,1,0
4,2,18,0,2,19,1,2,0,1,1
4,2,21,1,2,22,1,2,1,2,1
4,2,17,1,2,16,1,2,1,2,1
4,12,23,0,12,21,0,12,5,6,1
4,1,18,1,1,22,1,1,1,1,1
4,4,21,0,4,24,0,4,2,2,1
4,4,17,0,4,17,1,4,3,2,0
4,1,19,0,1,19,1,1,1,1,0
4,1,18,1,1,22,2,1,0,1,0
4,1,18,1,1,21,1,1,1,0,0
4,1,16,0,1,19,1,1,1,1,0
4,1,21,0,1,18,1,1,0,1,0
4,1,22,1,1,17,1,1,1,1,1
4,2,23,1,2,19,1,2,1,2,1
4,8,22,1,8,19,1,8,4,5,1
4,5,20,0,5,23,2,5,3,1,0
4,1,18,1,1,21,3,1,1,1,0
4,1,22,1,1,17,1,1,1,1,1
4,2,21,0,2,16,1,2,0,2,0
4,1,18,1,1,17,1,1,0,1,0
4,3,21,0,3,20,0,3,3,2,0
4,1,20,0,1,20,1,1,1,0,0
4,2,20,1,2,24,1,2,1,1,0
4,2,23,0,2,19,1,2,1,2,0
4,3,20,0,3,21,1,3,3,1,0
4,1,21,0,1,17,1,1,1,1,0
4,1,14,0,1,19,1,1,1,0,0
4,1,19,0,1,19,1,1,1,0,0
4,2,21,0,2,19,0,2,2,2,0
4,3,18,0,3,22,1,3,1,1,0
4,2,15,0,2,22,3,2,1,1,1
4,3,23,0,3,19,1,3,1,3,1
4,3,22,0,3,17,1,3,1,2,1
4,3,18,0,3,16,1,3,1,3,1
4,2,20,1,2,23,1,2,2,1,1
4,1,15,1,1,19,1,1,1,1,1
4,3,22,0,3,21,1,3,0,2,1
4,4,18,1,4,21,1,4,2,1,0
4,1,18,0,1,20,1,1,1,1,0
4,8,20,1,8,22,1,8,4,4,2
4,1,21,1,1,20,0,1,1,0,1
4,1,19,0,1,19,1,1,1,0,0
4,2,18,1,2,18,1,2,1,2,0
4,3,21,0,3,20,1,3,1,3,1
4,1,23,1,1,19,1,1,0,1,0
4,1,23,2,1,20,3,1,1,1,1
4,1,16,1,1,20,1,1,1,1,0
4,5,19,0,5,21,0,5,4,3,0
4,1,24,0,1,21,1,1,0,1,1
4,6,23,0,6,24,1,6,3,3,2
4,1,17,1,1,18,1,1,1,1,0
4,5,16,1,5,23,1,5,3,2,0
4,1,23,1,1,20,0,1,1,0,1
4,1,18,0,1,21,1,1,1,0,0
4,1,24,0,1,18,1,1,0,1,1
4,1,18,0,1,16,1,1,1,0,0
4,1,18,0,1,15,1,1,1,1,0
